oid,profile_id,arrival_departure,stage,point,weight_lbs,horizontal_feet,vertical_feet,tas_knots,weight_kgs,horizontal_metres,vertical_metres,tas_metres,power,mode,course
256,A320-232-DEFAULT,D,5,38,172000.00014423762,68179.02420454378,4000.0,267.41047396718267,78017.88770542508,20780.966577544943,1219.2,137.56783271867286,15994.937508370756,CL,IMPACT trajectory
257,A320-232-DEFAULT,D,5,39,172000.00014423762,71351.32992026118,4000.0,267.41047396718267,78017.88770542508,21747.88535969561,1219.2,137.56783271867286,15994.937508370756,CL,IMPACT trajectory
258,A320-232-DEFAULT,D,5,40,172000.00014423762,74523.63562609769,4000.0,267.41047396718267,78017.88770542508,22714.804138834577,1219.2,137.56783271867286,15994.937508370756,CL,IMPACT trajectory
259,A320-232-DEFAULT,D,5,41,172000.00014423762,115400.85856319388,4000.0,267.41047396718267,78017.88770542508,35174.181690061494,1219.2,137.56783271867286,15994.937508370756,CL,IMPACT trajectory
304,A320-232-DEFAULT,A,1,1,132900.0001114487,-143600.37954251084,6000.0,275.5816965336915,60282.42602355228,-43769.395684557305,1828.8000000000002,141.7714727723324,185.07059999999956,AP,IMPACT trajectory
305,A320-232-DEFAULT,A,1,2,132900.0001114487,-113583.26703211071,4531.9182759879095,269.65799926344175,60282.42602355228,-34620.179791387345,1381.3286905211148,138.7240596210817,118.27746262612854,AP,IMPACT trajectory
306,A320-232-DEFAULT,A,1,3,132900.0001114487,-107430.54569580837,4231.0,268.42765331565505,60282.42602355228,-32744.830328082393,1289.6088,138.0911149834981,99.17896752564982,AP,IMPACT trajectory
307,A320-232-DEFAULT,A,1,4,132900.0001114487,-94073.80464542095,3577.7463793647075,265.73713059924637,60282.42602355228,-28673.695655924308,1090.497096430363,136.70699051939008,50.971747542202294,AP,IMPACT trajectory
308,A320-232-DEFAULT,A,1,5,132900.0001114487,-90470.84595122104,3401.5323011620594,265.00668858132155,60282.42602355228,-27575.513845932175,1036.7870453941957,136.33121868127986,33.52834973040102,AP,IMPACT trajectory
309,A320-232-DEFAULT,A,1,6,132900.0001114487,-88413.62578081024,3300.9174491038293,264.5887158245923,60282.42602355228,-26948.47313799096,1006.1196384868472,136.1161949186514,21.786378722386516,AP,IMPACT trajectory
310,A320-232-DEFAULT,A,1,7,132900.0001114487,-87413.61946120062,3252.0089806025094,264.38530230557996,60282.42602355228,-26643.67121177395,991.2123372876449,136.01154996387058,15.363340465975298,AP,IMPACT trajectory
311,A320-232-DEFAULT,A,1,8,132900.0001114487,-86867.39615825942,3225.2942042228806,264.27412768644643,60282.42602355228,-26477.182349037474,983.069673447134,135.9543567986941,11.58945458412849,AP,IMPACT trajectory
312,A320-232-DEFAULT,A,1,9,132900.0001114487,-83265.53213108526,3049.13366416964,263.5398542233927,60282.42602355228,-25379.334193554787,929.3759408389062,135.57661389492313,-23.31520184039737,AP,IMPACT trajectory
313,A320-232-DEFAULT,A,1,10,132900.0001114487,-82260.92135138172,3000.0,263.3346898125464,60282.42602355228,-25073.12882790115,914.4000000000001,135.47106820356552,-53.897400000000744,AP,IMPACT trajectory
314,A320-232-DEFAULT,A,1,11,132900.0001114487,-80206.37216302266,3000.0,258.3840867703323,60282.42602355228,-24446.902235289308,914.4000000000001,132.92425797184873,5.350521008138514,AP,IMPACT trajectory
315,A320-232-DEFAULT,A,1,12,132900.0001114487,-79661.30570830771,3000.0,257.05470296278065,60282.42602355228,-24280.765979892192,914.4000000000001,132.24036385751938,12.747882756618992,AP,IMPACT trajectory
316,A320-232-DEFAULT,A,1,13,132900.0001114487,-76060.8838635503,3000.0,248.09462818697688,60282.42602355228,-23183.357401610134,914.4000000000001,127.63090316730032,49.02549696437411,AP,IMPACT trajectory
317,A320-232-DEFAULT,A,1,14,132900.0001114487,-74972.87010884022,3000.0,245.3225970293682,60282.42602355228,-22851.7308091745,914.4000000000001,126.20484713844165,57.69138599999928,AP,IMPACT trajectory
318,A320-232-DEFAULT,A,1,15,132900.0001114487,-73441.15130862297,3000.0,241.3661462267513,60282.42602355228,-22384.862918868283,914.4000000000001,124.16947300331762,95.16857496529514,AP,IMPACT trajectory
319,A320-232-DEFAULT,A,1,16,132900.0001114487,-72456.65744081873,3000.0,238.78857998214215,60282.42602355228,-22084.78918796155,914.4000000000001,122.84345836859092,112.8678449446766,AP,IMPACT trajectory
320,A320-232-DEFAULT,A,1,17,132900.0001114487,-68854.79341364457,3000.0,229.1113204276107,60282.42602355228,-20986.941032478866,914.4000000000001,117.86504595331529,161.89637244486673,AP,IMPACT trajectory
321,A320-232-DEFAULT,A,1,18,132900.0001114487,-68200.97407958285,3000.0,227.31050424619005,60282.42602355228,-20787.656899456855,914.4000000000001,116.93862607331776,169.2801719999993,AP,IMPACT trajectory
322,A320-232-DEFAULT,A,1,19,132900.0001114487,-67117.97016444676,3000.0,224.29577661410764,60282.42602355228,-20457.557306123374,914.4000000000001,115.38771619147981,193.26652883243105,AP,IMPACT trajectory
323,A320-232-DEFAULT,A,1,20,132900.0001114487,-65251.35069493978,3000.0,219.0023373292514,60282.42602355228,-19888.611691817645,914.4000000000001,112.66453575938154,228.7800419577291,AP,IMPACT trajectory
324,A320-232-DEFAULT,A,1,21,132900.0001114487,-61945.233263609654,3000.0,209.29841146301183,60282.42602355228,-18880.907098748223,914.4000000000001,107.67240500819386,280.86895799999934,AP,IMPACT trajectory
325,A320-232-DEFAULT,A,1,22,132900.0001114487,-61648.38203902824,3000.0,208.32396228548365,60282.42602355228,-18790.426845495807,914.4000000000001,107.17110504242103,288.14295865189825,AP,IMPACT trajectory
326,A320-232-DEFAULT,A,1,23,132900.0001114487,-61236.81241059682,3000.0,206.9653464441021,60282.42602355228,-18664.98042274991,914.4000000000001,106.47217267068808,297.93434679126494,AP,IMPACT trajectory
327,A320-232-DEFAULT,A,1,24,132900.0001114487,-60236.81331340461,3000.0,203.62652366263265,60282.42602355228,-18360.180697925724,914.4000000000001,104.75453383977657,320.48065523246885,AP,IMPACT trajectory
328,A320-232-DEFAULT,A,1,25,132900.0001114487,-57243.410063184645,3000.0,193.28766232240903,60282.42602355228,-17447.79138725868,914.4000000000001,99.43576406141709,380.0589899999991,AP,IMPACT trajectory
