oid,engine_type,engine_full_name,engine_name,thrust,mode,fuel_kg_sec,co_ei,hc_ei,nox_ei,sox_ei,pm10_ei,p1_ei,p2_ei,smoke_number,smoke_number_maximum,fuel_type,manufacturer,source,remark,status,engine_name_type,coolant,combustion_technology,technology_age,pm10_prefoa3,pm10_nonvol,pm10_sul,pm10_organic,eng_type,bpr,nvpm_ei,nvpm_number_ei
530,J,CFM56-7B24E/B1,11CM071,0.85,CL,0.895,0.15,0.03,15.6,1,489.6000000000001,22.419269999999997,22.419269999999997,8.7,12.07,Jet A,CFM International,EEDB,,,CFM56-7B24E/B1Tech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
531,J,CFM56-7B24E/B1,11CM071,0.3,AP,0.308,3.68,0.06,8.6,1,489.6000000000001,22.420364999999997,22.420364999999997,2.1,12.07,Jet A,CFM International,EEDB,,,CFM56-7B24E/B1Tech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
532,J,CFM56-7B24E/B1,11CM071,0.07,TX,0.103,34.71,2.3,4.09,1,489.6000000000001,22.431181,22.431181,2.1,12.07,Jet A,CFM International,EEDB,,,CFM56-7B24E/B1Tech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
533,J,CFM56-7B26,3CM033,1.0,TO,1.221,0.2,0.1,28.8,1,489.6000000000001,76.08055,76.08055,14.7,14.7,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.1,76.06905,3836307276235730.0
534,J,CFM56-7B26,3CM033,0.85,CL,0.999,0.6,0.1,22.5,1,489.6000000000001,76.07665,76.07665,11.9,14.7,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.1,76.06905,3836307276235730.0
535,J,CFM56-7B26,3CM033,0.3,AP,0.338,1.6,0.1,10.8,1,489.6000000000001,76.074675,76.074675,0.0,14.7,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.1,76.06905,3836307276235730.0
536,J,CFM56-7B26,3CM033,0.07,TX,0.113,18.8,1.9,4.7,1,489.6000000000001,76.08077300000001,76.08077300000001,0.0,14.7,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.1,76.06905,3836307276235730.0
537,J,CFM56-7B26,8CM051,1.0,TO,1.221,0.2,0.1,28.8,1,489.6000000000001,76.08055,76.08055,14.7,14.7,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.1,76.06905,3836307276235730.0
538,J,CFM56-7B26,8CM051,0.85,CL,0.999,0.6,0.1,22.5,1,489.6000000000001,76.07665,76.07665,11.9,14.7,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.1,76.06905,3836307276235730.0
539,J,CFM56-7B26,8CM051,0.3,AP,0.338,1.6,0.1,10.8,1,489.6000000000001,76.074675,76.074675,0.0,14.7,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.1,76.06905,3836307276235730.0
540,J,CFM56-7B26,8CM051,0.07,TX,0.113,18.8,1.9,4.7,1,489.6000000000001,76.08077300000001,76.08077300000001,0.0,14.7,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.1,76.06905,3836307276235730.0
541,J,CFM56-7B26/2,4CM042,1.0,TO,1.203,0.77,0.03,19.2,1,489.6000000000001,6.48578,6.48578,0.7,0.71,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.1,6.48233,326916387743401.0
542,J,CFM56-7B26/2,4CM042,0.85,CL,0.989,2.51,0.06,14.77,1,489.6000000000001,6.48689,6.48689,0.7,0.71,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.1,6.48233,326916387743401.0
543,J,CFM56-7B26/2,4CM042,0.3,AP,0.334,26.07,4.73,7.26,1,489.6000000000001,6.7483925000000005,6.7483925000000005,0.7,0.71,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.1,6.48233,326916387743401.0
544,J,CFM56-7B26/2,4CM042,0.07,TX,0.113,39.93,5.88,4.27,1,489.6000000000001,6.5186096000000004,6.5186096000000004,0.7,0.71,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.1,6.48233,326916387743401.0
545,J,CFM56-7B26/3,8CM065,1.0,TO,1.213,0.25,0.02,21.79,1,489.6000000000001,22.41929,22.41929,13.1,13.07,Jet A,CFM International,EEDB,,Out of production,CFM56-7B26/3Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
546,J,CFM56-7B26/3,8CM065,0.85,CL,0.986,0.16,0.02,17.08,1,489.6000000000001,22.418509999999998,22.418509999999998,9.8,13.07,Jet A,CFM International,EEDB,,Out of production,CFM56-7B26/3Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
547,J,CFM56-7B26/3,8CM065,0.3,AP,0.331,3.07,0.05,8.93,1,489.6000000000001,22.4198025,22.4198025,2.1,13.07,Jet A,CFM International,EEDB,,Out of production,CFM56-7B26/3Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
548,J,CFM56-7B26/3,8CM065,0.07,TX,0.108,30.94,1.75,4.27,1,489.6000000000001,22.427787499999997,22.427787499999997,2.1,13.07,Jet A,CFM International,EEDB,,Out of production,CFM56-7B26/3Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
549,J,CFM56-7B26/3 (Research Measurement),01P22FC001,1.0,TO,1.213,0.53,0.0,22.9,1,489.6000000000001,,,,,Jet A,CFM International,EEDB,,Out of production,CFM56-7B26/3 (Research Measurement)Tech Insertion,,,,,,,,TF,5.1,,
550,J,CFM56-7B26/3 (Research Measurement),01P22FC001,0.85,CL,0.986,0.54,0.0,17.68,1,489.6000000000001,,,,,Jet A,CFM International,EEDB,,Out of production,CFM56-7B26/3 (Research Measurement)Tech Insertion,,,,,,,,TF,5.1,,
551,J,CFM56-7B26/3 (Research Measurement),01P22FC001,0.3,AP,0.331,2.79,0.01,9.37,1,489.6000000000001,,,,,Jet A,CFM International,EEDB,,Out of production,CFM56-7B26/3 (Research Measurement)Tech Insertion,,,,,,,,TF,5.1,,
552,J,CFM56-7B26/3 (Research Measurement),01P22FC001,0.07,TX,0.108,27.46,1.59,4.22,1,489.6000000000001,,,,,Jet A,CFM International,EEDB,,Out of production,CFM56-7B26/3 (Research Measurement)Tech Insertion,,,,,,,,TF,5.1,,
553,J,CFM56-7B26E,11CM072,1.0,TO,1.213,0.2,0.02,21.79,1,489.6000000000001,22.41929,22.41929,13.1,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26ETech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
554,J,CFM56-7B26E,11CM072,0.85,CL,0.986,0.16,0.02,17.08,1,489.6000000000001,22.418509999999998,22.418509999999998,9.8,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26ETech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
555,J,CFM56-7B26E,11CM072,0.3,AP,0.331,3.07,0.05,8.93,1,489.6000000000001,22.4198025,22.4198025,2.1,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26ETech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
556,J,CFM56-7B26E,11CM072,0.07,TX,0.108,30.94,1.75,4.27,1,489.6000000000001,22.427787499999997,22.427787499999997,2.1,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26ETech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
557,J,CFM56-7B26E/B1,11CM073,1.0,TO,1.213,0.2,0.02,21.79,1,489.6000000000001,22.41929,22.41929,13.1,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26E/B1Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
558,J,CFM56-7B26E/B1,11CM073,0.85,CL,0.986,0.16,0.02,17.08,1,489.6000000000001,22.418509999999998,22.418509999999998,9.8,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26E/B1Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
559,J,CFM56-7B26E/B1,11CM073,0.3,AP,0.331,3.07,0.05,8.93,1,489.6000000000001,22.4198025,22.4198025,2.1,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26E/B1Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
560,J,CFM56-7B26E/B1,11CM073,0.07,TX,0.108,30.94,1.75,4.27,1,489.6000000000001,22.427787499999997,22.427787499999997,2.1,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26E/B1Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
561,J,CFM56-7B26E/B2,11CM074,1.0,TO,1.213,0.2,0.02,21.79,1,489.6000000000001,22.41929,22.41929,13.1,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26E/B2Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
562,J,CFM56-7B26E/B2,11CM074,0.85,CL,0.986,0.16,0.02,17.08,1,489.6000000000001,22.418509999999998,22.418509999999998,9.8,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26E/B2Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
563,J,CFM56-7B26E/B2,11CM074,0.3,AP,0.331,3.07,0.05,8.93,1,489.6000000000001,22.4198025,22.4198025,2.1,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26E/B2Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
564,J,CFM56-7B26E/B2,11CM074,0.07,TX,0.108,30.94,1.75,4.27,1,489.6000000000001,22.427787499999997,22.427787499999997,2.1,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26E/B2Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
565,J,CFM56-7B26E/B2F,11CM076,1.0,TO,1.213,0.2,0.02,21.79,1,489.6000000000001,22.41929,22.41929,13.1,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26E/B2FTech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
566,J,CFM56-7B26E/B2F,11CM076,0.85,CL,0.986,0.16,0.02,17.08,1,489.6000000000001,22.418509999999998,22.418509999999998,9.8,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26E/B2FTech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
567,J,CFM56-7B26E/B2F,11CM076,0.3,AP,0.331,3.07,0.05,8.93,1,489.6000000000001,22.4198025,22.4198025,2.1,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26E/B2FTech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
568,J,CFM56-7B26E/B2F,11CM076,0.07,TX,0.108,30.94,1.75,4.27,1,489.6000000000001,22.427787499999997,22.427787499999997,2.1,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26E/B2FTech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
569,J,CFM56-7B26E/F,11CM075,1.0,TO,1.213,0.2,0.02,21.79,1,489.6000000000001,22.41929,22.41929,13.1,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26E/FTech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
570,J,CFM56-7B26E/F,11CM075,0.85,CL,0.986,0.16,0.02,17.08,1,489.6000000000001,22.418509999999998,22.418509999999998,9.8,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26E/FTech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
571,J,CFM56-7B26E/F,11CM075,0.3,AP,0.331,3.07,0.05,8.93,1,489.6000000000001,22.4198025,22.4198025,2.1,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26E/FTech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
572,J,CFM56-7B26E/F,11CM075,0.07,TX,0.108,30.94,1.75,4.27,1,489.6000000000001,22.427787499999997,22.427787499999997,2.1,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26E/FTech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
573,J,CFM56-7B27,3CM034,1.0,TO,1.284,0.2,0.1,30.9,1,489.6000000000001,81.82655,81.82655,15.7,15.7,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.0,81.81505,4126089309082151.5
574,J,CFM56-7B27,3CM034,0.85,CL,1.043,0.5,0.1,23.7,1,489.6000000000001,81.82265,81.82265,12.1,15.7,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.0,81.81505,4126089309082151.5
575,J,CFM56-7B27,3CM034,0.3,AP,0.349,1.4,0.1,11.0,1,489.6000000000001,81.820675,81.820675,0.0,15.7,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.0,81.81505,4126089309082151.5
576,J,CFM56-7B27,3CM034,0.07,TX,0.116,17.9,1.7,4.8,1,489.6000000000001,81.825539,81.825539,0.0,15.7,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.0,81.81505,4126089309082151.5
577,J,CFM56-7B27/2,4CM043,1.0,TO,1.265,0.54,0.05,20.81,1,489.6000000000001,6.48808,6.48808,0.8,0.75,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.0,6.48233,326916387743401.0
578,J,CFM56-7B27/2,4CM043,0.85,CL,1.033,1.97,0.06,15.59,1,489.6000000000001,6.48689,6.48689,0.7,0.75,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.0,6.48233,326916387743401.0
579,J,CFM56-7B27/2,4CM043,0.3,AP,0.351,24.28,4.21,7.53,1,489.6000000000001,6.7191425,6.7191425,0.7,0.75,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.0,6.48233,326916387743401.0
580,J,CFM56-7B27/2,4CM043,0.07,TX,0.115,38.73,5.56,4.36,1,489.6000000000001,6.5166352000000005,6.5166352000000005,0.7,0.75,Jet A,CFM International,EEDB,,Out of production,,,,,,,,,TF,5.0,6.48233,326916387743401.0
581,J,CFM56-7B27/3,8CM066,1.0,TO,1.293,0.31,0.03,23.94,1,489.6000000000001,22.42044,22.42044,13.4,13.38,Jet A,CFM International,EEDB,,Out of production,CFM56-7B27/3Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
582,J,CFM56-7B27/3,8CM066,0.85,CL,1.031,0.17,0.02,17.89,1,489.6000000000001,22.418509999999998,22.418509999999998,11.2,13.38,Jet A,CFM International,EEDB,,Out of production,CFM56-7B27/3Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
583,J,CFM56-7B27/3,8CM066,0.3,AP,0.343,2.82,0.05,9.09,1,489.6000000000001,22.4198025,22.4198025,2.1,13.38,Jet A,CFM International,EEDB,,Out of production,CFM56-7B27/3Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
584,J,CFM56-7B27/3,8CM066,0.07,TX,0.11,29.39,1.54,4.36,1,489.6000000000001,22.426491799999997,22.426491799999997,2.1,13.38,Jet A,CFM International,EEDB,,Out of production,CFM56-7B27/3Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
585,J,CFM56-7B27AE,11CM080,1.0,TO,1.293,0.31,0.03,23.94,1,489.6000000000001,22.42044,22.42044,13.4,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27AETech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
586,J,CFM56-7B27AE,11CM080,0.85,CL,1.031,0.17,0.02,17.89,1,489.6000000000001,22.418509999999998,22.418509999999998,11.2,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27AETech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
587,J,CFM56-7B27AE,11CM080,0.3,AP,0.343,2.82,0.05,9.09,1,489.6000000000001,22.4198025,22.4198025,2.1,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27AETech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
588,J,CFM56-7B27AE,11CM080,0.07,TX,0.11,29.39,1.54,4.36,1,489.6000000000001,22.426491799999997,22.426491799999997,2.1,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27AETech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
589,J,CFM56-7B27E,11CM077,1.0,TO,1.293,0.31,0.03,23.94,1,489.6000000000001,22.42044,22.42044,13.4,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27ETech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
590,J,CFM56-7B27E,11CM077,0.85,CL,1.031,0.17,0.02,17.89,1,489.6000000000001,22.418509999999998,22.418509999999998,11.2,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27ETech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
591,J,CFM56-7B27E,11CM077,0.3,AP,0.343,2.82,0.05,9.09,1,489.6000000000001,22.4198025,22.4198025,2.1,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27ETech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
592,J,CFM56-7B27E,11CM077,0.07,TX,0.11,29.39,1.54,4.36,1,489.6000000000001,22.426491799999997,22.426491799999997,2.1,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27ETech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
593,J,CFM56-7B27E/B1,11CM078,1.0,TO,1.293,0.31,0.03,23.94,1,489.6000000000001,22.42044,22.42044,13.4,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27E/B1Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
594,J,CFM56-7B27E/B1,11CM078,0.85,CL,1.031,0.17,0.02,17.89,1,489.6000000000001,22.418509999999998,22.418509999999998,11.2,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27E/B1Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
595,J,CFM56-7B27E/B1,11CM078,0.3,AP,0.343,2.82,0.05,9.09,1,489.6000000000001,22.4198025,22.4198025,2.1,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27E/B1Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
596,J,CFM56-7B27E/B1,11CM078,0.07,TX,0.11,29.39,1.54,4.36,1,489.6000000000001,22.426491799999997,22.426491799999997,2.1,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27E/B1Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
597,J,CFM56-7B27E/B1F,11CM082,1.0,TO,1.293,0.31,0.03,23.94,1,489.6000000000001,22.42044,22.42044,13.4,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27E/B1FTech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
598,J,CFM56-7B27E/B1F,11CM082,0.85,CL,1.031,0.17,0.02,17.89,1,489.6000000000001,22.418509999999998,22.418509999999998,11.2,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27E/B1FTech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
599,J,CFM56-7B27E/B1F,11CM082,0.3,AP,0.343,2.82,0.05,9.09,1,489.6000000000001,22.4198025,22.4198025,2.1,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27E/B1FTech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
600,J,CFM56-7B27E/B1F,11CM082,0.07,TX,0.11,29.39,1.54,4.36,1,489.6000000000001,22.426491799999997,22.426491799999997,2.1,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27E/B1FTech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
601,J,CFM56-7B27E/B3,11CM079,1.0,TO,1.293,0.31,0.03,23.94,1,489.6000000000001,22.42044,22.42044,13.4,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27E/B3Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
602,J,CFM56-7B27E/B3,11CM079,0.85,CL,1.031,0.17,0.02,17.89,1,489.6000000000001,22.418509999999998,22.418509999999998,11.2,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27E/B3Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
603,J,CFM56-7B27E/B3,11CM079,0.3,AP,0.343,2.82,0.05,9.09,1,489.6000000000001,22.4198025,22.4198025,2.1,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27E/B3Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
604,J,CFM56-7B27E/B3,11CM079,0.07,TX,0.11,29.39,1.54,4.36,1,489.6000000000001,22.426491799999997,22.426491799999997,2.1,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27E/B3Tech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
605,J,CFM56-7B27E/F,11CM081,1.0,TO,1.293,0.31,0.03,23.94,1,489.6000000000001,22.42044,22.42044,13.4,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27E/FTech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
606,J,CFM56-7B27E/F,11CM081,0.85,CL,1.031,0.17,0.02,17.89,1,489.6000000000001,22.418509999999998,22.418509999999998,11.2,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27E/FTech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
607,J,CFM56-7B27E/F,11CM081,0.3,AP,0.343,2.82,0.05,9.09,1,489.6000000000001,22.4198025,22.4198025,2.1,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27E/FTech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
608,J,CFM56-7B27E/F,11CM081,0.07,TX,0.11,29.39,1.54,4.36,1,489.6000000000001,22.426491799999997,22.426491799999997,2.1,13.38,Jet A,CFM International,EEDB,,,CFM56-7B27E/FTech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
609,J,CFM56-7B20E,01P11CM111,1.0,TO,0.896,0.15,0.03,15.61,1,489.6000000000001,22.42044,22.42044,8.7,8.66,Jet A,CFM International,EEDB,,,CFM56-7B20ETech Insertion,,,,,,,,TF,5.5,22.41699,1130531457292047.5
610,J,CFM56-7B20E,01P11CM111,0.85,CL,0.746,0.23,0.03,13.5,1,489.6000000000001,22.419269999999997,22.419269999999997,6.8,8.66,Jet A,CFM International,EEDB,,,CFM56-7B20ETech Insertion,,,,,,,,TF,5.5,22.41699,1130531457292047.5
611,J,CFM56-7B20E,01P11CM111,0.3,AP,0.268,5.03,0.08,8.0,1,489.6000000000001,22.42149,22.42149,2.1,8.66,Jet A,CFM International,EEDB,,,CFM56-7B20ETech Insertion,,,,,,,,TF,5.5,22.41699,1130531457292047.5
612,J,CFM56-7B20E,01P11CM111,0.07,TX,0.094,43.31,3.84,3.8,1,489.6000000000001,22.440682799999998,22.440682799999998,2.1,8.66,Jet A,CFM International,EEDB,,,CFM56-7B20ETech Insertion,,,,,,,,TF,5.5,22.41699,1130531457292047.5
613,J,CFM56-7B22E,01P11CM112,1.0,TO,1.004,0.16,0.02,17.4,1,489.6000000000001,22.41929,22.41929,9.8,9.84,Jet A,CFM International,EEDB,,,CFM56-7B22ETech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
614,J,CFM56-7B22E,01P11CM112,0.85,CL,0.832,0.17,0.03,14.67,1,489.6000000000001,22.419269999999997,22.419269999999997,8.0,9.84,Jet A,CFM International,EEDB,,,CFM56-7B22ETech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
615,J,CFM56-7B22E,01P11CM112,0.3,AP,0.291,4.18,0.07,8.35,1,489.6000000000001,22.420927499999998,22.420927499999998,2.1,9.84,Jet A,CFM International,EEDB,,,CFM56-7B22ETech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
616,J,CFM56-7B22E,01P11CM112,0.07,TX,0.099,37.9,2.83,3.95,1,489.6000000000001,22.434451099999997,22.434451099999997,2.1,9.84,Jet A,CFM International,EEDB,,,CFM56-7B22ETech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
617,J,CFM56-7B22E/B1,01P11CM113,1.0,TO,1.004,0.16,0.02,17.4,1,489.6000000000001,22.41929,22.41929,9.8,9.84,Jet A,CFM International,EEDB,,,CFM56-7B22E/B1Tech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
618,J,CFM56-7B22E/B1,01P11CM113,0.85,CL,0.832,0.17,0.03,14.67,1,489.6000000000001,22.419269999999997,22.419269999999997,8.0,9.84,Jet A,CFM International,EEDB,,,CFM56-7B22E/B1Tech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
619,J,CFM56-7B22E/B1,01P11CM113,0.3,AP,0.291,4.18,0.07,8.35,1,489.6000000000001,22.420927499999998,22.420927499999998,2.1,9.84,Jet A,CFM International,EEDB,,,CFM56-7B22E/B1Tech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
620,J,CFM56-7B22E/B1,01P11CM113,0.07,TX,0.099,37.9,2.83,3.95,1,489.6000000000001,22.434451099999997,22.434451099999997,2.1,9.84,Jet A,CFM International,EEDB,,,CFM56-7B22E/B1Tech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
621,J,CFM56-7B24E,01P11CM114,1.0,TO,1.086,0.18,0.02,18.93,1,489.6000000000001,22.41929,22.41929,12.1,12.07,Jet A,CFM International,EEDB,,,CFM56-7B24ETech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
622,J,CFM56-7B24E,01P11CM114,0.85,CL,0.895,0.15,0.03,15.6,1,489.6000000000001,22.419269999999997,22.419269999999997,8.7,12.07,Jet A,CFM International,EEDB,,,CFM56-7B24ETech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
623,J,CFM56-7B24E,01P11CM114,0.3,AP,0.308,3.68,0.06,8.6,1,489.6000000000001,22.420364999999997,22.420364999999997,2.1,12.07,Jet A,CFM International,EEDB,,,CFM56-7B24ETech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
624,J,CFM56-7B24E,01P11CM114,0.07,TX,0.103,34.71,2.3,4.09,1,489.6000000000001,22.431181,22.431181,2.1,12.07,Jet A,CFM International,EEDB,,,CFM56-7B24ETech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
625,J,CFM56-7B24E/B1,01P11CM115,1.0,TO,1.086,0.18,0.02,18.93,1,489.6000000000001,22.41929,22.41929,12.1,12.07,Jet A,CFM International,EEDB,,,CFM56-7B24E/B1Tech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
626,J,CFM56-7B24E/B1,01P11CM115,0.85,CL,0.895,0.15,0.03,15.6,1,489.6000000000001,22.419269999999997,22.419269999999997,8.7,12.07,Jet A,CFM International,EEDB,,,CFM56-7B24E/B1Tech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
627,J,CFM56-7B24E/B1,01P11CM115,0.3,AP,0.308,3.68,0.06,8.6,1,489.6000000000001,22.420364999999997,22.420364999999997,2.1,12.07,Jet A,CFM International,EEDB,,,CFM56-7B24E/B1Tech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
628,J,CFM56-7B24E/B1,01P11CM115,0.07,TX,0.103,34.71,2.3,4.09,1,489.6000000000001,22.431181,22.431181,2.1,12.07,Jet A,CFM International,EEDB,,,CFM56-7B24E/B1Tech Insertion,,,,,,,,TF,5.3,22.41699,1130531457292047.5
629,J,CFM56-7B26E,01P11CM116,1.0,TO,1.213,0.2,0.02,21.79,1,489.6000000000001,22.41929,22.41929,13.1,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26ETech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
630,J,CFM56-7B26E,01P11CM116,0.85,CL,0.986,0.16,0.02,17.08,1,489.6000000000001,22.418509999999998,22.418509999999998,9.8,13.07,Jet A,CFM International,EEDB,,,CFM56-7B26ETech Insertion,,,,,,,,TF,5.1,22.41699,1130531457292047.5
