oid,engine_type,engine_full_name,engine_name,thrust,mode,fuel_kg_sec,co_ei,hc_ei,nox_ei,sox_ei,pm10_ei,p1_ei,p2_ei,smoke_number,smoke_number_maximum,fuel_type,manufacturer,source,remark,status,engine_name_type,coolant,combustion_technology,technology_age,pm10_prefoa3,pm10_nonvol,pm10_sul,pm10_organic,eng_type,bpr,nvpm_ei,nvpm_number_ei
1907,J,JT3D-7 series,1PW003,0.3,AP,0.389,,,,1,489.6000000000001,,,,18.0,Jet A,Pratt & Whitney,EEDB,,Out of production,JT3D-7 seriesSmoke fix  14-70KC,,,,,,,,TF,1.4,,
1908,J,JT3D-7 series,1PW003,0.07,TX,0.128,,,,1,489.6000000000001,,,,18.0,Jet A,Pratt & Whitney,EEDB,,Out of production,JT3D-7 seriesSmoke fix  14-70KC,,,,,,,,TF,1.4,,
1909,J,JT8D-11,1PW008,1.0,TO,1.121,1.2,0.4,18.9,1,489.6000000000001,,,,23.0,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.0,,
1910,J,JT8D-11,1PW008,0.85,CL,0.9136,1.9,0.45,14.6,1,489.6000000000001,,,,23.0,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.0,,
1911,J,JT8D-11,1PW008,0.3,AP,0.3339,9.4,1.4,5.8,1,489.6000000000001,,,,23.0,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.0,,
1912,J,JT8D-11,1PW008,0.07,TX,0.1455,35.0,10.0,2.75,1,489.6000000000001,,,,23.0,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.0,,
1913,J,JT8D-15,1PW009,1.0,TO,1.178,0.7,0.25,19.1,1,489.6000000000001,,,,23.8,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-15Smoke fix,,,,,,,,MTF,1.03,,
1914,J,JT8D-15,1PW009,0.85,CL,0.945,1.0,0.25,15.0,1,489.6000000000001,,,,23.8,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-15Smoke fix,,,,,,,,MTF,1.03,,
1915,J,JT8D-15,1PW009,0.3,AP,0.3403,9.6,1.65,5.9,1,489.6000000000001,,,,23.8,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-15Smoke fix,,,,,,,,MTF,1.03,,
1916,J,JT8D-15,1PW009,0.07,TX,0.1477,35.2,11.0,3.0,1,489.6000000000001,,,,23.8,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-15Smoke fix,,,,,,,,MTF,1.03,,
1917,J,JT8D-15,1PW010,1.0,TO,1.178,1.03,0.24,19.4,1,489.6000000000001,,,15.7,15.7,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-15Reduced emissions,,,,,,,,MTF,1.03,,
1918,J,JT8D-15,1PW010,0.85,CL,0.945,1.15,0.28,15.1,1,489.6000000000001,,,,15.7,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-15Reduced emissions,,,,,,,,MTF,1.03,,
1919,J,JT8D-15,1PW010,0.3,AP,0.3402,2.77,0.55,6.9,1,489.6000000000001,,,,15.7,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-15Reduced emissions,,,,,,,,MTF,1.03,,
1920,J,JT8D-15,1PW010,0.07,TX,0.1477,11.0,1.46,3.2,1,489.6000000000001,,,,15.7,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-15Reduced emissions,,,,,,,,MTF,1.03,,
1921,J,JT8D-15A,1PW011,1.0,TO,1.115,1.08,0.25,18.1,1,489.6000000000001,,,15.7,15.7,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.08,,
1922,J,JT8D-15A,1PW011,0.85,CL,0.8955,1.2,0.33,13.9,1,489.6000000000001,,,,15.7,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.08,,
1923,J,JT8D-15A,1PW011,0.3,AP,0.312,2.9,0.65,6.6,1,489.6000000000001,,,,15.7,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.08,,
1924,J,JT8D-15A,1PW011,0.07,TX,0.1372,12.93,1.86,3.1,1,489.6000000000001,,,,15.7,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.08,,
1925,J,JT8D-17,1PW012,1.0,TO,1.245,0.74,0.69,19.2,1,489.6000000000001,,,,24.0,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-17Smoke fix,,,,,,,,MTF,1.01,,
1926,J,JT8D-17,1PW012,0.85,CL,0.997,1.0,0.79,15.23,1,489.6000000000001,,,,24.0,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-17Smoke fix,,,,,,,,MTF,1.01,,
1927,J,JT8D-17,1PW012,0.3,AP,0.354,8.54,1.96,6.1,1,489.6000000000001,,,,24.0,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-17Smoke fix,,,,,,,,MTF,1.01,,
1928,J,JT8D-17,1PW012,0.07,TX,0.147,31.0,10.2,3.3,1,489.6000000000001,,,,24.0,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-17Smoke fix,,,,,,,,MTF,1.01,,
1929,J,JT8D-17,1PW013,1.0,TO,1.245,0.95,0.22,20.6,1,489.6000000000001,,,16.8,16.8,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-17Reduced emissions,,,,,,,,MTF,1.02,,
1930,J,JT8D-17,1PW013,0.85,CL,0.997,1.1,0.27,15.7,1,489.6000000000001,,,,16.8,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-17Reduced emissions,,,,,,,,MTF,1.02,,
1931,J,JT8D-17,1PW013,0.3,AP,0.354,2.67,0.52,8.0,1,489.6000000000001,,,,16.8,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-17Reduced emissions,,,,,,,,MTF,1.02,,
1932,J,JT8D-17,1PW013,0.07,TX,0.1474,10.46,1.25,3.2,1,489.6000000000001,,,,16.8,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-17Reduced emissions,,,,,,,,MTF,1.02,,
1933,J,JT8D-17A,1PW014,1.0,TO,1.173,1.07,0.25,19.1,1,489.6000000000001,,,16.8,16.8,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.05,,
1934,J,JT8D-17A,1PW014,0.85,CL,0.9344,1.16,0.3,14.3,1,489.6000000000001,,,,16.8,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.05,,
1935,J,JT8D-17A,1PW014,0.3,AP,0.3304,2.88,0.64,6.7,1,489.6000000000001,,,,16.8,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.05,,
1936,J,JT8D-17A,1PW014,0.07,TX,0.1401,12.46,6.6,3.2,1,489.6000000000001,,,,16.8,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.05,,
1937,J,JT8D-17AR,1PW015,1.0,TO,1.365,0.93,0.21,24.5,1,489.6000000000001,,,19.6,19.6,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,0.96,,
1938,J,JT8D-17AR,1PW015,0.85,CL,1.047,1.08,0.27,16.0,1,489.6000000000001,,,,19.6,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,0.96,,
1939,J,JT8D-17AR,1PW015,0.3,AP,0.3574,2.68,0.55,8.0,1,489.6000000000001,,,,19.6,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,0.96,,
1940,J,JT8D-17AR,1PW015,0.07,TX,0.1477,10.7,1.33,3.2,1,489.6000000000001,,,,19.6,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,0.96,,
1941,J,JT8D-17R,1PW016,1.0,TO,1.417,0.95,0.21,25.3,1,489.6000000000001,,,19.6,19.6,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,0.97,,
1942,J,JT8D-17R,1PW016,0.85,CL,1.103,1.03,0.27,17.6,1,489.6000000000001,,,,19.6,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,0.97,,
1943,J,JT8D-17R,1PW016,0.3,AP,0.3755,2.54,0.53,8.4,1,489.6000000000001,,,,19.6,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,0.97,,
1944,J,JT8D-17R,1PW016,0.07,TX,0.155,9.43,0.95,3.3,1,489.6000000000001,,,,19.6,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,0.97,,
1945,J,JT8D-209,1PW017,1.0,TO,1.191,1.03,0.35,22.8,1,489.6000000000001,,,11.1,11.1,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.8,,
1946,J,JT8D-209,1PW017,0.85,CL,0.9828,1.4,0.5,19.0,1,489.6000000000001,,,,11.1,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.8,,
1947,J,JT8D-209,1PW017,0.3,AP,0.3592,4.37,1.69,8.8,1,489.6000000000001,,,,11.1,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.8,,
1948,J,JT8D-209,1PW017,0.07,TX,0.1303,14.1,4.03,3.5,1,489.6000000000001,,,,11.1,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.8,,
1949,J,JT8D-217,4PW068,1.0,TO,1.32,0.42,0.0,17.54,1,489.6000000000001,,,6.1,6.1,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-217Environmental Kit (E_Kit),,,,,,,,MTF,1.73,,
1950,J,JT8D-217,4PW068,0.85,CL,1.078,0.47,0.0,13.54,1,489.6000000000001,,,,6.1,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-217Environmental Kit (E_Kit),,,,,,,,MTF,1.73,,
1951,J,JT8D-217,4PW068,0.3,AP,0.3833,3.54,0.0,7.66,1,489.6000000000001,,,,6.1,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-217Environmental Kit (E_Kit),,,,,,,,MTF,1.73,,
1952,J,JT8D-217,4PW068,0.07,TX,0.1372,15.31,0.0,4.57,1,489.6000000000001,,,,6.1,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-217Environmental Kit (E_Kit),,,,,,,,MTF,1.73,,
1953,J,JT8D-217 series,1PW018,1.0,TO,1.32,0.8,0.28,25.7,1,489.6000000000001,,,13.2,13.3,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.73,,
1954,J,JT8D-217 series,1PW018,0.85,CL,1.078,1.23,0.43,20.6,1,489.6000000000001,,,,13.3,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.73,,
1955,J,JT8D-217 series,1PW018,0.3,AP,0.3833,4.17,1.6,9.1,1,489.6000000000001,,,,13.3,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.73,,
1956,J,JT8D-217 series,1PW018,0.07,TX,0.1372,12.27,3.33,3.7,1,489.6000000000001,,,,13.3,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.73,,
1957,J,JT8D-217A,4PW069,1.0,TO,1.32,0.42,0.0,17.54,1,489.6000000000001,,,6.1,6.1,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-217AEnvironmental Kit (E_Kit),,,,,,,,MTF,1.73,,
1958,J,JT8D-217A,4PW069,0.85,CL,1.078,0.47,0.0,13.54,1,489.6000000000001,,,,6.1,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-217AEnvironmental Kit (E_Kit),,,,,,,,MTF,1.73,,
1959,J,JT8D-217A,4PW069,0.3,AP,0.3833,3.54,0.0,7.66,1,489.6000000000001,,,,6.1,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-217AEnvironmental Kit (E_Kit),,,,,,,,MTF,1.73,,
1960,J,JT8D-217A,4PW069,0.07,TX,0.1372,15.31,0.0,4.57,1,489.6000000000001,,,,6.1,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-217AEnvironmental Kit (E_Kit),,,,,,,,MTF,1.73,,
1961,J,JT8D-217C,4PW070,1.0,TO,1.282,0.42,0.0,16.49,1,489.6000000000001,43.7616,43.7616,6.1,6.1,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-217CEnvironmental Kit (E_Kit),,,,,,,,MTF,1.7,43.7616,2206981169650102.5
1962,J,JT8D-217C,4PW070,0.85,CL,1.045,0.49,0.0,13.02,1,489.6000000000001,43.7616,43.7616,4.0,6.1,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-217CEnvironmental Kit (E_Kit),,,,,,,,MTF,1.7,43.7616,2206981169650102.5
1963,J,JT8D-217C,4PW070,0.3,AP,0.363,3.79,0.0,7.65,1,489.6000000000001,43.7616,43.7616,1.5,6.1,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-217CEnvironmental Kit (E_Kit),,,,,,,,MTF,1.7,43.7616,2206981169650102.5
1964,J,JT8D-217C,4PW070,0.07,TX,0.137,17.89,0.0,4.05,1,489.6000000000001,43.7616,43.7616,0.0,6.1,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-217CEnvironmental Kit (E_Kit),,,,,,,,MTF,1.7,43.7616,2206981169650102.5
1965,J,JT8D-219,1PW019,1.0,TO,1.354,0.73,0.27,27.0,1,489.6000000000001,,,14.3,14.5,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.7,,
1966,J,JT8D-219,1PW019,0.85,CL,1.085,1.2,0.42,20.8,1,489.6000000000001,,,,14.5,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.7,,
1967,J,JT8D-219,1PW019,0.3,AP,0.3817,4.07,1.59,9.13,1,489.6000000000001,,,,14.5,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.7,,
1968,J,JT8D-219,1PW019,0.07,TX,0.1344,12.63,3.48,3.6,1,489.6000000000001,,,,14.5,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,MTF,1.7,,
1969,J,JT8D-219,4PW071,1.0,TO,1.354,0.42,0.0,18.72,1,489.6000000000001,53.78968,53.78968,6.9,6.9,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-219Environmental Kit (E_Kit),,,,,,,,MTF,1.7,53.78968,2712716358272081.0
1970,J,JT8D-219,4PW071,0.85,CL,1.085,0.46,0.0,13.73,1,489.6000000000001,53.78968,53.78968,4.4,6.9,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-219Environmental Kit (E_Kit),,,,,,,,MTF,1.7,53.78968,2712716358272081.0
1971,J,JT8D-219,4PW071,0.3,AP,0.3817,3.57,0.0,7.65,1,489.6000000000001,53.78968,53.78968,1.5,6.9,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-219Environmental Kit (E_Kit),,,,,,,,MTF,1.7,53.78968,2712716358272081.0
1972,J,JT8D-219,4PW071,0.07,TX,0.1344,17.19,0.0,4.16,1,489.6000000000001,53.78968,53.78968,0.0,6.9,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-219Environmental Kit (E_Kit),,,,,,,,MTF,1.7,53.78968,2712716358272081.0
1973,J,JT8D-7 series,1PW004,1.0,TO,0.9892,1.5,0.4,17.1,1,489.6000000000001,,,22.2,22.2,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-7 seriesSmoke fix,,,,,,,,MTF,1.05,,
1974,J,JT8D-7 series,1PW004,0.85,CL,0.8113,2.0,0.5,13.5,1,489.6000000000001,,,,22.2,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-7 seriesSmoke fix,,,,,,,,MTF,1.05,,
1975,J,JT8D-7 series,1PW004,0.3,AP,0.2861,10.5,1.6,5.5,1,489.6000000000001,,,,22.2,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-7 seriesSmoke fix,,,,,,,,MTF,1.05,,
1976,J,JT8D-7 series,1PW004,0.07,TX,0.1291,35.5,10.6,2.7,1,489.6000000000001,,,,22.2,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-7 seriesSmoke fix,,,,,,,,MTF,1.05,,
1977,J,JT8D-7 series,1PW005,1.0,TO,0.9892,0.9,0.25,17.2,1,489.6000000000001,,,9.5,9.5,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-7 seriesReduced emissions,,,,,,,,MTF,1.05,,
1978,J,JT8D-7 series,1PW005,0.85,CL,0.8113,1.1,0.25,14.0,1,489.6000000000001,,,,9.5,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-7 seriesReduced emissions,,,,,,,,MTF,1.05,,
1979,J,JT8D-7 series,1PW005,0.3,AP,0.2861,2.2,0.4,6.3,1,489.6000000000001,,,,9.5,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-7 seriesReduced emissions,,,,,,,,MTF,1.05,,
1980,J,JT8D-7 series,1PW005,0.07,TX,0.1291,14.3,3.8,3.15,1,489.6000000000001,,,,9.5,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-7 seriesReduced emissions,,,,,,,,MTF,1.05,,
1981,J,JT8D-7 series,8PW085,1.0,TO,0.9892,0.9,0.25,17.2,1,489.6000000000001,,,9.5,9.5,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-7 seriesReduced emissions,,,,,,,,MTF,1.05,,
1982,J,JT8D-7 series,8PW085,0.85,CL,0.8113,1.1,0.25,14.0,1,489.6000000000001,,,,9.5,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-7 seriesReduced emissions,,,,,,,,MTF,1.05,,
1983,J,JT8D-7 series,8PW085,0.3,AP,0.2861,2.2,0.4,6.3,1,489.6000000000001,,,,9.5,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-7 seriesReduced emissions,,,,,,,,MTF,1.05,,
1984,J,JT8D-7 series,8PW085,0.07,TX,0.1291,14.3,3.8,3.15,1,489.6000000000001,,,,9.5,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-7 seriesReduced emissions,,,,,,,,MTF,1.05,,
1985,J,JT8D-9 series,1PW006,1.0,TO,1.04,1.24,0.47,17.92,1,489.6000000000001,,,,23.0,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-9 seriesSmoke fix,,,,,,,,MTF,1.04,,
1986,J,JT8D-9 series,1PW006,0.85,CL,0.846,1.66,0.47,14.21,1,489.6000000000001,,,,23.0,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-9 seriesSmoke fix,,,,,,,,MTF,1.04,,
1987,J,JT8D-9 series,1PW006,0.3,AP,0.298,9.43,1.73,5.64,1,489.6000000000001,,,,23.0,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-9 seriesSmoke fix,,,,,,,,MTF,1.04,,
1988,J,JT8D-9 series,1PW006,0.07,TX,0.132,34.5,10.0,2.9,1,489.6000000000001,,,,23.0,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-9 seriesSmoke fix,,,,,,,,MTF,1.04,,
1989,J,JT8D-9 series,1PW007,1.0,TO,1.04,1.04,0.15,19.3,1,489.6000000000001,,,10.1,10.1,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-9 seriesReduced emissions,,,,,,,,MTF,1.04,,
1990,J,JT8D-9 series,1PW007,0.85,CL,0.8453,1.11,0.18,14.5,1,489.6000000000001,,,,10.1,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-9 seriesReduced emissions,,,,,,,,MTF,1.04,,
1991,J,JT8D-9 series,1PW007,0.3,AP,0.2977,2.14,0.6,6.0,1,489.6000000000001,,,,10.1,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-9 seriesReduced emissions,,,,,,,,MTF,1.04,,
1992,J,JT8D-9 series,1PW007,0.07,TX,0.1323,14.14,3.12,2.9,1,489.6000000000001,,,,10.1,Jet A,Pratt & Whitney,EEDB,,Out of production,JT8D-9 seriesReduced emissions,,,,,,,,MTF,1.04,,
1993,J,JT9D-20,1PW031,1.0,TO,2.099,0.0,0.1,38.7,1,489.6000000000001,6.49383,6.49383,12.3,12.3,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
1994,J,JT9D-20,1PW031,0.85,CL,1.789,0.0,0.1,28.5,1,489.6000000000001,6.48993,6.48993,9.5,12.3,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
1995,J,JT9D-20,1PW031,0.3,AP,0.619,7.6,1.3,7.6,1,489.6000000000001,6.555455,6.555455,2.5,12.3,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
1996,J,JT9D-20,1PW031,0.07,TX,0.211,83.6,36.1,3.1,1,489.6000000000001,6.7050670000000006,6.7050670000000006,0.7,12.3,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
1997,J,JT9D-20,8PW088,1.0,TO,2.099,0.0,0.1,38.7,1,489.6000000000001,6.49383,6.49383,12.3,12.3,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
1998,J,JT9D-20,8PW088,0.85,CL,1.789,0.0,0.1,28.5,1,489.6000000000001,6.48993,6.48993,9.5,12.3,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
1999,J,JT9D-20,8PW088,0.3,AP,0.619,7.6,1.3,7.6,1,489.6000000000001,6.555455,6.555455,2.5,12.3,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
2000,J,JT9D-20,8PW088,0.07,TX,0.211,83.6,36.1,3.1,1,489.6000000000001,6.7050670000000006,6.7050670000000006,0.7,12.3,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
2001,J,JT9D-20J,1PW032,1.0,TO,2.315,0.9,0.0,44.9,1,489.6000000000001,,,,16.0,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,5.1,,
2002,J,JT9D-20J,1PW032,0.85,CL,1.902,0.9,0.0,34.9,1,489.6000000000001,,,,16.0,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,5.1,,
2003,J,JT9D-20J,1PW032,0.3,AP,0.679,5.5,0.5,9.4,1,489.6000000000001,,,,16.0,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,5.1,,
2004,J,JT9D-20J,1PW032,0.07,TX,0.238,66.7,24.5,3.3,1,489.6000000000001,,,,16.0,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,5.1,,
2005,J,JT9D-59A,1PW033,1.0,TO,2.4419,0.2,0.2,31.6,1,489.6000000000001,,,,8.0,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,4.9,,
2006,J,JT9D-59A,1PW033,0.85,CL,1.9996,0.2,0.2,25.6,1,489.6000000000001,,,,8.0,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,4.9,,
2007,J,JT9D-59A,1PW033,0.3,AP,0.6804,1.7,0.3,7.8,1,489.6000000000001,,,,8.0,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,4.9,,
2008,J,JT9D-59A,1PW033,0.07,TX,0.237,53.0,12.0,3.0,1,489.6000000000001,,,,8.0,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,4.9,,
2009,J,JT9D-7,1PW020,1.0,TO,2.083,0.0,0.1,37.9,1,489.6000000000001,6.49383,6.49383,11.9,11.9,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
2010,J,JT9D-7,1PW020,0.85,CL,1.764,0.0,0.1,27.7,1,489.6000000000001,6.48993,6.48993,9.0,11.9,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
2011,J,JT9D-7,1PW020,0.3,AP,0.609,7.8,1.3,7.6,1,489.6000000000001,6.555455,6.555455,2.5,11.9,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
2012,J,JT9D-7,1PW020,0.07,TX,0.21,84.1,36.5,3.1,1,489.6000000000001,6.707535,6.707535,0.7,11.9,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
2013,J,JT9D-7,8PW086,1.0,TO,2.083,0.0,0.1,37.9,1,489.6000000000001,6.49383,6.49383,11.9,11.9,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
2014,J,JT9D-7,8PW086,0.85,CL,1.764,0.0,0.1,27.7,1,489.6000000000001,6.48993,6.48993,9.0,11.9,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
2015,J,JT9D-7,8PW086,0.3,AP,0.609,7.8,1.3,7.6,1,489.6000000000001,6.555455,6.555455,2.5,11.9,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
2016,J,JT9D-7,8PW086,0.07,TX,0.21,84.1,36.5,3.1,1,489.6000000000001,6.707535,6.707535,0.7,11.9,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
2017,J,JT9D-70A,1PW034,1.0,TO,2.4419,0.2,0.2,31.6,1,489.6000000000001,,,,8.0,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,4.9,,
2018,J,JT9D-70A,1PW034,0.85,CL,1.9996,0.2,0.2,25.6,1,489.6000000000001,,,,8.0,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,4.9,,
2019,J,JT9D-70A,1PW034,0.3,AP,0.6804,1.7,0.3,7.8,1,489.6000000000001,,,,8.0,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,4.9,,
2020,J,JT9D-70A,1PW034,0.07,TX,0.237,53.0,12.0,3.0,1,489.6000000000001,,,,8.0,Jet A,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,4.9,,
2021,J,JT9D-7A,1PW021,1.0,TO,2.099,0.0,0.1,38.7,1,489.6000000000001,6.49383,6.49383,12.3,12.3,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
2022,J,JT9D-7A,1PW021,0.85,CL,1.789,0.0,0.1,28.5,1,489.6000000000001,6.48993,6.48993,9.5,12.3,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
2023,J,JT9D-7A,1PW021,0.3,AP,0.619,7.6,1.3,7.6,1,489.6000000000001,6.555455,6.555455,2.5,12.3,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
2024,J,JT9D-7A,1PW021,0.07,TX,0.211,83.6,36.1,3.1,1,489.6000000000001,6.7050670000000006,6.7050670000000006,0.7,12.3,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
2025,J,JT9D-7A,8PW087,1.0,TO,2.099,0.0,0.1,38.7,1,489.6000000000001,6.49383,6.49383,12.3,12.3,DERD 2494,Pratt & Whitney,EEDB,,Out of production,,,,,,,,,TF,,6.48233,326916387743401.0
