stage,count,timestamp
process(),1050,0.019112
process(),1051,0.020051
process(),1052,0.019999
process(),1053,0.018981
process(),1054,0.019019
process(),1055,0.019
process(),1056,0.018981
process(),1057,0.01902
process(),1058,0.018983
process(),1059,0.02002
process(),1060,0.018
process(),1061,0.019
process(),1062,0.018
process(),1063,0.02
process(),1064,0.019001
process(),1065,0.018996
process(),1066,0.018001
process(),1067,0.019998
process(),1068,0.019004
process(),1069,0.018998
process(),1070,0.020003
process(),1071,0.018943
process(),1072,0.020056
process(),1073,0.020971
process(),1074,0.020029
process(),1075,0.01998
process(),1076,0.020017
process(),1077,0.01998
process(),1078,0.02002
process(),1079,0.019002
process(),1080,0.022978
process(),1081,0.020019
process(),1082,0.019
process(),1083,0.019001
process(),1084,0.01995
process(),1085,0.021997
process(),1086,0.021009
process(),1087,0.020991
process(),1088,0.023002
process(),1089,0.020999
process(),1090,0.021002
process(),1091,0.019999
process(),1092,0.020999
process(),1093,0.021001
process(),1094,0.021
process(),1095,0.020999
process(),1096,0.021001
process(),1097,0.020999
process(),1098,0.020001
process(),1099,0.02
process(),1100,0.026
process(),1101,0.019999
process(),1102,0.019998
process(),1103,0.02
process(),1104,0.019029
process(),1105,0.02
process(),1106,0.020003
process(),1107,0.018998
process(),1108,0.020001
process(),1109,0.019998
process(),1110,0.019127
process(),1111,0.019054
process(),1112,0.019002
process(),1113,0.018999
process(),1114,0.018996
process(),1115,0.019007
process(),1116,0.018994
process(),1117,0.019999
process(),1118,0.018984
process(),1119,0.020018
process(),1120,0.018998
process(),1121,0.019002
process(),1122,0.019999
process(),1123,0.019003
process(),1124,0.018997
process(),1125,0.019003
process(),1126,0.019001
process(),1127,0.019004
process(),1128,0.018995
process(),1129,0.019
process(),1130,0.019002
process(),1131,0.018998
process(),1132,0.019
process(),1133,0.019001
process(),1134,0.019999
process(),1135,0.018997
process(),1136,0.019004
process(),1137,0.019998
process(),1138,0.018997
process(),1139,0.02
process(),1140,0.02
process(),1141,0.019003
process(),1142,0.020944
process(),1143,0.023004
process(),1144,0.02
process(),1145,0.021
process(),1146,0.02
process(),1147,0.02
process(),1148,0.02
process(),1149,0.021
process(),1150,0.02005
process(),1151,0.019999
process(),1152,0.019982
process(),1153,0.018995
process(),1154,0.019011
process(),1155,0.018989
process(),1156,0.018999
process(),1157,0.019003
process(),1158,0.019002
process(),1159,0.01902
process(),1160,0.019949
process(),1161,0.020054
process(),1162,0.018998
process(),1163,0.021001
process(),1164,0.019948
process(),1165,0.02105
process(),1166,0.019999
process(),1167,0.019
process(),1168,0.018984
process(),1169,0.019016
process(),1170,0.021001
process(),1171,0.019
process(),1172,0.019
process(),1173,0.019002
process(),1174,0.02398
process(),1175,0.019017
process(),1176,0.020969
process(),1177,0.019031
process(),1178,0.019981
process(),1179,0.019019
process(),1180,0.019949
process(),1181,0.020056
process(),1182,0.019999
process(),1183,0.018997
process(),1184,0.019999
process(),1185,0.02
process(),1186,0.020001
process(),1187,0.01895
process(),1188,0.02061
process(),1189,0.020001
process(),1190,0.019001
process(),1191,0.019943
process(),1192,0.020055
process(),1193,0.019946
process(),1194,0.021002
process(),1195,0.02
process(),1196,0.021061
process(),1197,0.019975
process(),1198,0.020016
process(),1199,0.019951
process(),1200,0.02005
process(),1201,0.018999
process(),1202,0.02
process(),1203,0.020001
process(),1204,0.019999
process(),1205,0.020002
process(),1206,0.019998
process(),1207,0.019
process(),1208,0.019951
process(),1209,0.020051
process(),1210,0.018947
process(),1211,0.020051
process(),1212,0.019951
process(),1213,0.020054
process(),1214,0.019995
process(),1215,0.02
process(),1216,0.020001
process(),1217,0.019999
process(),1218,0.020952
process(),1219,0.025002
process(),1220,0.024995
process(),1221,0.021051
process(),1222,0.021002
process(),1223,0.019944
process(),1224,0.021058
process(),1225,0.019996
process(),1226,0.021002
process(),1227,0.020001
process(),1228,0.019948
process(),1229,0.020049
process(),1230,0.019
process(),1231,0.018984
process(),1232,0.019016
process(),1233,0.019001
process(),1234,0.019001
process(),1235,0.019998
process(),1236,0.019
process(),1237,0.019983
process(),1238,0.01902
process(),1239,0.019997
process(),1240,0.019
process(),1241,0.018951
process(),1242,0.021049
process(),1243,0.019951
process(),1244,0.020049
process(),1245,0.01995
process(),1246,0.02105
process(),1247,0.018948
process(),1248,0.020052
process(),1249,0.019003
process(),1250,0.019999
process(),1251,0.019947
process(),1252,0.019051
process(),1253,0.020001
process(),1254,0.018999
process(),1255,0.02
process(),1256,0.020534
process(),1257,0.020051
process(),1258,0.018949
process(),1259,0.021
process(),1260,0.020001
process(),1261,0.020049
process(),1262,0.020001
process(),1263,0.018999
process(),1264,0.019
process(),1265,0.02
process(),1266,0.019985
process(),1267,0.020021
process(),1268,0.019998
process(),1269,0.020978
process(),1270,0.019999
process(),1271,0.020001
process(),1272,0.021967
process(),1273,0.021054
process(),1274,0.019997
process(),1275,0.019981
process(),1276,0.022966
process(),1277,0.021053
process(),1278,0.02
process(),1279,0.020981
process(),1280,0.021019
process(),1281,0.021
process(),1282,0.020991
process(),1283,0.020012
process(),1284,0.023979
process(),1285,0.020018
process(),1286,0.019948
process(),1287,0.021
process(),1288,0.021028
process(),1289,0.020024
process(),1290,0.01995
process(),1291,0.02005
process(),1292,0.020005
process(),1293,0.019976
process(),1294,0.020019
process(),1295,0.019001
process(),1296,0.020945
process(),1297,0.021005
process(),1298,0.020054
process(),1299,0.018996
process(),1300,0.020001
process(),1301,0.020001
process(),1302,0.019999
process(),1303,0.020999
process(),1304,0.021947
process(),1305,0.020052
process(),1306,0.021
process(),1307,0.020984
process(),1308,0.021017
process(),1309,0.019999
process(),1310,0.020951
process(),1311,0.021034
process(),1312,0.020999
process(),1313,0.022
process(),1314,0.022018
process(),1315,0.019999
process(),1316,0.021948
process(),1317,0.023002
process(),1318,0.021059
process(),1319,0.020942
process(),1320,0.021028
process(),1321,0.020005
process(),1322,0.020204
process(),1323,0.019968
process(),1324,0.020032
process(),1325,0.020998
process(),1326,0.020003
process(),1327,0.020966
process(),1328,0.021001
process(),1329,0.02005
process(),1330,0.019949
process(),1331,0.020051
process(),1332,0.02
process(),1333,0.019999
process(),1334,0.020002
process(),1335,0.019998
process(),1336,0.02
process(),1337,0.02298
process(),1338,0.020022
process(),1339,0.02098
process(),1340,0.021004
process(),1341,0.022016
process(),1342,0.023982
process(),1343,0.021006
process(),1344,0.021012
process(),1345,0.022947
process(),1346,0.021999
process(),1347,0.022
process(),1348,0.023
process(),1349,0.021
process(),1350,0.021035
process(),1351,0.021
process(),1352,0.020968
process(),1353,0.022
process(),1354,0.02205
process(),1355,0.02098
process(),1356,0.023014
process(),1357,0.020007
process(),1358,0.020522
process(),1359,0.01998
process(),1360,0.02
process(),1361,0.020016
process(),1362,0.019982
process(),1363,0.020022
process(),1364,0.021977
process(),1365,0.01997
process(),1366,0.020049
process(),1367,0.020949
process(),1368,0.019999
process(),1369,0.020053
process(),1370,0.021001
process(),1371,0.019949
process(),1372,0.020021
process(),1373,0.019979
process(),1374,0.021049
process(),1375,0.019949
process(),1376,0.021032
process(),1377,0.01997
process(),1378,0.020049
process(),1379,0.020001
process(),1380,0.020004
process(),1381,0.020979
process(),1382,0.022579
process(),1383,0.021024
process(),1384,0.02198
process(),1385,0.021
process(),1386,0.020019
process(),1387,0.021949
process(),1388,0.022052
