stage,count,timestamp
process(),1,0.025998
process(),2,0.020023
process(),3,0.012976
process(),4,0.013
process(),5,0.014002
process(),6,0.016999
process(),7,0.014
process(),8,0.012999
process(),9,0.013
process(),10,0.014001
process(),11,0.014999
process(),12,0.013
process(),13,0.014
process(),14,0.013
process(),15,0.014
process(),16,0.019
process(),17,0.013
process(),18,0.014001
process(),19,0.013001
process(),20,0.014997
process(),21,0.013001
process(),22,0.013
process(),23,0.013
process(),24,0.014001
process(),25,0.013
process(),26,0.012999
process(),27,0.013001
process(),28,0.012999
process(),29,0.013
process(),30,0.013
process(),31,0.013
process(),32,0.013
process(),33,0.013001
process(),34,0.012999
process(),35,0.014
process(),36,0.014
process(),37,0.013999
process(),38,0.013001
process(),39,0.019
process(),40,0.014
process(),41,0.013
process(),42,0.014001
process(),43,0.012999
process(),44,0.013
process(),45,0.014
process(),46,0.013
process(),47,0.014
process(),48,0.013
process(),49,0.013
process(),50,0.014
process(),51,0.014
process(),52,0.013
process(),53,0.014
process(),54,0.013
process(),55,0.014
process(),56,0.013001
process(),57,0.012999
process(),58,0.013
process(),59,0.014
process(),60,0.013
process(),61,0.014
process(),62,0.013001
process(),63,0.012999
process(),64,0.014001
process(),65,0.013
process(),66,0.015999
process(),67,0.017001
process(),68,0.012999
process(),69,0.013
process(),70,0.013
process(),71,0.014002
process(),72,0.012998
process(),73,0.014
process(),74,0.013
process(),75,0.013
process(),76,0.014
process(),77,0.015001
process(),78,0.017
process(),79,0.013
process(),80,0.014
process(),81,0.011999
process(),82,0.014
process(),83,0.013
process(),84,0.013
process(),85,0.013
process(),86,0.014
process(),87,0.013001
process(),88,0.013999
process(),89,0.013001
process(),90,0.013999
process(),91,0.014
process(),92,0.015
process(),93,0.015
process(),94,0.013
process(),95,0.013206
process(),96,0.013794
process(),97,0.013
process(),98,0.013
process(),99,0.013
process(),100,0.016
process(),101,0.013
process(),102,0.013
process(),103,0.013
process(),104,0.014
process(),105,0.013
process(),106,0.013
process(),107,0.013
process(),108,0.013001
process(),109,0.021002
process(),110,0.016997
process(),111,0.013001
process(),112,0.012999
process(),113,0.014001
process(),114,0.012999
process(),115,0.014
process(),116,0.013
process(),117,0.014001
process(),118,0.012999
process(),119,0.013001
process(),120,0.014999
process(),121,0.019001
process(),122,0.012999
process(),123,0.013
process(),124,0.014
process(),125,0.013
process(),126,0.013
process(),127,0.013001
process(),128,0.012999
process(),129,0.014001
process(),130,0.012999
process(),131,0.013
process(),132,0.013
process(),133,0.013
process(),134,0.013
process(),135,0.014
process(),136,0.013
process(),137,0.013
process(),138,0.013
process(),139,0.014001
process(),140,0.013001
process(),141,0.012998
process(),142,0.013
process(),143,0.014038
process(),144,0.013049
process(),145,0.013914
process(),146,0.013999
process(),147,0.015001
process(),148,0.014999
process(),149,0.013
process(),150,0.013
process(),151,0.013
process(),152,0.014037
process(),153,0.013024
process(),154,0.012995
process(),155,0.012998
process(),156,0.013001
process(),157,0.013
process(),158,0.01295
process(),159,0.013049
process(),160,0.014946
process(),161,0.013
process(),162,0.005768
process(),163,0.015663
process(),164,0.015642
process(),165,0.015625
process(),166,0.0
process(),167,0.015573
process(),168,0.015679
process(),169,0.015571
process(),170,0.015624
process(),171,0.015678
process(),172,0.0
process(),173,0.015573
process(),174,0.015661
process(),175,0.015642
process(),176,0.016822
process(),177,0.017264
process(),178,0.015635
process(),179,0.015626
process(),180,0.0
process(),181,0.015626
process(),182,0.015626
process(),183,0.023694
process(),184,0.013058
process(),185,0.012974
process(),186,0.013019
process(),187,0.013004
process(),188,0.013946
process(),189,0.013052
process(),190,0.012945
process(),191,0.013056
process(),192,0.012999
process(),193,0.014002
process(),194,0.012943
process(),195,0.013036
process(),196,0.014967
process(),197,0.012998
process(),198,0.013003
process(),199,0.013996
process(),200,0.014001
process(),201,0.014054
process(),202,0.013946
process(),203,0.018044
process(),204,0.012955
process(),205,0.014036
process(),206,0.012965
process(),207,0.014
process(),208,0.013
process(),209,0.013
process(),210,0.014
process(),211,0.013
process(),212,0.014
process(),213,0.013
process(),214,0.013
process(),215,0.014
process(),216,0.013
process(),217,0.013
process(),218,0.014
process(),219,0.013
process(),220,0.013
process(),221,0.014
process(),222,0.013
process(),223,0.013
process(),224,0.014
process(),225,0.013
process(),226,0.013
process(),227,0.014004
process(),228,0.016996
process(),229,0.013
process(),230,0.015
process(),231,0.013
process(),232,0.014
process(),233,0.013
process(),234,0.014
process(),235,0.013
process(),236,0.013
process(),237,0.014
process(),238,0.013
process(),239,0.014
process(),240,0.038055
process(),241,0.013944
process(),242,0.013056
process(),243,0.014
process(),244,0.012978
process(),245,0.014019
process(),246,0.014001
process(),247,0.013947
process(),248,0.013
process(),249,0.013
process(),250,0.014
process(),251,0.013
process(),252,0.014
process(),253,0.013
process(),254,0.014
process(),255,0.014
process(),256,0.014
process(),257,0.014
process(),258,0.017
process(),259,0.014001
process(),260,0.012999
process(),261,0.014001
process(),262,0.012999
process(),263,0.014
process(),264,0.014
process(),265,0.013
process(),266,0.014
process(),267,0.013
process(),268,0.014
process(),269,0.013
process(),270,0.014
process(),271,0.013
process(),272,0.014
process(),273,0.013
process(),274,0.014
process(),275,0.06107
process(),276,0.032977
process(),277,0.016008
process(),278,0.012979
process(),279,0.014
process(),280,0.013966
process(),281,0.014054
process(),282,0.014005
process(),283,0.012998
process(),284,0.013997
process(),285,0.016
process(),286,0.013
process(),287,0.014946
process(),288,0.014
process(),289,0.014055
process(),290,0.013945
process(),291,0.013053
process(),292,0.01398
process(),293,0.020019
process(),294,0.016948
process(),295,0.015038
process(),296,0.013018
process(),297,0.013944
process(),298,0.012999
process(),299,0.013055
process(),300,0.014002
process(),301,0.012998
process(),302,0.014
process(),303,0.013
process(),304,0.013946
process(),305,0.014
process(),306,0.014056
process(),307,0.014945
process(),308,0.012998
process(),309,0.014057
process(),310,0.013958
process(),311,0.013022
process(),312,0.014
process(),313,0.015019
process(),314,0.014001
process(),315,0.01398
process(),316,0.012963
process(),317,0.014055
process(),318,0.013984
process(),319,0.013017
process(),320,0.041206
process(),321,0.01402
process(),322,0.013942
process(),323,0.014055
process(),324,0.012945
process(),325,0.014056
process(),326,0.013944
process(),327,0.014055
process(),328,0.012945
process(),329,0.014057
process(),330,0.013997
process(),331,0.012946
process(),332,0.014054
process(),333,0.012948
process(),334,0.015032
process(),335,0.013966
process(),336,0.014036
process(),337,0.013964
process(),338,0.014002
process(),339,0.013998
process(),340,0.013
process(),341,0.014
process(),342,0.017
process(),343,0.014
process(),344,0.013002
process(),345,0.014033
process(),346,0.013021
process(),347,0.013999
process(),348,0.012945
process(),349,0.014054
process(),350,0.014
process(),351,0.013946
process(),352,0.014001
process(),353,0.013999
process(),354,0.014061
process(),355,0.012939
process(),356,0.014
process(),357,0.014
process(),358,0.013
process(),359,0.014001
process(),360,0.012999
process(),361,0.014
process(),362,0.014002
process(),363,0.012998
process(),364,0.014002
process(),365,0.012998
process(),366,0.014448
process(),367,0.013607
process(),368,0.013985
process(),369,0.013019
process(),370,0.015997
process(),371,0.017
process(),372,0.014055
process(),373,0.012999
process(),374,0.013946
process(),375,0.013055
process(),376,0.013946
process(),377,0.013058
process(),378,0.014957
process(),379,0.013039
process(),380,0.013945
process(),381,0.014035
process(),382,0.013001
process(),383,0.014025
process(),384,0.013941
process(),385,0.013054
process(),386,0.013999
process(),387,0.013945
process(),388,0.013036
process(),389,0.013964
process(),390,0.015037
process(),391,0.013963
process(),392,0.014037
process(),393,0.013963
process(),394,0.014001
process(),395,0.012999
process(),396,0.014
process(),397,0.014
process(),398,0.014
process(),399,0.016035
process(),400,0.013965
process(),401,0.013
process(),402,0.015001
process(),403,0.025999
process(),404,0.017035
process(),405,0.014002
process(),406,0.013964
process(),407,0.014037
process(),408,0.012962
process(),409,0.014055
process(),410,0.014
process(),411,0.013979
process(),412,0.013021
process(),413,0.013945
process(),414,0.014043
process(),415,0.013957
process(),416,0.013055
process(),417,0.014
process(),418,0.013945
process(),419,0.013056
process(),420,0.013944
process(),421,0.014038
process(),422,0.013962
process(),423,0.014001
process(),424,0.013
process(),425,0.014051
process(),426,0.018949
process(),427,0.013999
process(),428,0.016001
process(),429,0.013999
process(),430,0.014
process(),431,0.014
process(),432,0.013
process(),433,0.014
process(),434,0.014055
process(),435,0.014
