stage,count,timestamp
process(),1,0.015631
process(),2,0.016884
process(),3,0.0
process(),4,0.0
process(),5,0.0
process(),6,0.015636
process(),7,0.0
process(),8,0.0
process(),9,0.0
process(),10,0.015624
process(),11,0.0
process(),12,0.0
process(),13,0.0
process(),14,0.015625
process(),15,0.0
process(),16,0.0
process(),17,0.0
process(),18,0.015626
process(),19,0.0
process(),20,0.0
process(),21,0.015625
process(),22,0.0
process(),23,0.0
process(),24,0.0
process(),25,0.015625
process(),26,0.0
process(),27,0.0
process(),28,0.0
process(),29,0.015625
process(),30,0.0
process(),31,0.0
process(),32,0.0
process(),33,0.015625
process(),34,0.0
process(),35,0.0
process(),36,0.0
process(),37,0.015624
process(),38,0.0
process(),39,0.0
process(),40,0.0
process(),41,0.015625
process(),42,0.0
process(),43,0.0
process(),44,0.015625
process(),45,0.0
process(),46,0.0
process(),47,0.0
process(),48,0.015626
process(),49,0.0
process(),50,0.0
process(),51,0.0
process(),52,0.015623
process(),53,0.0
process(),54,0.0
process(),55,0.0
process(),56,0.015627
process(),57,0.0
process(),58,0.0
process(),59,0.015624
process(),60,0.0
process(),61,0.0
process(),62,0.0
process(),63,0.015625
process(),64,0.0
process(),65,0.0
process(),66,0.0
process(),67,0.015626
process(),68,0.0
process(),69,0.0
process(),70,0.0
process(),71,0.015624
process(),72,0.0
process(),73,0.0
process(),74,0.0
process(),75,0.015626
process(),76,0.0
process(),77,0.0
process(),78,0.0
process(),79,0.015624
process(),80,0.0
process(),81,0.0
process(),82,0.0
process(),83,0.015625
process(),84,0.0
process(),85,0.0
process(),86,0.0
process(),87,0.015625
process(),88,0.0
process(),89,0.0
process(),90,0.0
process(),91,0.015626
process(),92,0.0
process(),93,0.0
process(),94,0.0
process(),95,0.015624
process(),96,0.0
process(),97,0.0
process(),98,0.0
process(),99,0.015625
process(),100,0.0
process(),101,0.0
process(),102,0.0
process(),103,0.015626
process(),104,0.0
process(),105,0.0
process(),106,0.015624
process(),107,0.0
process(),108,0.0
process(),109,0.0
process(),110,0.015626
process(),111,0.0
process(),112,0.0
process(),113,0.0
process(),114,0.015624
process(),115,0.0
process(),116,0.0
process(),117,0.0
process(),118,0.015625
process(),119,0.0
process(),120,0.0
process(),121,0.015625
process(),122,0.0
process(),123,0.0
