stage,count,source_modules,dispersion modules,timestamp
process(),189,MovementSource,,0.010999
process(),190,MovementSource,,0.011988
process(),191,MovementSource,,0.011002
process(),192,MovementSource,,0.010959
process(),193,MovementSource,,0.011053
process(),194,MovementSource,,0.245622
process(),195,MovementSource,,0.269187
process(),196,MovementSource,,0.231919
process(),197,MovementSource,,0.246003
process(),198,MovementSource,,0.194995
process(),199,MovementSource,,0.396001
process(),200,MovementSource,,0.323002
process(),201,MovementSource,,0.285631
process(),202,MovementSource,,0.243182
process(),203,MovementSource,,0.239
process(),204,MovementSource,,0.276055
process(),205,MovementSource,,0.324999
process(),206,MovementSource,,0.210947
process(),207,MovementSource,,0.260223
process(),208,MovementSource,,0.309945
process(),209,MovementSource,,0.195001
process(),210,MovementSource,,0.157001
process(),211,MovementSource,,0.114056
process(),212,MovementSource,,0.011
process(),213,MovementSource,,0.010997
process(),214,MovementSource,,0.012
process(),215,MovementSource,,0.011001
process(),216,MovementSource,,0.010999
process(),217,MovementSource,,0.012
process(),218,MovementSource,,0.155
process(),219,MovementSource,,0.241065
process(),220,MovementSource,,0.202002
process(),221,MovementSource,,0.239165
process(),222,MovementSource,,0.239
process(),223,MovementSource,,0.261999
process(),224,MovementSource,,0.246985
process(),225,MovementSource,,0.257616
process(),226,MovementSource,,0.190976
process(),227,MovementSource,,0.278981
process(),228,MovementSource,,0.285033
process(),229,MovementSource,,0.260968
process(),230,MovementSource,,0.239883
process(),231,MovementSource,,0.177949
process(),232,MovementSource,,0.167996
process(),233,MovementSource,,0.142002
process(),234,MovementSource,,0.280053
process(),235,MovementSource,,0.010998
process(),236,MovementSource,,0.083983
process(),237,MovementSource,,0.012016
process(),238,MovementSource,,0.011001
process(),239,MovementSource,,0.011999
process(),240,MovementSource,,0.011003
process(),241,MovementSource,,0.078998
process(),242,MovementSource,,0.129
process(),243,MovementSource,,0.18
process(),244,MovementSource,,0.165152
process(),245,MovementSource,,0.163019
process(),246,MovementSource,,0.167005
process(),247,MovementSource,,0.358979
process(),248,MovementSource,,0.250055
process(),249,MovementSource,,0.26998
process(),250,MovementSource,,0.261996
process(),251,MovementSource,,0.203003
process(),252,MovementSource,,0.367997
process(),253,MovementSource,,0.215003
process(),254,MovementSource,,0.277
process(),255,MovementSource,,0.250043
process(),256,MovementSource,,0.25
process(),257,MovementSource,,0.280001
process(),258,MovementSource,,0.158
process(),259,MovementSource,,0.108052
process(),260,MovementSource,,0.011999
process(),261,MovementSource,,0.011003
process(),262,MovementSource,,0.010997
process(),263,MovementSource,,0.011
process(),264,MovementSource,,0.011999
process(),265,MovementSource,,0.077
process(),266,MovementSource,,0.234982
process(),267,MovementSource,,0.272001
process(),268,MovementSource,,0.236996
process(),269,MovementSource,,0.240054
process(),270,MovementSource,,0.220005
process(),271,MovementSource,,0.285945
process(),272,MovementSource,,0.301068
process(),273,MovementSource,,0.106946
process(),274,MovementSource,,0.087054
process(),275,MovementSource,,0.455764
process(),276,MovementSource,,0.286948
process(),277,MovementSource,,0.331002
process(),278,MovementSource,,0.280999
process(),279,MovementSource,,0.255
process(),280,MovementSource,,0.316997
process(),281,MovementSource,,0.269001
process(),282,MovementSource,,0.23018
process(),283,MovementSource,,0.24202
process(),284,MovementSource,,0.159947
process(),285,MovementSource,,0.078998
process(),286,MovementSource,,0.012002
process(),287,MovementSource,,0.010998
process(),288,MovementSource,,0.011
process(),289,MovementSource,,0.082053
process(),290,MovementSource,,0.201002
process(),291,MovementSource,,0.325949
process(),292,MovementSource,,0.29109
process(),293,MovementSource,,0.279996
process(),294,MovementSource,,0.211999
process(),295,MovementSource,,0.396001
process(),296,MovementSource,,0.230947
process(),297,MovementSource,,0.288041
process(),298,MovementSource,,0.227127
process(),299,MovementSource,,0.182999
process(),300,MovementSource,,0.36
process(),301,MovementSource,,0.234004
process(),302,MovementSource,,0.239147
process(),303,MovementSource,,0.273969
process(),304,MovementSource,,0.299
process(),305,MovementSource,,0.227262
process(),306,MovementSource,,0.18
process(),307,MovementSource,,0.159947
process(),308,MovementSource,,0.122998
process(),309,MovementSource,,0.013001
process(),310,MovementSource,,0.011566
process(),311,MovementSource,,0.011447
process(),312,MovementSource,,0.012
process(),313,MovementSource,,0.011999
process(),314,MovementSource,,0.321001
process(),315,MovementSource,,0.256053
process(),316,MovementSource,,0.255949
process(),317,MovementSource,,0.198998
process(),318,MovementSource,,0.265053
process(),319,MovementSource,,0.333903
process(),320,MovementSource,,0.368968
process(),321,MovementSource,,0.262001
process(),322,MovementSource,,0.184996
process(),323,MovementSource,,0.229036
process(),324,MovementSource,,0.381999
process(),325,MovementSource,,0.270001
process(),326,MovementSource,,0.257
process(),327,MovementSource,,0.336054
process(),328,MovementSource,,0.27784
process(),329,MovementSource,,0.197019
process(),330,MovementSource,,0.247948
process(),331,MovementSource,,0.181997
process(),332,MovementSource,,0.136036
