stage,count,source_modules,dispersion modules,timestamp
process(),189,MovementSource,,0.058018
process(),190,MovementSource,,0.057991
process(),191,MovementSource,,0.057001
process(),192,MovementSource,,0.057007
process(),193,MovementSource,,0.060992
process(),194,MovementSource,,0.575988
process(),195,MovementSource,,0.601136
process(),196,MovementSource,,0.568034
process(),197,MovementSource,,0.589041
process(),198,MovementSource,,0.541
process(),199,MovementSource,,0.739034
process(),200,MovementSource,,0.669
process(),201,MovementSource,,0.625011
process(),202,MovementSource,,0.591
process(),203,MovementSource,,0.573
process(),204,MovementSource,,0.608012
process(),205,MovementSource,,0.67307
process(),206,MovementSource,,0.542872
process(),207,MovementSource,,0.594
process(),208,MovementSource,,0.649169
process(),209,MovementSource,,0.529001
process(),210,MovementSource,,0.492999
process(),211,MovementSource,,0.448303
process(),212,MovementSource,,0.05801
process(),213,MovementSource,,0.057993
process(),214,MovementSource,,0.055999
process(),215,MovementSource,,0.058946
process(),216,MovementSource,,0.063
process(),217,MovementSource,,0.059107
process(),218,MovementSource,,0.485892
process(),219,MovementSource,,0.560013
process(),220,MovementSource,,0.529999
process(),221,MovementSource,,0.576016
process(),222,MovementSource,,0.571999
process(),223,MovementSource,,0.606
process(),224,MovementSource,,0.578083
process(),225,MovementSource,,0.593
process(),226,MovementSource,,0.51515
process(),227,MovementSource,,0.606023
process(),228,MovementSource,,0.635669
process(),229,MovementSource,,0.587999
process(),230,MovementSource,,0.582002
process(),231,MovementSource,,0.53701
process(),232,MovementSource,,0.507003
process(),233,MovementSource,,0.489042
process(),234,MovementSource,,0.631
process(),235,MovementSource,,0.062001
process(),236,MovementSource,,0.428998
process(),237,MovementSource,,0.058002
process(),238,MovementSource,,0.065031
process(),239,MovementSource,,0.060001
process(),240,MovementSource,,0.058999
process(),241,MovementSource,,0.424001
process(),242,MovementSource,,0.476033
process(),243,MovementSource,,0.519045
process(),244,MovementSource,,0.542033
process(),245,MovementSource,,0.492022
process(),246,MovementSource,,0.501101
process(),247,MovementSource,,0.656999
process(),248,MovementSource,,0.591029
process(),249,MovementSource,,0.607
process(),250,MovementSource,,0.59401
process(),251,MovementSource,,0.538001
process(),252,MovementSource,,0.707999
process(),253,MovementSource,,0.551017
process(),254,MovementSource,,0.618996
process(),255,MovementSource,,0.597015
process(),256,MovementSource,,0.586
process(),257,MovementSource,,0.609019
process(),258,MovementSource,,0.504001
process(),259,MovementSource,,0.440018
process(),260,MovementSource,,0.058002
process(),261,MovementSource,,0.059
process(),262,MovementSource,,0.059
process(),263,MovementSource,,0.061014
process(),264,MovementSource,,0.058999
process(),265,MovementSource,,0.416001
process(),266,MovementSource,,0.567998
process(),267,MovementSource,,0.590011
process(),268,MovementSource,,0.564
process(),269,MovementSource,,0.581018
process(),270,MovementSource,,0.554997
process(),271,MovementSource,,0.626
process(),272,MovementSource,,0.630015
process(),273,MovementSource,,0.445013
process(),274,MovementSource,,0.431008
process(),275,MovementSource,,0.635001
process(),276,MovementSource,,0.628
process(),277,MovementSource,,0.654011
process(),278,MovementSource,,0.624001
process(),279,MovementSource,,0.593012
process(),280,MovementSource,,0.622
process(),281,MovementSource,,0.601219
process(),282,MovementSource,,0.563001
process(),283,MovementSource,,0.569866
process(),284,MovementSource,,0.492
process(),285,MovementSource,,0.407988
process(),286,MovementSource,,0.059009
process(),287,MovementSource,,0.059947
process(),288,MovementSource,,0.058054
process(),289,MovementSource,,0.415873
process(),290,MovementSource,,0.541984
process(),291,MovementSource,,0.654737
process(),292,MovementSource,,0.623946
process(),293,MovementSource,,0.611013
process(),294,MovementSource,,0.566068
process(),295,MovementSource,,0.720002
process(),296,MovementSource,,0.552238
process(),297,MovementSource,,0.611002
process(),298,MovementSource,,0.558116
process(),299,MovementSource,,0.523051
process(),300,MovementSource,,0.696864
process(),301,MovementSource,,0.577
process(),302,MovementSource,,0.564818
process(),303,MovementSource,,0.593261
process(),304,MovementSource,,0.634028
process(),305,MovementSource,,0.556844
process(),306,MovementSource,,0.517981
process(),307,MovementSource,,0.491852
process(),308,MovementSource,,0.457001
process(),309,MovementSource,,0.05805
process(),310,MovementSource,,0.056001
process(),311,MovementSource,,0.056999
process(),312,MovementSource,,0.057003
