vehicle_category,fuel,euro_standard,country,pollutant,hot-cold-evaporation,evaporation_split,10,20,30,40,50,60,70,80,90,100,110,120,130
Buses,Diesel,Conventional,Finland,CH4,Hot,,0.1749999999999999,0.17500000000000018,0.1749999999999999,0.1749999999999999,0.12749999999999995,0.08000000000000002,0.08000000000000002,0.07000000000000003,0.07000000000000003,0.07000000000000003,0.07000000000000003,0.07000000000000003,0.07000000000000003
Buses,Diesel,Conventional,France,CH4,Hot,,0.175,0.175,0.175,0.175,0.1275,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07
Buses,Diesel,Conventional,Germany,CH4,Hot,,0.17499999999999982,0.17499999999999982,0.17499999999999982,0.17499999999999982,0.12749999999999992,0.08,0.08,0.0700000000000001,0.0700000000000001,0.0700000000000001,0.0700000000000001,0.0700000000000001,0.0700000000000001
Buses,Diesel,Conventional,Greece,CH4,Hot,,0.17500000000000007,0.17500000000000007,0.17500000000000007,0.17500000000000007,0.1275,0.07999999999999996,0.07999999999999996,0.07000000000000009,0.07000000000000009,0.07000000000000009,0.07000000000000009,0.07000000000000009,0.07000000000000009
Buses,Diesel,Conventional,Hungary,CH4,Hot,,0.17500000000000004,0.17500000000000004,0.17500000000000004,0.17500000000000004,0.12749999999999995,0.07999999999999985,0.07999999999999985,0.07000000000000012,0.07000000000000012,0.07000000000000012,0.07000000000000012,0.07000000000000012,0.07000000000000012
Buses,Diesel,Conventional,Iceland,CH4,Hot,,0.17499999999999985,0.17499999999999985,0.17499999999999985,0.17499999999999985,0.12749999999999995,0.08000000000000003,0.08000000000000003,0.07000000000000019,0.07000000000000019,0.07000000000000019,0.07000000000000019,0.07000000000000019,0.07000000000000019
Buses,Diesel,Conventional,Ireland,CH4,Hot,,0.1749999999999999,0.1749999999999999,0.1749999999999999,0.1749999999999999,0.12749999999999995,0.08,0.08,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998
Buses,Diesel,Conventional,Italy,CH4,Hot,,0.17499999999999988,0.17499999999999985,0.17499999999999988,0.17499999999999988,0.12749999999999992,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07
Buses,Diesel,Conventional,Latvia,CH4,Hot,,0.175,0.175,0.175,0.175,0.12749999999999997,0.07999999999999996,0.07999999999999996,0.07000000000000002,0.07000000000000002,0.07000000000000002,0.07000000000000002,0.07000000000000002,0.07000000000000002
Buses,Diesel,Conventional,Liechtenstein,CH4,Hot,,0.175,0.175,0.175,0.175,0.1275,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07
Buses,Diesel,Conventional,Lithuania,CH4,Hot,,0.1749999999999999,0.1749999999999999,0.1749999999999999,0.1749999999999999,0.1275,0.08000000000000007,0.08000000000000007,0.07,0.07,0.07,0.07,0.07,0.07
Buses,Diesel,Conventional,Luxembourg,CH4,Hot,,0.175,0.175,0.175,0.175,0.1275,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07
Buses,Diesel,Conventional,Malta,CH4,Hot,,0.1749999999999999,0.1749999999999999,0.1749999999999999,0.1749999999999999,0.12749999999999992,0.07999999999999993,0.07999999999999993,0.06999999999999997,0.06999999999999997,0.06999999999999997,0.06999999999999997,0.06999999999999997,0.06999999999999997
Buses,Diesel,Conventional,Montenegro,CH4,Hot,,0.17500000000000002,0.17500000000000002,0.17500000000000002,0.17500000000000002,0.12749999999999995,0.0799999999999999,0.07999999999999997,0.07,0.07,0.07,0.07,0.07,0.07
Buses,Diesel,Conventional,Netherlands,CH4,Hot,,0.175,0.175,0.175,0.175,0.1275,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07
Buses,Diesel,Conventional,North Macedonia,CH4,Hot,,0.17500000000000004,0.17500000000000004,0.17500000000000004,0.17500000000000004,0.1275,0.07999999999999997,0.07999999999999997,0.07000000000000003,0.07000000000000003,0.07000000000000003,0.07000000000000003,0.07000000000000003,0.07000000000000003
Buses,Diesel,Conventional,Norway,CH4,Hot,,0.17499999999999977,0.17499999999999977,0.17499999999999977,0.17499999999999977,0.12749999999999975,0.07999999999999975,0.07999999999999975,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998
Buses,Diesel,Conventional,Poland,CH4,Hot,,0.175,0.175,0.175,0.175,0.12749999999999992,0.07999999999999986,0.07999999999999986,0.07000000000000006,0.07000000000000006,0.07000000000000006,0.07000000000000006,0.07000000000000006,0.07000000000000006
Buses,Diesel,Conventional,Portugal,CH4,Hot,,0.17499999999999993,0.17499999999999993,0.17499999999999993,0.17499999999999993,0.12749999999999997,0.08,0.08,0.07000000000000005,0.07000000000000005,0.07000000000000005,0.07000000000000005,0.07000000000000005,0.07000000000000005
Buses,Diesel,Conventional,Romania,CH4,Hot,,0.1750000000000001,0.1750000000000001,0.1750000000000001,0.1750000000000001,0.12750000000000006,0.08000000000000003,0.08000000000000003,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998
