oid,engine_type,engine_full_name,engine_name,thrust,mode,fuel_kg_sec,co_ei,hc_ei,nox_ei,sox_ei,pm10_ei,p1_ei,p2_ei,smoke_number,smoke_number_maximum,fuel_type,manufacturer,source,remark,status,engine_name_type,coolant,combustion_technology,technology_age,pm10_nonvol,pm10_sul,pm10_organic,eng_type,bpr,nvpm_ei,nvpm_number_ei,press_ratio,meem_nvpm_m_i_f00_avg,meem_nvpm_n_i_f00_avg,nvpm_m_max_mgkg,nvpm_n_max_nkg
1073,J,9GE126,9GE126,1.0,TO,3.131,0.3,0.0399999999999999,45.54,0.0,0.0606687959118492,0.0606687959118492,0.0606687959118492,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0071088150750558,0.0489600766528265,0.0046,J,,0.0071088150750558,140312000000000.0,,,,,
1074,J,9GE126,9GE126,0.85,CL,2.553,0.31,0.03,36.35,0.0,0.0545135135135135,0.0545135135135135,0.0545135135135135,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0032736388562475,0.0489600470035252,0.00228,J,,0.0032736388562475,52686200000000.0,,,,,
1075,J,9GE126,9GE126,0.3,AP,0.804,2.16,0.06,14.769999999999998,0.0,0.0614875621890547,0.0614875621890547,0.0614875621890547,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0091525746268656,0.0489599502487562,0.003375,J,,0.0091525746268656,371112000000000.0,,,,,
1076,J,9GE126,9GE126,0.07,TX,0.271,31.34,2.8,5.33,0.0,0.0765070110701107,0.0765070110701107,0.0765070110701107,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0102711070110701,0.048960147601476,0.0172760147601476,J,,0.0102711070110701,140376000000000.0,,,,,
1077,J,9GE123,9GE123,1.0,TO,3.436,0.33,0.05,53.580000000000005,0.0,0.0666548311990686,0.0666548311990686,0.0666548311990686,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0119447613504074,0.0489601280558789,0.00575,J,,0.0119447613504074,258729000000000.0,,,,,
1078,J,9GE123,9GE123,0.85,CL,2.784,0.32,0.04,41.82,0.0,0.0555007183908046,0.0555007183908046,0.0555007183908046,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0035005675287356,0.0489601293103448,0.00304,J,,0.0035005675287356,61436000000000.0,,,,,
1079,J,9GE123,9GE123,0.3,AP,0.899,1.5399999999999998,0.05,16.240000000000002,0.0,0.0586016685205784,0.0586016685205784,0.0586016685205784,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0068291657397107,0.0489599555061179,0.0028125027808676,J,,0.0068291657397107,309622000000000.0,,,,,
1080,J,9GE123,9GE123,0.07,TX,0.3,30.500000000000004,2.71,5.410000000000001,0.0,0.0739826666666666,0.0739826666666666,0.0739826666666666,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0083019999999999,0.04896,0.0167207,J,,0.0083019999999999,125606000000000.0,,,,,
1081,J,9GE127,9GE127,1.0,TO,3.38,0.3,0.04,49.21,0.0,0.0658615384615384,0.0658615384615384,0.0658615384615384,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0123016568047337,0.0489600591715976,0.0046,J,,0.0123016568047337,262117000000000.0,,,,,
1082,J,9GE127,9GE127,0.85,CL,2.735,0.31,0.03,39.07,0.0,0.0547740402193784,0.0547740402193784,0.0547740402193784,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0035340950639853,0.0489601462522851,0.00228,J,,0.0035340950639853,60932800000000.0,,,,,
1083,J,9GE127,9GE127,0.3,AP,0.852,1.88,0.06,15.44,0.0,0.0591007042253521,0.0591007042253521,0.0591007042253521,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0067657511737089,0.0489599765258216,0.003375,J,,0.0067657511737089,290711000000000.0,,,,,
1084,J,9GE127,9GE127,0.07,TX,0.28,29.89,2.5899999999999994,5.48,0.0,0.0731646428571428,0.0731646428571428,0.0731646428571428,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0082244642857142,0.0489599999999999,0.0159802857142857,J,,0.0082244642857142,116137000000000.0,,,,,
1085,J,9GE128,9GE128,1.0,TO,3.513,0.3,0.0399999999999999,51.33,0.0,0.0720902362653003,0.0720902362653003,0.0720902362653003,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0185302021064617,0.0489598633646456,0.0046,J,,0.0185302021064617,410369000000000.0,,,,,
1086,J,9GE128,9GE128,0.85,CL,2.831,0.31,0.03,40.63,0.0,0.0554673260332038,0.0554673260332038,0.0554673260332038,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.00422716354645,0.0489600847756976,0.00228,J,,0.00422716354645,75440700000000.0,,,,,
1087,J,9GE128,9GE128,0.3,AP,0.876,1.74,0.06,15.81,0.0,0.0587913242009132,0.0587913242009132,0.0587913242009132,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0064563698630136,0.0489600456621004,0.003375,J,,0.0064563698630136,285232000000000.0,,,,,
1088,J,9GE128,9GE128,0.07,TX,0.284,29.23,2.49,5.55,0.0,0.0715274647887324,0.0715274647887324,0.0715274647887324,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.007204014084507,0.0489598591549295,0.0153633098591549,J,,0.007204014084507,103181000000000.0,,,,,
1089,J,11GE134,11GE134,1.0,TO,1.878,0.36,0.02,14.96,0.0,0.0565947816826411,0.0565947816826411,0.0565947816826411,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0053349840255591,0.0489600106496272,0.0023,J,,0.0053349840255591,63160400000000.0,,,,,
1090,J,11GE134,11GE134,0.85,CL,1.553,1.55,0.0199999999999999,9.18,0.0,0.0557989053444945,0.0557989053444945,0.0557989053444945,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0053188924661944,0.0489600128783,0.00152,J,,0.0053188924661944,52072500000000.0,,,,,
1091,J,11GE134,11GE134,0.3,AP,0.523,4.18,0.0799999999999999,8.069999999999999,0.0,0.1277049713193116,0.1277049713193116,0.1277049713193116,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0742449330783938,0.0489600382409177,0.0045,J,,0.0742449330783938,1958270000000000.0,,,,,
1092,J,11GE134,11GE134,0.07,TX,0.184,26.1,1.34,3.98,0.0,0.0606114130434782,0.0606114130434782,0.0606114130434782,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0033837119565217,0.04896,0.0082678260869565,J,,0.0033837119565217,31399100000000.0,,,,,
1093,J,11GE135,11GE135,1.0,TO,2.019,0.25,0.02,18.04,0.0,0.0625106488360574,0.0625106488360574,0.0625106488360574,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0112507677067855,0.0489599801882119,0.0023,J,,0.0112507677067855,143197000000000.0,,,,,
1094,J,11GE135,11GE135,0.85,CL,1.667,0.8699999999999999,0.02,11.019999999999998,0.0,0.061115776844631,0.061115776844631,0.061115776844631,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0106360527894421,0.0489599880023995,0.00152,J,,0.0106360527894421,111771000000000.0,,,,,
1095,J,11GE135,11GE135,0.3,AP,0.554,3.69,0.0699999999999999,8.409999999999998,0.0,0.1271424187725631,0.1271424187725631,0.1271424187725631,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0742449458483754,0.0489599277978339,0.0039375090252707,J,,0.0742449458483754,2074350000000000.0,,,,,
1096,J,11GE135,11GE135,0.07,TX,0.19,24.31,1.11,4.079999999999999,0.0,0.0591926315789473,0.0591926315789473,0.0591926315789473,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0033837157894736,0.0489599999999999,0.0068486842105263,J,,0.0033837157894736,32423000000000.0,,,,,
1097,J,11GE136,11GE136,1.0,TO,2.265,0.18,0.02,24.82,0.0,0.0801183222958057,0.0801183222958057,0.0801183222958057,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0288581898454746,0.0489598233995585,0.0023,J,,0.0288581898454746,412052000000000.0,,,,,
1098,J,11GE136,11GE136,0.85,CL,1.861,0.3799999999999999,0.0199999999999999,14.61,0.0,0.0783750671681891,0.0783750671681891,0.0783750671681891,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0278949489521762,0.0489600214938205,0.0015199999999999,J,,0.0278949489521762,327256000000000.0,,,,,
1099,J,11GE136,11GE136,0.3,AP,0.604,2.99,0.06,9.03,0.0,0.1265798013245033,0.1265798013245033,0.1265798013245033,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0742448675496688,0.0489599337748344,0.003375,J,,0.0742448675496688,2261560000000000.0,,,,,
1100,J,11GE136,11GE136,0.07,TX,0.199,21.62,0.8099999999999999,4.24,0.0,0.0573412060301507,0.0573412060301507,0.0573412060301507,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0033837135678391,0.04896,0.0049976984924623,J,,0.0033837135678391,33958800000000.0,,,,,
1101,J,11GE137,11GE137,1.0,TO,2.368,0.17,0.02,28.56,0.0,0.0871127533783783,0.0871127533783783,0.0871127533783783,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0358527449324324,0.0489598817567567,0.0023,J,,0.0358527449324324,535204000000000.0,,,,,
1102,J,11GE137,11GE137,0.85,CL,1.94,0.3,0.02,16.26,0.0,0.0865417525773196,0.0865417525773196,0.0865417525773196,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0360617525773195,0.04896,0.00152,J,,0.0360617525773195,441026000000000.0,,,,,
1103,J,11GE137,11GE137,0.3,AP,0.625,2.76,0.06,9.29,0.0,0.12657984,0.12657984,0.12657984,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0742448,0.04896,0.003375008,J,,0.0742448,2340190000000000.0,,,,,
1104,J,11GE137,11GE137,0.07,TX,0.203,20.7,0.72,4.3,0.0,0.0567862068965517,0.0567862068965517,0.0567862068965517,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0033837142857142,0.0489599999999999,0.0044423990147783,J,,0.0033837142857142,34641400000000.0,,,,,
1105,J,11GE138,11GE138,1.0,TO,2.494,0.1699999999999999,0.0199999999999999,34.06,0.0,0.0922473937449879,0.0922473937449879,0.0922473937449879,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0409871692060946,0.0489599037690457,0.0023,J,,0.0409871692060946,644409000000000.0,,,,,
1106,J,11GE138,11GE138,0.85,CL,2.037,0.24,0.02,18.48,0.0,0.0929445262641139,0.0929445262641139,0.0929445262641139,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0424645557191949,0.0489599901816396,0.00152,J,,0.0424645557191949,545297000000000.0,,,,,
1107,J,11GE138,11GE138,0.3,AP,0.65,2.49,0.06,9.63,0.0,0.1265798461538461,0.1265798461538461,0.1265798461538461,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.074244923076923,0.04896,0.003375,J,,0.074244923076923,2433800000000000.0,,,,,
1108,J,11GE138,11GE138,0.07,TX,0.208,19.680000000000003,0.63,4.370000000000001,0.0,0.0562307692307692,0.0562307692307692,0.0562307692307692,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0033837115384615,0.0489600961538461,0.0038871009615384,J,,0.0033837115384615,35494600000000.0,,,,,
1109,J,11GE139,11GE139,1.0,TO,2.451,0.1699999999999999,0.02,31.200000000000003,0.0,0.0919126886984904,0.0919126886984904,0.0919126886984904,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0406527539779681,0.0489600163198694,0.0023,J,,0.0406527539779681,628129000000000.0,,,,,
1110,J,11GE139,11GE139,0.85,CL,2.012,0.2799999999999999,0.02,17.94,0.0,0.0925253479125248,0.0925253479125248,0.0925253479125248,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0420455268389662,0.0489599900596421,0.00152,J,,0.0420455268389662,533290000000000.0,,,,,
1111,J,11GE139,11GE139,0.3,AP,0.701,2.53,0.06,9.58,0.0,0.1265798858773181,0.1265798858773181,0.1265798858773181,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0742449358059914,0.0489600570613409,0.0033750071326676,J,,0.0742449358059914,2624760000000000.0,,,,,
1112,J,11GE139,11GE139,0.07,TX,0.216,18.950000000000003,0.57,4.43,0.0,0.0558606481481481,0.0558606481481481,0.0558606481481481,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0033837129629629,0.0489601851851851,0.0035168981481481,J,,0.0033837129629629,36859800000000.0,,,,,
1113,J,12GE148,12GE148,1.0,TO,1.893,0.34,0.0199999999999999,15.72,0.0,0.1012456418383518,0.1012456418383518,0.1012456418383518,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0499857897517168,0.0489600105652403,0.0023,J,,0.0499857897517168,596503000000000.0,,,,,
1114,J,12GE148,12GE148,0.85,CL,1.569,1.4300000000000002,0.02,9.71,0.0,0.1034480560866794,0.1034480560866794,0.1034480560866794,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0529681963033779,0.0489599745060548,0.00152,J,,0.0529681963033779,523906000000000.0,,,,,
1115,J,12GE148,12GE148,0.3,AP,0.536,4.089999999999999,0.08,8.13,0.0,0.066115671641791,0.066115671641791,0.066115671641791,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0126557276119402,0.0489600746268656,0.0045,J,,0.0126557276119402,342103000000000.0,,,,,
1116,J,12GE148,12GE148,0.07,TX,0.195,23.61,1.02,4.11,0.0,0.0584994871794871,0.0584994871794871,0.0584994871794871,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0032463384615384,0.04896,0.0062933846153846,J,,0.0032463384615384,31925200000000.0,,,,,
1117,J,12GE149,12GE149,1.0,TO,2.033,0.24,0.02,18.860000000000003,0.0,0.1012459419576979,0.1012459419576979,0.1012459419576979,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0499857353664535,0.0489600098376783,0.0023,J,,0.0499857353664535,640618000000000.0,,,,,
1118,J,12GE149,12GE149,0.85,CL,1.683,0.7999999999999999,0.0199999999999999,11.67,0.0,0.103448009506833,0.103448009506833,0.103448009506833,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.052968211527035,0.0489600118835412,0.00152,J,,0.052968211527035,561972000000000.0,,,,,
1119,J,12GE149,12GE149,0.3,AP,0.567,3.6000000000000005,0.07,8.48,0.0,0.0784386243386243,0.0784386243386243,0.0784386243386243,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0255410934744268,0.0489599647266313,0.0039374955908289,J,,0.0255410934744268,730344000000000.0,,,,,
1120,J,12GE149,12GE149,0.07,TX,0.2,21.97,0.84,4.22,0.0,0.0799235,0.0799235,0.0799235,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0257805999999999,0.04896,0.0051827999999999,J,,0.0257805999999999,260033000000000.0,,,,,
1121,J,12GE150,12GE150,1.0,TO,2.278,0.18,0.0199999999999999,25.74,0.0,0.1012458296751536,0.1012458296751536,0.1012458296751536,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0499859525899912,0.0489600526777875,0.0023,J,,0.0499859525899912,717820000000000.0,,,,,
1122,J,12GE150,12GE150,0.85,CL,1.876,0.36,0.02,15.360000000000005,0.0,0.1034482942430703,0.1034482942430703,0.1034482942430703,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0529682302771855,0.0489600213219616,0.00152,J,,0.0529682302771855,626417000000000.0,,,,,
1123,J,12GE150,12GE150,0.3,AP,0.618,2.91,0.06,9.11,0.0,0.1102639158576051,0.1102639158576051,0.1102639158576051,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0579289644012945,0.0489600323624595,0.003375,J,,0.0579289644012945,1805470000000000.0,,,,,
1124,J,12GE150,12GE150,0.07,TX,0.21,19.73,0.6399999999999999,4.370000000000001,0.0,0.056257619047619,0.056257619047619,0.056257619047619,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0033488857142857,0.04896,0.0039488,J,,0.0033488857142857,35467000000000.0,,,,,
1125,J,12GE151,12GE151,1.0,TO,2.38,0.18,0.02,29.34,0.0,0.1012457983193277,0.1012457983193277,0.1012457983193277,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0499857142857142,0.0489600840336134,0.0023,J,,0.0499857142857142,749961000000000.0,,,,,
1126,J,12GE151,12GE151,0.85,CL,1.954,0.29,0.0199999999999999,17.04,0.0,0.1034483111566018,0.1034483111566018,0.1034483111566018,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0529682702149437,0.0489599795291709,0.00152,J,,0.0529682702149437,652462000000000.0,,,,,
1127,J,12GE151,12GE151,0.3,AP,0.639,2.68,0.06,9.39,0.0,0.120438028169014,0.120438028169014,0.120438028169014,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0681029733959311,0.0489599374021909,0.0033750078247261,J,,0.0681029733959311,2194690000000000.0,,,,,
1128,J,12GE151,12GE151,0.07,TX,0.214,18.94,0.58,4.43,0.0,0.0561014018691588,0.0561014018691588,0.0561014018691588,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0035628317757009,0.0489598130841121,0.0035785981308411,J,,0.0035628317757009,38451600000000.0,,,,,
1129,J,12GE152,12GE152,1.0,TO,2.505,0.17,0.02,34.61,0.0,0.1012459081836327,0.1012459081836327,0.1012459081836327,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0499856287425149,0.0489600798403193,0.0023,J,,0.0499856287425149,789350000000000.0,,,,,
1130,J,12GE152,12GE152,0.85,CL,2.051,0.2349999999999999,0.0199999999999999,19.3,0.0,0.1034480741101901,0.1034480741101901,0.1034480741101901,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0529683081423695,0.0489600195026816,0.0015199999999999,J,,0.0529683081423695,684851000000000.0,,,,,
1131,J,12GE152,12GE152,0.3,AP,0.664,2.42,0.055,9.73,0.0,0.1288631024096385,0.1288631024096385,0.1288631024096385,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0768093373493975,0.0489599397590361,0.0030937499999999,J,,0.0768093373493975,2572100000000000.0,,,,,
1132,J,12GE152,12GE152,0.07,TX,0.219,18.05,0.5199999999999999,4.500000000000001,0.0,0.0557310502283105,0.0557310502283105,0.0557310502283105,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0035628310502283,0.0489598173515981,0.003208401826484,J,,0.0035628310502283,39350000000000.0,,,,,
1133,J,12GE153,12GE153,1.0,TO,2.505,0.17,0.02,34.61,0.0,0.1012459081836327,0.1012459081836327,0.1012459081836327,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0499856287425149,0.0489600798403193,0.0023,J,,0.0499856287425149,789350000000000.0,,,,,
1134,J,12GE153,12GE153,0.85,CL,2.051,0.2349999999999999,0.0199999999999999,19.3,0.0,0.1034480741101901,0.1034480741101901,0.1034480741101901,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0529683081423695,0.0489600195026816,0.0015199999999999,J,,0.0529683081423695,684851000000000.0,,,,,
1135,J,12GE153,12GE153,0.3,AP,0.664,2.42,0.055,9.73,0.0,0.1288631024096385,0.1288631024096385,0.1288631024096385,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0768093373493975,0.0489599397590361,0.0030937499999999,J,,0.0768093373493975,2572100000000000.0,,,,,
1136,J,12GE153,12GE153,0.07,TX,0.219,18.05,0.5199999999999999,4.500000000000001,0.0,0.0557310502283105,0.0557310502283105,0.0557310502283105,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0035628310502283,0.0489598173515981,0.003208401826484,J,,0.0035628310502283,39350000000000.0,,,,,
1137,J,12GE154,12GE154,1.0,TO,2.505,0.17,0.02,34.61,0.0,0.1012459081836327,0.1012459081836327,0.1012459081836327,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0499856287425149,0.0489600798403193,0.0023,J,,0.0499856287425149,789350000000000.0,,,,,
1138,J,12GE154,12GE154,0.85,CL,2.051,0.2349999999999999,0.0199999999999999,19.3,0.0,0.1034480741101901,0.1034480741101901,0.1034480741101901,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0529683081423695,0.0489600195026816,0.0015199999999999,J,,0.0529683081423695,684851000000000.0,,,,,
1139,J,12GE154,12GE154,0.3,AP,0.664,2.42,0.055,9.73,0.0,0.1288631024096385,0.1288631024096385,0.1288631024096385,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0768093373493975,0.0489599397590361,0.0030937499999999,J,,0.0768093373493975,2572100000000000.0,,,,,
1140,J,12GE154,12GE154,0.07,TX,0.219,18.05,0.5199999999999999,4.500000000000001,0.0,0.0557310502283105,0.0557310502283105,0.0557310502283105,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0035628310502283,0.0489598173515981,0.003208401826484,J,,0.0035628310502283,39350000000000.0,,,,,
1141,J,12GE155,12GE155,1.0,TO,2.709,0.17,0.03,44.96,0.0,0.1023957179771133,0.1023957179771133,0.1023957179771133,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.049985603543743,0.0489601328903654,0.00345,J,,0.049985603543743,853632000000000.0,,,,,
1142,J,12GE155,12GE155,0.85,CL,2.202,0.19,0.0199999999999999,23.360000000000003,0.0,0.1034482288828338,0.1034482288828338,0.1034482288828338,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0529682107175295,0.0489600363306085,0.00152,J,,0.0529682107175295,735272000000000.0,,,,,
1143,J,12GE155,12GE155,0.3,AP,0.703,2.09,0.05,10.3,0.0,0.1362546230440967,0.1362546230440967,0.1362546230440967,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0844822190611664,0.0489600284495021,0.0028125035561877,J,,0.0844822190611664,2995200000000000.0,,,,,
1144,J,12GE155,12GE155,0.07,TX,0.226,16.86,0.4399999999999999,4.609999999999999,0.0,0.0551650442477876,0.0551650442477876,0.0551650442477876,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0034901814159292,0.0489601769911504,0.0027148008849557,J,,0.0034901814159292,39779700000000.0,,,,,
1145,J,12GE156,12GE156,1.0,TO,2.753,0.1699999999999999,0.03,47.53,0.0,0.1023959317108608,0.1023959317108608,0.1023959317108608,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0499858336360334,0.0489600435888122,0.0034499999999999,J,,0.0499858336360334,867497000000000.0,,,,,
1146,J,12GE156,12GE156,0.85,CL,2.234,0.1899999999999999,0.0199999999999999,24.34,0.0,0.1034480752014324,0.1034480752014324,0.1034480752014324,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.052968218442256,0.0489601611459265,0.0015199999999999,J,,0.052968218442256,745957000000000.0,,,,,
1147,J,12GE156,12GE156,0.3,AP,0.711,2.03,0.0499999999999999,10.42,0.0,0.1370350210970464,0.1370350210970464,0.1370350210970464,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0852624472573839,0.0489600562587904,0.0028125035161744,J,,0.0852624472573839,3057260000000000.0,,,,,
1148,J,12GE156,12GE156,0.07,TX,0.227,16.63,0.43,4.64,0.0,0.0551030837004405,0.0551030837004405,0.0551030837004405,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.00349018061674,0.0489599118942731,0.0026531013215859,J,,0.00349018061674,39955700000000.0,,,,,
1149,J,13GE167,13GE167,1.0,TO,1.88,0.32,0.02,17.220000000000002,0.0,0.0537393617021276,0.0537393617021276,0.0537393617021276,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0024796117021276,0.04896,0.0023,J,,0.0024796117021276,29387100000000.0,,,,,
1150,J,13GE167,13GE167,0.85,CL,1.554,1.73,0.0199999999999999,11.54,0.0,0.0531279922779922,0.0531279922779922,0.0531279922779922,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0026480115830115,0.0489599742599742,0.00152,J,,0.0026480115830115,25941000000000.0,,,,,
1151,J,13GE167,13GE167,0.3,AP,0.527,2.81,0.06,9.27,0.0,0.055046679316888,0.055046679316888,0.055046679316888,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0027117457305502,0.0489599620493358,0.003375009487666,J,,0.0027117457305502,72071700000000.0,,,,,
1152,J,13GE167,13GE167,0.07,TX,0.203,16.389999999999997,0.5799999999999998,4.66,0.0,0.0561014778325123,0.0561014778325123,0.0561014778325123,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0035628325123152,0.0489599999999999,0.0035786009852216,J,,0.0035628325123152,36475100000000.0,,,,,
1153,J,13GE166,13GE166,1.0,TO,2.023,0.18,0.0199999999999999,20.43,0.0,0.0537394957983193,0.0537394957983193,0.0537394957983193,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0024796094908551,0.0489600098863074,0.0023,J,,0.0024796094908551,31622400000000.0,,,,,
1154,J,13GE166,13GE166,0.85,CL,1.668,0.93,0.02,13.27,0.0,0.0531279976019184,0.0531279976019184,0.0531279976019184,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0026480095923261,0.0489600119904076,0.00152,J,,0.0026480095923261,27844000000000.0,,,,,
1155,J,13GE166,13GE166,0.3,AP,0.558,2.52,0.0499999999999999,9.669999999999998,0.0,0.0546867383512544,0.0546867383512544,0.0546867383512544,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.002914193548387,0.0489600358422939,0.0028125089605734,J,,0.002914193548387,82008200000000.0,,,,,
1156,J,13GE166,13GE166,0.07,TX,0.203,16.389999999999997,0.5799999999999998,4.66,0.0,0.0561014778325123,0.0561014778325123,0.0561014778325123,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0035628325123152,0.0489599999999999,0.0035786009852216,J,,0.0035628325123152,36475100000000.0,,,,,
1157,J,13GE165,13GE165,1.0,TO,2.273,0.09,0.0199999999999999,27.12,0.0,0.0537395512538495,0.0537395512538495,0.0537395512538495,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0024796084469863,0.0489599648042234,0.0023,J,,0.0024796084469863,35530200000000.0,,,,,
