oid,engine_type,engine_full_name,engine_name,thrust,mode,fuel_kg_sec,co_ei,hc_ei,nox_ei,sox_ei,pm10_ei,p1_ei,p2_ei,smoke_number,smoke_number_maximum,fuel_type,manufacturer,source,remark,status,engine_name_type,coolant,combustion_technology,technology_age,pm10_nonvol,pm10_sul,pm10_organic,eng_type,bpr,nvpm_ei,nvpm_number_ei,press_ratio,meem_nvpm_m_i_f00_avg,meem_nvpm_n_i_f00_avg,nvpm_m_max_mgkg,nvpm_n_max_nkg
2153,J,15PW109,15PW109,1.0,TO,0.3545,0.0001,0.0001,20.610000000000003,0.0,0.0618098730606488,0.0618098730606488,0.0618098730606488,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0128384485190409,0.0489599435825105,1.1499999999999998e-05,J,,0.0128384485190409,28690900000000.0,,,,,
2154,J,15PW109,15PW109,0.85,CL,0.2769,0.02,0.0001,15.440000000000005,0.0,0.0650162513542795,0.0650162513542795,0.0650162513542795,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.016048609606356,0.0489599133261105,7.6e-06,J,,0.016048609606356,28014000000000.0,,,,,
2155,J,15PW109,15PW109,0.3,AP,0.1115,2.5700000000000003,0.001,7.85,0.0,0.0684139910313901,0.0684139910313901,0.0684139910313901,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0193977578475336,0.04896,5.625004484304932e-05,J,,0.0193977578475336,109077000000000.0,,,,,
2156,J,15PW109,15PW109,0.07,TX,0.0462,26.75,0.7500000000000001,4.32,0.0,0.1476744588744589,0.1476744588744589,0.1476744588744589,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.094087012987013,0.0489599567099567,0.0046275108225108,J,,0.094087012987013,219218000000000.0,,,,,
2157,J,01P15PW144,01P15PW144,1.0,TO,0.3545,0.0001,0.0001,20.610000000000003,0.0,0.1321751763046544,0.1321751763046544,0.1321751763046544,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0832036671368124,0.0489599435825105,1.1499999999999998e-05,J,,0.0832036671368124,631137000000000.0,,,,,
2158,J,01P15PW144,01P15PW144,0.85,CL,0.2769,0.02,0.0001,15.440000000000005,0.0,0.1001184543156374,0.1001184543156374,0.1001184543156374,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0511505958829902,0.0489599133261105,7.6e-06,J,,0.0511505958829902,612953000000000.0,,,,,
2159,J,01P15PW144,01P15PW144,0.3,AP,0.1115,2.5700000000000003,0.001,7.85,0.0,0.0576928251121076,0.0576928251121076,0.0576928251121076,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0086766008968609,0.04896,5.625004484304932e-05,J,,0.0086766008968609,133795000000000.0,,,,,
2160,J,01P15PW144,01P15PW144,0.07,TX,0.0462,26.75,0.7500000000000001,4.32,0.0,0.3565324675324675,0.3565324675324675,0.3565324675324675,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.3029458874458874,0.0489599567099567,0.0046275108225108,J,,0.3029458874458874,236718000000000.0,,,,,
2161,J,03P15PW193,03P15PW193,1.0,TO,0.3545,0.0001,0.0001,20.610000000000003,0.0,0.1321751763046544,0.1321751763046544,0.1321751763046544,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0832036671368124,0.0489599435825105,1.1499999999999998e-05,J,,0.0832036671368124,631137000000000.0,,,,,
2162,J,03P15PW193,03P15PW193,0.85,CL,0.2769,0.02,0.0001,15.440000000000005,0.0,0.1001184543156374,0.1001184543156374,0.1001184543156374,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0511505958829902,0.0489599133261105,7.6e-06,J,,0.0511505958829902,612953000000000.0,,,,,
2163,J,03P15PW193,03P15PW193,0.3,AP,0.1115,2.5700000000000003,0.001,7.85,0.0,0.0576928251121076,0.0576928251121076,0.0576928251121076,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0086766008968609,0.04896,5.625004484304932e-05,J,,0.0086766008968609,133795000000000.0,,,,,
2164,J,03P15PW193,03P15PW193,0.07,TX,0.0462,26.75,0.7500000000000001,4.32,0.0,0.3565324675324675,0.3565324675324675,0.3565324675324675,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.3029458874458874,0.0489599567099567,0.0046275108225108,J,,0.3029458874458874,236718000000000.0,,,,,
2165,J,7PW079,7PW079,1.0,TO,0.3604,0.8300000000000001,0.0001,16.740000000000002,0.0,0.4791786903440621,0.4791786903440621,0.4791786903440621,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.4302081021087681,0.0489600443951165,1.15e-05,J,,0.4302081021087681,977412000000000.0,,,,,
2166,J,7PW079,7PW079,0.85,CL,0.2991,1.0600000000000005,0.0001,14.060000000000002,0.0,0.5362888665997994,0.5362888665997994,0.5362888665997994,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.4873219658976931,0.0489598796389167,7.6e-06,J,,0.4873219658976931,918858000000000.0,,,,,
2167,J,7PW079,7PW079,0.3,AP,0.1235,4.079999999999999,0.02,8.030000000000001,0.0,0.159348987854251,0.159348987854251,0.159348987854251,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.109263967611336,0.04896,0.0011250040485829,J,,0.109263967611336,680535000000000.0,,,,,
2168,J,7PW079,7PW079,0.07,TX,0.0445,38.21,6.620000000000001,3.65,0.0,0.1602993258426966,0.1602993258426966,0.1602993258426966,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0704939325842696,0.04896,0.0408453932584269,J,,0.0704939325842696,158204000000000.0,,,,,
2169,J,01P07PW145,01P07PW145,1.0,TO,0.3604,0.8300000000000001,0.0001,16.740000000000002,0.0,0.2954134295227525,0.2954134295227525,0.2954134295227525,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.2464428412874584,0.0489600443951165,1.15e-05,J,,0.2464428412874584,776078000000000.0,,,,,
2170,J,01P07PW145,01P07PW145,0.85,CL,0.2991,1.0600000000000005,0.0001,14.060000000000002,0.0,0.2337656302240053,0.2337656302240053,0.2337656302240053,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.1847980608492143,0.0489598796389167,7.6e-06,J,,0.1847980608492143,714480000000000.0,,,,,
2171,J,01P07PW145,01P07PW145,0.3,AP,0.1235,4.079999999999999,0.02,8.030000000000001,0.0,0.1105927125506072,0.1105927125506072,0.1105927125506072,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0605073684210526,0.04896,0.0011250040485829,J,,0.0605073684210526,176637000000000.0,,,,,
2172,J,01P07PW145,01P07PW145,0.07,TX,0.0445,38.21,6.620000000000001,3.65,0.0,0.1774952808988764,0.1774952808988764,0.1774952808988764,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0876898876404494,0.04896,0.0408453932584269,J,,0.0876898876404494,163709000000000.0,,,,,
2173,J,7PW080,7PW080,1.0,TO,0.3669,0.8099999999999999,0.09,18.45,0.0,0.2318953393295175,0.2318953393295175,0.2318953393295175,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.172585445625511,0.0489599345870809,0.0103500136276914,J,,0.172585445625511,399178000000000.0,,,,,
2174,J,7PW080,7PW080,0.85,CL,0.3047,0.97,0.0999999999999999,15.989999999999997,0.0,0.2068322940597308,0.2068322940597308,0.2068322940597308,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.1502723990810633,0.0489599606170003,0.0075999999999999,J,,0.1502723990810633,288647000000000.0,,,,,
2175,J,7PW080,7PW080,0.3,AP,0.1237,5.23,0.1399999999999999,7.83,0.0,0.0984882780921584,0.0984882780921584,0.0984882780921584,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0416532740501212,0.0489599838318512,0.0078750040420371,J,,0.0416532740501212,259851000000000.0,,,,,
2176,J,7PW080,7PW080,0.07,TX,0.0448,42.3,5.94,3.63,0.0,0.1339142857142857,0.1339142857142857,0.1339142857142857,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0483044642857142,0.0489600446428571,0.0366497767857142,J,,0.0483044642857142,109137000000000.0,,,,,
2177,J,01P07PW146,01P07PW146,1.0,TO,0.3669,0.8099999999999999,0.09,18.45,0.0,0.3213954756064323,0.3213954756064323,0.3213954756064323,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.2620863995639139,0.0489599345870809,0.0103500136276914,J,,0.2620863995639139,755660000000000.0,,,,,
2178,J,01P07PW146,01P07PW146,0.85,CL,0.3047,0.97,0.0999999999999999,15.989999999999997,0.0,0.2586724647193961,0.2586724647193961,0.2586724647193961,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.2021122415490646,0.0489599606170003,0.0075999999999999,J,,0.2021122415490646,718014000000000.0,,,,,
2179,J,01P07PW146,01P07PW146,0.3,AP,0.1237,5.23,0.1399999999999999,7.83,0.0,0.1175189975747776,0.1175189975747776,0.1175189975747776,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0606835893290218,0.0489599838318512,0.0078750040420371,J,,0.0606835893290218,175898000000000.0,,,,,
2180,J,01P07PW146,01P07PW146,0.07,TX,0.0448,42.3,5.94,3.63,0.0,0.1740352678571428,0.1740352678571428,0.1740352678571428,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0884254464285714,0.0489600446428571,0.0366497767857142,J,,0.0884254464285714,163058000000000.0,,,,,
2181,J,14PW103,14PW103,1.0,TO,0.37,0.5,0.0001,19.1,0.0,0.2713864864864865,0.2713864864864865,0.2713864864864865,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.2224137837837838,0.04896,1.15e-05,J,,0.2224137837837838,518775000000000.0,,,,,
2182,J,14PW103,14PW103,0.85,CL,0.307,0.57,0.0001,14.96,0.0,0.3057801302931596,0.3057801302931596,0.3057801302931596,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.2568123778501628,0.0489599348534202,7.6e-06,J,,0.2568123778501628,497015000000000.0,,,,,
2183,J,14PW103,14PW103,0.3,AP,0.116,4.18,0.001,6.8,0.0,0.1348913793103448,0.1348913793103448,0.1348913793103448,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0858749999999999,0.04896,5.625e-05,J,,0.0858749999999999,502378000000000.0,,,,,
2184,J,14PW103,14PW103,0.07,TX,0.049,37.05,0.39,3.53,0.0,0.5235367346938776,0.5235367346938776,0.5235367346938776,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.4721714285714286,0.04896,0.0024063061224489,J,,0.4721714285714286,1166810000000000.0,,,,,
2185,J,01P14PW147,01P14PW147,1.0,TO,0.37,0.5,0.0001,19.1,0.0,0.7449486486486486,0.7449486486486486,0.7449486486486486,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.6959783783783784,0.04896,1.15e-05,J,,0.6959783783783784,1336550000000000.0,,,,,
2186,J,01P14PW147,01P14PW147,0.85,CL,0.307,0.57,0.0001,14.96,0.0,0.6982410423452768,0.6982410423452768,0.6982410423452768,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.6492736156351793,0.0489599348534202,7.6e-06,J,,0.6492736156351793,1279240000000000.0,,,,,
2187,J,01P14PW147,01P14PW147,0.3,AP,0.116,4.18,0.001,6.8,0.0,0.2125758620689655,0.2125758620689655,0.2125758620689655,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.1635594827586206,0.04896,5.625e-05,J,,0.1635594827586206,702678000000000.0,,,,,
2188,J,01P14PW147,01P14PW147,0.07,TX,0.049,37.05,0.39,3.53,0.0,0.598573469387755,0.598573469387755,0.598573469387755,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.5472081632653061,0.04896,0.0024063061224489,J,,0.5472081632653061,282861000000000.0,,,,,
2189,J,03P14PW194,03P14PW194,1.0,TO,0.37,0.5,0.0001,19.1,0.0,0.7425000000000002,0.7425000000000002,0.7425000000000002,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.6935297297297297,0.04896,1.15e-05,J,,0.6935297297297297,1404700000000000.0,,,,,
2190,J,03P14PW194,03P14PW194,0.85,CL,0.307,0.57,0.0001,14.96,0.0,0.692257328990228,0.692257328990228,0.692257328990228,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.6432899022801303,0.0489599348534202,7.6e-06,J,,0.6432899022801303,1371490000000000.0,,,,,
2191,J,03P14PW194,03P14PW194,0.3,AP,0.116,4.18,0.001,6.8,0.0,0.1792931034482758,0.1792931034482758,0.1792931034482758,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.130276724137931,0.04896,5.625e-05,J,,0.130276724137931,690683000000000.0,,,,,
2192,J,03P14PW194,03P14PW194,0.07,TX,0.049,37.05,0.39,3.53,0.0,0.547904081632653,0.547904081632653,0.547904081632653,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.4965367346938775,0.04896,0.0024063061224489,J,,0.4965367346938775,378126000000000.0,,,,,
2193,J,1PW041,1PW041,1.0,TO,2.449,0.08,0.11,32.5,0.0,0.1444838709677419,0.1444838709677419,0.1444838709677419,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0828738260514495,0.0489599836668027,0.0126500204164965,J,,0.0828738260514495,1279440000000000.0,,,,,
2194,J,1PW041,1PW041,0.85,CL,1.981,0.1399999999999999,0.17,24.6,0.0,0.1460570418980313,0.1460570418980313,0.1460570418980313,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0841766784452296,0.0489600201918223,0.0129199899040888,J,,0.0841766784452296,1051220000000000.0,,,,,
2195,J,1PW041,1PW041,0.3,AP,0.647,0.9,0.25,11.6,0.0,0.1207854714064915,0.1207854714064915,0.1207854714064915,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0577630602782071,0.0489599690880989,0.0140625038639876,J,,0.0577630602782071,1884770000000000.0,,,,,
2196,J,1PW041,1PW041,0.07,TX,0.188,11.6,0.66,5.0,0.0,0.126613829787234,0.126613829787234,0.126613829787234,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0735813829787234,0.04896,0.0040722021276595,J,,0.0735813829787234,697641000000000.0,,,,,
2197,J,1PW042,1PW042,1.0,TO,2.342,0.44,0.06,28.1,0.0,0.1066567036720751,0.1066567036720751,0.1066567036720751,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.050796754910333,0.0489598633646456,0.0069,J,,0.050796754910333,749960000000000.0,,,,,
2198,J,1PW042,1PW042,0.85,CL,1.93,0.57,0.01,22.9,0.0,0.103541450777202,0.103541450777202,0.103541450777202,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.053821761658031,0.04896,0.00076,J,,0.053821761658031,654831000000000.0,,,,,
2199,J,1PW042,1PW042,0.3,AP,0.658,2.0,0.1299999999999999,11.6,0.0,0.0774475683890577,0.0774475683890577,0.0774475683890577,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0211750759878419,0.0489600303951367,0.0073125075987841,J,,0.0211750759878419,702678000000000.0,,,,,
2200,J,1PW042,1PW042,0.07,TX,0.208,21.86,1.9200000000000004,4.800000000000001,0.0,0.0877802884615384,0.0877802884615384,0.0877802884615384,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0269738942307692,0.0489600961538461,0.0118463942307692,J,,0.0269738942307692,282952000000000.0,,,,,
2201,J,1PW043,1PW043,1.0,TO,2.647,0.37,0.1,32.800000000000004,0.0,0.113290517567057,0.113290517567057,0.113290517567057,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0528303740083112,0.0489599546656592,0.0115,J,,0.0528303740083112,881564000000000.0,,,,,
2202,J,1PW043,1PW043,0.85,CL,2.085,0.51,0.03,24.7,0.0,0.1071505995203836,0.1071505995203836,0.1071505995203836,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0559103117505995,0.0489601918465227,0.00228,J,,0.0559103117505995,734877000000000.0,,,,,
2203,J,1PW043,1PW043,0.3,AP,0.703,1.7800000000000002,0.14,12.000000000000002,0.0,0.0804705547652916,0.0804705547652916,0.0804705547652916,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0236355618776671,0.0489600284495021,0.0078750071123755,J,,0.0236355618776671,837965000000000.0,,,,,
2204,J,1PW043,1PW043,0.07,TX,0.213,20.32,1.66,4.9,0.0,0.0893103286384976,0.0893103286384976,0.0893103286384976,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0301081220657277,0.0489600938967136,0.0102422065727699,J,,0.0301081220657277,323422000000000.0,,,,,
2205,J,2PW060,2PW060,1.0,TO,2.899,0.1,0.1,38.1,0.0,0.1054004829251466,0.1054004829251466,0.1054004829251466,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0449406691962745,0.0489599862021386,0.0115,J,,0.0449406691962745,821301000000000.0,,,,,
2206,J,2PW060,2PW060,0.85,CL,2.368,0.1,0.1,31.500000000000007,0.0,0.0723695101351351,0.0723695101351351,0.0723695101351351,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0158096706081081,0.0489598817567567,0.0076,J,,0.0158096706081081,236004000000000.0,,,,,
2207,J,2PW060,2PW060,0.3,AP,0.795,0.3999999999999999,0.1999999999999999,11.0,0.0,0.0648279245283018,0.0648279245283018,0.0648279245283018,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0046179371069182,0.04896,0.01125,J,,0.0046179371069182,185149000000000.0,,,,,
2208,J,2PW060,2PW060,0.07,TX,0.228,21.0,3.2,4.2,0.0,0.0880881578947368,0.0880881578947368,0.0880881578947368,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0193841666666666,0.0489600877192982,0.0197439912280701,J,,0.0193841666666666,222889000000000.0,,,,,
2209,J,10PW096,10PW096,1.0,TO,3.042,0.3,0.02,42.46000000000001,0.0,0.0822429322813938,0.0822429322813938,0.0822429322813938,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0309831032215647,0.0489598948060486,0.0023,J,,0.0309831032215647,594155000000000.0,,,,,
2210,J,10PW096,10PW096,0.85,CL,2.471,0.35,0.0199999999999999,32.709999999999994,0.0,0.0637842978551193,0.0637842978551193,0.0637842978551193,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0133042492917847,0.048959935248887,0.00152,J,,0.0133042492917847,207242000000000.0,,,,,
2211,J,10PW096,10PW096,0.3,AP,0.869,0.96,0.0399999999999999,11.35,0.0,0.0560583429228998,0.0560583429228998,0.0560583429228998,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0048482968929804,0.0489599539700805,0.00225,J,,0.0048482968929804,212478000000000.0,,,,,
2212,J,10PW096,10PW096,0.07,TX,0.305,26.34,3.120000000000001,3.8,0.0,0.0727124590163934,0.0727124590163934,0.0727124590163934,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0045019344262295,0.04896,0.0192503934426229,J,,0.0045019344262295,69247500000000.0,,,,,
2213,J,3PW063,3PW063,1.0,TO,2.949,0.23,0.03,42.35000000000001,0.0,0.0746748050186504,0.0746748050186504,0.0746748050186504,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0222646998982706,0.04895998643608,0.0034500169548999,J,,0.0222646998982706,413911000000000.0,,,,,
2214,J,3PW063,3PW063,0.85,CL,2.416,0.25,0.05,34.480000000000004,0.0,0.0737322019867549,0.0737322019867549,0.0737322019867549,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0209723509933774,0.0489598509933774,0.0038,J,,0.0209723509933774,319418000000000.0,,,,,
2215,J,3PW063,3PW063,0.3,AP,0.81,0.6399999999999999,0.0799999999999999,11.88,0.0,0.0603146913580246,0.0603146913580246,0.0603146913580246,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0068546666666666,0.0489599999999999,0.0045,J,,0.0068546666666666,280012000000000.0,,,,,
2216,J,3PW063,3PW063,0.07,TX,0.239,34.34,5.07,3.81,0.0,0.088973640167364,0.088973640167364,0.088973640167364,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0087318410041841,0.0489598326359832,0.0312818828451882,J,,0.0087318410041841,105247000000000.0,,,,,
2217,J,2PW061,2PW061,1.0,TO,3.019,0.1,0.1,39.8,0.0,0.1096326598211328,0.1096326598211328,0.1096326598211328,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0491725736999006,0.0489599205034779,0.0115,J,,0.0491725736999006,935841000000000.0,,,,,
2218,J,2PW061,2PW061,0.85,CL,2.452,0.1,0.1,32.5,0.0,0.0770195758564437,0.0770195758564437,0.0770195758564437,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0204597063621533,0.0489600326264274,0.0076,J,,0.0204597063621533,316253000000000.0,,,,,
2219,J,2PW061,2PW061,0.3,AP,0.816,0.4000000000000001,0.2,11.3,0.0,0.0648279411764705,0.0648279411764705,0.0648279411764705,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0046179411764705,0.0489600490196078,0.01125,J,,0.0046179411764705,190040000000000.0,,,,,
2220,J,2PW061,2PW061,0.07,TX,0.232,20.2,3.0,4.2,0.0,0.0920931034482758,0.0920931034482758,0.0920931034482758,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.024622974137931,0.0489599137931034,0.01851,J,,0.024622974137931,288094000000000.0,,,,,
2221,J,10PW097,10PW097,1.0,TO,3.172,0.29,0.0199999999999999,44.68000000000001,0.0,0.0878458385876418,0.0878458385876418,0.0878458385876418,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0365857503152585,0.0489599621689785,0.0023,J,,0.0365857503152585,731578000000000.0,,,,,
2222,J,10PW097,10PW097,0.85,CL,2.562,0.34,0.02,34.050000000000004,0.0,0.0659629195940671,0.0659629195940671,0.0659629195940671,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0154829820452771,0.0489601873536299,0.00152,J,,0.0154829820452771,250063000000000.0,,,,,
2223,J,10PW097,10PW097,0.3,AP,0.892,0.86,0.0399999999999999,11.63,0.0,0.0561056053811659,0.0561056053811659,0.0561056053811659,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0048955605381165,0.0489599775784753,0.00225,J,,0.0048955605381165,220228000000000.0,,,,,
2224,J,10PW097,10PW097,0.07,TX,0.31,24.800000000000004,2.82,3.81,0.0,0.0709067741935483,0.0709067741935483,0.0709067741935483,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0045473870967741,0.04896,0.0173993870967741,J,,0.0045473870967741,71093300000000.0,,,,,
2225,J,3PW064,3PW064,1.0,TO,3.082,0.22,0.03,44.74000000000001,0.0,0.079220311486048,0.079220311486048,0.079220311486048,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0268103828682673,0.0489600908500973,0.00345,J,,0.0268103828682673,520896000000000.0,,,,,
2226,J,3PW064,3PW064,0.85,CL,2.507,0.25,0.0399999999999999,35.82,0.0,0.071253689668927,0.071253689668927,0.071253689668927,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0192538492221779,0.0489601116872756,0.0030399999999999,J,,0.0192538492221779,304290000000000.0,,,,,
2227,J,3PW064,3PW064,0.3,AP,0.835,0.6000000000000001,0.0699999999999999,12.1,0.0,0.0590570059880239,0.0590570059880239,0.0590570059880239,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.006159497005988,0.04896,0.003937497005988,J,,0.006159497005988,259380000000000.0,,,,,
2228,J,3PW064,3PW064,0.07,TX,0.244,32.62,4.66,3.83,0.0,0.0874159836065573,0.0874159836065573,0.0874159836065573,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0097038114754098,0.0489598360655737,0.0287522131147541,J,,0.0097038114754098,119409000000000.0,,,,,
2229,J,2PW062,2PW062,1.0,TO,3.411,0.1,0.1,45.0,0.0,0.1228405159777191,0.1228405159777191,0.1228405159777191,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.06238024039871,0.0489601289944297,0.0115,J,,0.06238024039871,1341360000000000.0,,,,,
2230,J,2PW062,2PW062,0.85,CL,2.689,0.0999999999999999,0.0999999999999999,35.5,0.0,0.1217448865749349,0.1217448865749349,0.1217448865749349,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0651848270732614,0.0489598363703979,0.0076,J,,0.0651848270732614,1104970000000000.0,,,,,
2231,J,2PW062,2PW062,0.3,AP,0.875,0.4,0.2,12.0,0.0,0.0962421714285714,0.0962421714285714,0.0962421714285714,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0360321142857142,0.04896,0.01125,J,,0.0360321142857142,1590020000000000.0,,,,,
2232,J,2PW062,2PW062,0.07,TX,0.242,18.73,2.7,4.4,0.0,0.1115185950413223,0.1115185950413223,0.1115185950413223,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0458995867768595,0.0489599173553719,0.0166590082644628,J,,0.0458995867768595,560182000000000.0,,,,,
2233,J,8PW089,8PW089,1.0,TO,3.411,0.1,0.1,45.0,0.0,0.1228405159777191,0.1228405159777191,0.1228405159777191,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.06238024039871,0.0489601289944297,0.0115,J,,0.06238024039871,1341360000000000.0,,,,,
2234,J,8PW089,8PW089,0.85,CL,2.689,0.0999999999999999,0.0999999999999999,35.5,0.0,0.0970903681666046,0.0970903681666046,0.0970903681666046,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0405303086649312,0.0489598363703979,0.0076,J,,0.0405303086649312,687049000000000.0,,,,,
2235,J,8PW089,8PW089,0.3,AP,0.875,0.4,0.2,12.0,0.0,0.0658115428571428,0.0658115428571428,0.0658115428571428,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0056015885714285,0.04896,0.01125,J,,0.0056015885714285,247186000000000.0,,,,,
2236,J,8PW089,8PW089,0.07,TX,0.242,18.73,2.7,4.4,0.0,0.1115185950413223,0.1115185950413223,0.1115185950413223,,,Jet Fuel,,ACT_PRF (CAEP14/ICAO EEDB),,,,,,,0.0458995867768595,0.0489599173553719,0.0166590082644628,J,,0.0458995867768595,560182000000000.0,,,,,
