oid,profile_id,arrival_departure,stage,point,weight_lbs,horizontal_feet,vertical_feet,tas_knots,weight_kgs,horizontal_metres,vertical_metres,tas_metres,power,mode,course,fuel_flow_kgm
1224,747200-D-7,D,7,4,775000,52323.1,2491.3,222.9,351533.8,15948.08088,759.34824,114.6695676,0.718215165,CL,ANP2.2,
1225,747200-D-7,D,7,5,775000,53323.1,2537.8,223.1,351533.8,16252.88088,773.52144,114.7724564,0.617924615,CL,ANP2.2,
1226,747200-D-7,D,7,6,775000,79805.2,3072.6,266.5,351533.8,24324.62496,936.52848,137.099326,0.582584615,CL,ANP2.2,
1227,747200-D-7,D,7,7,775000,91111.4,3284.3,288.2,351533.8,27770.75472,1001.05464,148.2627608,0.56457956,CL,ANP2.2,
1228,747200-D-7,D,7,8,775000,132176.8,5500,298,351533.8,40287.48864,1676.4,153.304312,0.575206593,CL,ANP2.2,
1229,747200-D-7,D,7,9,775000,174438.9,7500,307.2,351533.8,53168.97672,2286,158.0371968,0.583094066,CL,ANP2.2,
1230,747200-D-7,D,7,10,775000,236588.6,10000,319.4,351533.8,72112.20528,3048,164.3134136,0.590678901,CL,ANP2.2,
1231,747400-A-1,A,1,1,545000,-114486.8,6000,272,247207.64,-34895.57664,1828.8,139.928768,0.058762676,AP,ANP2.2,
1232,747400-A-1,A,1,2,545000,-58243.4,3052.4,184.3,247207.64,-17752.58832,930.37152,94.8120292,0.052641021,AP,ANP2.2,
1233,747400-A-1,A,1,3,545000,-57243.4,3000,182.4,247207.64,-17447.78832,914.4,93.8345856,0.090963204,AP,ANP2.2,
1234,747400-A-1,A,1,4,545000,-29621.7,1552.4,164.8,247207.64,-9028.69416,473.17152,84.7803712,0.086252465,AP,ANP2.2,
1235,747400-A-1,A,1,5,545000,-28621.7,1500,164.1,247207.64,-8723.89416,457.2,84.4202604,0.181254049,AP,ANP2.2,
1236,747400-A-1,A,1,6,545000,-20081.1,1052.4,157.7,247207.64,-6120.71928,320.77152,81.1278188,0.178318662,AP,ANP2.2,
1237,747400-A-1,A,1,7,545000,-19081.1,1000,156.9,247207.64,-5815.91928,304.8,80.7162636,0.24215669,AP,ANP2.2,
1238,747400-A-1,A,1,8,545000,-1000,52.4,157.3,247207.64,-304.8,15.97152,80.9220412,0.233971479,AP,ANP2.2,
1239,747400-A-1,A,1,9,545000,0,0,157.3,247207.64,0,0,80.9220412,0.233555458,AP,ANP2.2,
1240,747400-A-1,A,1,10,545000,533.6,0,146.7,247207.64,162.64128,0,75.4689348,0.1,AP,ANP2.2,
1241,747400-A-1,A,1,11,545000,4802.4,0,29.8,247207.64,1463.77152,0,15.3304312,0.1,AP,ANP2.2,
1242,747400-D-1,D,1,1,545000,0,0,0,247207.64,0,0,0,0.939000176,TO,ANP2.2,
1243,747400-D-1,D,1,2,545000,3453.3,0,156.7,247207.64,1052.56584,0,80.6133748,0.790809331,TO,ANP2.2,
1244,747400-D-1,D,1,3,545000,10283,1500,160.2,247207.64,3134.2584,457.2,82.4139288,0.806820423,TO,ANP2.2,
1245,747400-D-1,D,1,4,545000,11283,1685,160.6,247207.64,3439.0584,513.588,82.6197064,0.678921655,CL,ANP2.2,
1246,747400-D-1,D,1,5,545000,18389.6,3000,163.8,247207.64,5605.15008,914.4,84.2659272,0.693640317,CL,ANP2.2,
1247,747400-D-1,D,1,6,545000,24348.4,3500.3,199.1,247207.64,7421.39232,1066.89144,102.4258004,0.674877113,CL,ANP2.2,
1248,747400-D-1,D,1,7,545000,36314.5,4449.3,256.9,247207.64,11068.6596,1356.14664,132.1606636,0.646710915,CL,ANP2.2,
1249,747400-D-1,D,1,8,545000,44666.8,5796,262.1,247207.64,13614.44064,1766.6208,134.8357724,0.661784859,CL,ANP2.2,
1250,747400-D-1,D,1,9,545000,52981,6465.5,294.1,247207.64,16148.6088,1970.6844,151.2979804,0.649247359,CL,ANP2.2,
1251,747400-D-1,D,1,10,545000,59731.8,7500,298.8,247207.64,18206.25264,2286,153.7158672,0.660826408,CL,ANP2.2,
1252,747400-D-1,D,1,11,545000,76904.5,10000,310.6,247207.64,23440.4916,3048,159.7863064,0.688809331,CL,ANP2.2,
1253,747400-D-2,D,2,1,563800,0,0,0,255735.1696,0,0,0,0.939000176,TO,ANP2.2,
1254,747400-D-2,D,2,2,563800,3707.5,0,159.4,255735.1696,1130.046,0,82.0023736,0.788275,TO,ANP2.2,
1255,747400-D-2,D,2,3,563800,10956.5,1500,162.9,255735.1696,3339.5412,457.2,83.8029276,0.804286092,TO,ANP2.2,
1256,747400-D-2,D,2,4,563800,11956.5,1675,163.4,255735.1696,3644.3412,510.54,84.0601496,0.676788028,CL,ANP2.2,
1257,747400-D-2,D,2,5,563800,19529.4,3000,166.6,255735.1696,5952.56112,914.4,85.7063704,0.69161919,CL,ANP2.2,
1258,747400-D-2,D,2,6,563800,25818.6,3499.7,201.4,255735.1696,7869.50928,1066.70856,103.6090216,0.67321919,CL,ANP2.2,
1259,747400-D-2,D,2,7,563800,38741.7,4476.2,259.7,255735.1696,11808.47016,1364.34576,133.6011068,0.645061092,CL,ANP2.2,
1260,747400-D-2,D,2,8,563800,46623,5685,264.5,255735.1696,14210.6904,1732.788,136.070438,0.658591901,CL,ANP2.2,
1261,747400-D-2,D,2,9,563800,54481.4,6292.9,293.3,255735.1696,16605.93072,1918.07592,150.8864252,0.647315493,CL,ANP2.2,
1262,747400-D-2,D,2,10,563800,62708.9,7500,298.8,255735.1696,19113.67272,2286,153.7158672,0.660826408,CL,ANP2.2,
1263,747400-D-2,D,2,11,563800,80698.2,10000,310.6,255735.1696,24596.81136,3048,159.7863064,0.688809331,CL,ANP2.2,
1264,747400-D-3,D,3,1,583100,0,0,0,264489.4952,0,0,0,0.939000176,TO,ANP2.2,
1265,747400-D-3,D,3,2,583100,3978.6,0,162.1,264489.4952,1212.67728,0,83.3913724,0.785716901,TO,ANP2.2,
1266,747400-D-3,D,3,3,583100,11677.1,1500,165.7,264489.4952,3559.18008,457.2,85.2433708,0.801727993,TO,ANP2.2,
1267,747400-D-3,D,3,4,583100,12677.1,1665.4,166.1,264489.4952,3863.98008,507.61392,85.4491484,0.674640493,CL,ANP2.2,
1268,747400-D-3,D,3,5,583100,20747.4,3000,169.4,264489.4952,6323.80752,914.4,87.1468136,0.689579225,CL,ANP2.2,
1269,747400-D-3,D,3,6,583100,27378.6,3497.9,203.7,264489.4952,8344.99728,1066.15992,104.7922428,0.67154912,CL,ANP2.2,
1270,747400-D-3,D,3,7,583100,41234.6,4490.1,262.4,264489.4952,12568.30608,1368.58248,134.9901056,0.643341725,CL,ANP2.2,
1271,747400-D-3,D,3,8,583100,48697,5579,266.8,264489.4952,14842.8456,1700.4792,137.2536592,0.655529754,CL,ANP2.2,
1272,747400-D-3,D,3,9,583100,56047.9,6123.4,292.6,264489.4952,17083.39992,1866.41232,150.5263144,0.645417958,CL,ANP2.2,
1273,747400-D-3,D,3,10,583100,65849,7500,298.8,264489.4952,20070.7752,2286,153.7158672,0.660826408,CL,ANP2.2,
1274,747400-D-3,D,3,11,583100,84696,10000,310.6,264489.4952,25815.3408,3048,159.7863064,0.688809331,CL,ANP2.2,
1275,747400-D-4,D,4,1,621500,0,0,0,281907.428,0,0,0,0.939000176,TO,ANP2.2,
1276,747400-D-4,D,4,2,621500,4548.6,0,167.4,281907.428,1386.41328,0,86.1179256,0.780750176,TO,ANP2.2,
1277,747400-D-4,D,4,3,621500,13204.8,1500,171.1,281907.428,4024.82304,457.2,88.0213684,0.796761268,TO,ANP2.2,
1278,747400-D-4,D,4,4,621500,14204.8,1648.2,171.5,281907.428,4329.62304,502.37136,88.227146,0.670487148,CL,ANP2.2,
1279,747400-D-4,D,4,5,621500,23326.2,3000,174.9,281907.428,7109.82576,914.4,89.9762556,0.685618134,CL,ANP2.2,
1280,747400-D-4,D,4,6,621500,30711.2,3498.7,208.2,281907.428,9360.77376,1066.40376,107.1072408,0.66833169,CL,ANP2.2,
1281,747400-D-4,D,4,7,621500,46791.6,4543.5,268.1,281907.428,14262.07968,1384.8588,137.9224364,0.640113204,CL,ANP2.2,
1282,747400-D-4,D,4,8,621500,53048.4,5372,271.5,281907.428,16169.15232,1637.3856,139.671546,0.649386444,CL,ANP2.2,
1283,747400-D-4,D,4,9,621500,59162.8,5789.3,291.1,281907.428,18032.82144,1764.57864,149.7546484,0.641677993,CL,ANP2.2,
1284,747400-D-4,D,4,10,621500,72405.2,7500,298.8,281907.428,22069.10496,2286,153.7158672,0.660826408,CL,ANP2.2,
1285,747400-D-4,D,4,11,621500,93020.1,10000,310.6,281907.428,28352.52648,3048,159.7863064,0.688809331,CL,ANP2.2,
1286,747400-D-5,D,5,1,669500,0,0,0,303679.844,0,0,0,0.939000176,TO,ANP2.2,
1287,747400-D-5,D,5,2,669500,5319.1,0,173.7,303679.844,1621.26168,0,89.3589228,0.774752817,TO,ANP2.2,
1288,747400-D-5,D,5,3,669500,15309.1,1500,177.6,303679.844,4666.21368,457.2,91.3652544,0.790763732,TO,ANP2.2,
1289,747400-D-5,D,5,4,669500,16309.1,1629.7,177.9,303679.844,4971.01368,496.73256,91.5195876,0.665497183,CL,ANP2.2,
1290,747400-D-5,D,5,5,669500,26873.9,3000,181.6,303679.844,8191.16472,914.4,93.4230304,0.680835211,CL,ANP2.2,
1291,747400-D-5,D,5,6,669500,35347.3,3502.2,213.8,303679.844,10773.85704,1067.47056,109.9881272,0.664319542,CL,ANP2.2,
1292,747400-D-5,D,5,7,669500,54436,4604.6,274.6,303679.844,16592.0928,1403.48208,141.2663224,0.636370246,CL,ANP2.2,
1293,747400-D-5,D,5,8,669500,59022.2,5145,276.9,303679.844,17989.96656,1568.196,142.4495436,0.64241919,CL,ANP2.2,
1294,747400-D-5,D,5,9,669500,63377.8,5414.6,289.4,303679.844,19317.55344,1650.37008,148.8800936,0.637484331,CL,ANP2.2,
1295,747400-D-5,D,5,10,669500,81216.7,7500,298.8,303679.844,24754.85016,2286,153.7158672,0.660826408,CL,ANP2.2,
1296,747400-D-5,D,5,11,669500,104165.3,10000,310.6,303679.844,31749.58344,3048,159.7863064,0.688809331,CL,ANP2.2,
1297,747400-D-6,D,6,1,720900,0,0,0,326994.4728,0,0,0,0.939000176,TO,ANP2.2,
1298,747400-D-6,D,6,2,720900,6216.7,0,180.2,326994.4728,1894.85016,0,92.7028088,0.768564437,TO,ANP2.2,
1299,747400-D-6,D,6,3,720900,16911.3,1500,184.3,326994.4728,5154.56424,457.2,94.8120292,0.784575528,TO,ANP2.2,
1300,747400-D-6,D,6,4,720900,17911.3,1612.8,184.6,326994.4728,5459.36424,491.58144,94.9663624,0.660372711,CL,ANP2.2,
1301,747400-D-6,D,6,5,720900,30209.4,3000,188.4,326994.4728,9207.82512,914.4,96.9212496,0.675899824,CL,ANP2.2,
1302,747400-D-6,D,6,6,720900,40041.3,3508,219.8,326994.4728,12204.58824,1069.2384,113.0747912,0.66010757,CL,ANP2.2,
1303,747400-D-6,D,6,7,720900,60200.1,4536.3,275.7,326994.4728,18348.99048,1382.66424,141.8322108,0.634630634,CL,ANP2.2,
1304,747400-D-6,D,6,8,720900,62559.6,4660.9,281.8,326994.4728,19068.16608,1420.64232,144.9703192,0.632123592,CL,ANP2.2,
1305,747400-D-6,D,6,9,720900,64902.2,4921,282.9,326994.4728,19782.19056,1499.9208,145.5362076,0.635035211,CL,ANP2.2,
1306,747400-D-6,D,6,10,720900,67047.7,5040.5,288.4,326994.4728,20436.13896,1536.3444,148.3656496,0.632846831,CL,ANP2.2,
1307,747400-D-6,D,6,11,720900,71277.5,5500,290.4,326994.4728,21725.382,1676.4,149.3945376,0.637989965,CL,ANP2.2,
1308,747400-D-6,D,6,12,720900,90375.8,7500,299.5,326994.4728,27546.54384,2286,154.075978,0.660376232,CL,ANP2.2,
1309,747400-D-6,D,6,13,720900,116017,10000,311.3,326994.4728,35361.9816,3048,160.1464172,0.688359155,CL,ANP2.2,
1310,747400-D-7,D,7,1,776600,0,0,0,352259.5472,0,0,0,0.939000176,TO,ANP2.2,
1311,747400-D-7,D,7,2,776600,7275.6,0,187.1,352259.5472,2217.60288,0,96.2524724,0.762102641,TO,ANP2.2,
1312,747400-D-7,D,7,3,776600,19701.9,1500,191.2,352259.5472,6005.13912,457.2,98.3616928,0.778113556,TO,ANP2.2,
1313,747400-D-7,D,7,4,776600,20701.9,1597.1,191.5,352259.5472,6309.93912,486.79608,98.516026,0.655044014,CL,ANP2.2,
1314,747400-D-7,D,7,5,776600,35142.8,3000,195.5,352259.5472,10711.52544,914.4,100.573802,0.670746479,CL,ANP2.2,
1315,747400-D-7,D,7,6,776600,46707.4,3516.4,226.1,352259.5472,14236.41552,1071.79872,116.3157884,0.655700528,CL,ANP2.2,
1316,747400-D-7,D,7,7,776600,67045.2,4424.7,275.2,352259.5472,20435.37696,1348.64856,141.5749888,0.633381338,CL,ANP2.2,
1317,747400-D-7,D,7,8,776600,67935.2,4509,275.6,352259.5472,20706.64896,1374.3432,141.7807664,0.634325,CL,ANP2.2,
1318,747400-D-7,D,7,9,776600,73295,4767.9,287.4,352259.5472,22340.316,1453.25592,147.8512056,0.629720246,CL,ANP2.2,
1319,747400-D-7,D,7,10,776600,74257,4815.2,289.6,352259.5472,22633.5336,1467.67296,148.9829824,0.628824648,CL,ANP2.2,
1320,747400-D-7,D,7,11,776600,81300.2,5500,292.6,352259.5472,24780.30096,1676.4,150.5263144,0.636489437,CL,ANP2.2,
1321,747400-D-7,D,7,12,776600,102737.1,7500,301.7,352259.5472,31314.26808,2286,155.2077548,0.658875704,CL,ANP2.2,
1322,747400-D-7,D,7,13,776600,132312.7,10000,313.6,352259.5472,40328.91096,3048,161.3296384,0.686858627,CL,ANP2.2,
1323,747400-D-8,D,8,1,836200,0,0,0,379293.6304,0,0,0,0.939000176,TO,ANP2.2,
1324,747400-D-8,D,8,2,836200,8509.4,0,194.1,379293.6304,2593.66512,0,99.8535804,0.755440141,TO,ANP2.2,
1325,747400-D-8,D,8,3,836200,23091.1,1500,198.4,379293.6304,7038.16728,457.2,102.0656896,0.771451056,TO,ANP2.2,
1326,747400-D-8,D,8,4,836200,24091.1,1582.8,198.7,379293.6304,7342.96728,482.43744,102.2200228,0.649570246,CL,ANP2.2,
1327,747400-D-8,D,8,5,836200,41203.2,3000,202.9,379293.6304,12558.73536,914.4,104.3806876,0.665433099,CL,ANP2.2,
1328,747400-D-8,D,8,6,836200,55054.1,3528,232.9,379293.6304,16780.48968,1075.3344,119.8140076,0.651028521,CL,ANP2.2,
1329,747400-D-8,D,8,7,836200,74933.9,4292.8,274.7,379293.6304,22839.85272,1308.44544,141.3177668,0.631905634,CL,ANP2.2,
1330,747400-D-8,D,8,8,836200,77872.5,4540,275.7,379293.6304,23735.538,1383.792,141.8322108,0.634672007,CL,ANP2.2,
1331,747400-D-8,D,8,9,836200,83118,4762.5,286,379293.6304,25334.3664,1451.61,147.130984,0.630559683,CL,ANP2.2,
1332,747400-D-8,D,8,10,836200,88826.6,5012.5,297.6,379293.6304,27074.34768,1527.81,153.0985344,0.62600581,CL,ANP2.2,
1333,747400-D-8,D,8,11,836200,94534.5,5500,299.8,379293.6304,28814.1156,1676.4,154.2303112,0.631462852,CL,ANP2.2,
1334,747400-D-8,D,8,12,836200,119540.4,7500,309.1,379293.6304,36435.91392,2286,159.0146404,0.65384912,CL,ANP2.2,
1335,747400-D-8,D,8,13,836200,153367.9,10000,321.4,379293.6304,46746.53592,3048,165.3423016,0.681832042,CL,ANP2.2,
1336,747400-D-9,D,9,1,875000,0,0,0,396893,0,0,0,0.939000176,TO,ANP2.2,
1337,747400-D-9,D,9,2,875000,9369.6,0,198.6,396893,2855.85408,0,102.1685784,0.751229754,TO,ANP2.2,
1338,747400-D-9,D,9,3,875000,25561.8,1500,203,396893,7791.23664,457.2,104.432132,0.767240845,TO,ANP2.2,
1339,747400-D-9,D,9,4,875000,26561.8,1574.6,203.2,396893,8096.03664,479.93808,104.5350208,0.646120423,CL,ANP2.2,
1340,747400-D-9,D,9,5,875000,45672.4,3000,207.6,396893,13920.94752,914.4,106.7985744,0.662075352,CL,ANP2.2,
1341,747400-D-9,D,9,6,875000,61250.2,3533.5,237.2,396893,18669.06096,1077.0108,122.0261168,0.648013908,CL,ANP2.2,
1342,747400-D-9,D,9,7,875000,80488.2,4203.1,274.3,396893,24532.80336,1281.10488,141.1119892,0.630901585,CL,ANP2.2,
1343,747400-D-9,D,9,8,875000,85451,4590,275.9,396893,26045.4648,1399.032,141.9350996,0.63523169,CL,ANP2.2,
1344,747400-D-9,D,9,9,875000,92874.6,4876.8,289.4,396893,28308.17808,1486.44864,148.8800936,0.629814437,CL,ANP2.2,
1345,747400-D-9,D,9,10,875000,100741.9,5192.1,303.3,396893,30706.13112,1582.55208,156.0308652,0.624640493,CL,ANP2.2,
1346,747400-D-9,D,9,11,875000,104770.9,5500,304.7,396893,31934.17032,1676.4,156.7510868,0.62808662,CL,ANP2.2,
1347,747400-D-9,D,9,12,875000,131980.4,7500,314.1,396893,40227.62592,2286,161.5868604,0.650473063,CL,ANP2.2,
1348,747400-D-9,D,9,13,875000,168876.1,10000,326.6,396893,51473.43528,3048,168.0174104,0.678455986,CL,ANP2.2,
1376,757300-A-1,A,1,28,203900,-954,50,139.7,92487.4088,-290.7792,15.24,71.8678268,0.197772622,AP,ANP2.2,
1377,757300-A-1,A,1,29,203900,0,0,138.7,92487.4088,0,0,71.3533828,0.197772622,AP,ANP2.2,
1378,757300-A-1,A,1,30,203900,413.2,0,131.7,92487.4088,125.94336,0,67.7522748,0.4,AP,ANP2.2,
1379,757300-A-1,A,1,31,203900,4131.9,0,30,92487.4088,1259.40312,0,15.43332,0.093735499,AP,ANP2.2,
1380,JET-SMALL-D-6,D,1,1,203900,0,0,0,92487.4088,0,0,0,0.931952436,TO,ANP2.2,
1381,JET-SMALL-D-6,D,1,2,203900,4208.8,0,174.1,92487.4088,1282.84224,0,89.5647004,0.788533643,TO,ANP2.2,
1382,JET-SMALL-D-6,D,1,3,203900,10139.6,1500,178,92487.4088,3090.55008,457.2,91.571032,0.784591183,TO,ANP2.2,
1383,JET-SMALL-D-6,D,1,4,203900,11139.6,1649.5,178.4,92487.4088,3395.35008,502.7676,91.7768096,0.577239443,CL,ANP2.2,
1384,JET-SMALL-D-6,D,1,5,203900,20170.9,3000,182,92487.4088,6148.09032,914.4,93.628808,0.589715777,CL,ANP2.2,
1385,JET-SMALL-D-6,D,1,6,203900,26231.4,3448.4,207.3,92487.4088,7995.33072,1051.07232,106.6442412,0.577520882,CL,ANP2.2,
1386,JET-SMALL-D-6,D,1,7,203900,30382.5,3752.4,226.1,92487.4088,9260.586,1143.73152,116.3157884,0.568256148,CL,ANP2.2,
1387,JET-SMALL-D-6,D,1,8,203900,40770,4493.3,265.9,92487.4088,12426.696,1369.55784,136.7906596,0.550244316,CL,ANP2.2,
1388,JET-SMALL-D-6,D,1,9,203900,48320.7,5500,269.9,92487.4088,14728.14936,1676.4,138.8484356,0.559545012,CL,ANP2.2,
1389,JET-SMALL-D-6,D,1,10,203900,64021.7,7500,278.3,92487.4088,19513.81416,2286,143.1697652,0.578022042,CL,ANP2.2,
1390,JET-SMALL-D-6,D,1,11,203900,85127,10000,289.3,92487.4088,25946.7096,3048,148.8286492,0.601118329,CL,ANP2.2,
1391,757300-D-2,D,2,1,212700,0,0,0,96479.0184,0,0,0,0.931952436,TO,ANP2.2,
1392,757300-D-2,D,2,2,212700,4597.8,0,177.8,96479.0184,1401.40944,0,91.4681432,0.785471462,TO,ANP2.2,
1393,757300-D-2,D,2,3,212700,10930.1,1500,181.8,96479.0184,3331.49448,457.2,93.5259192,0.781529002,TO,ANP2.2,
1394,757300-D-2,D,2,4,212700,11930.1,1638.7,182.1,96479.0184,3636.29448,499.47576,93.6802524,0.574486543,CL,ANP2.2,
1395,757300-D-2,D,2,5,212700,21741.1,3000,185.9,96479.0184,6626.68728,914.4,95.6351396,0.587062413,CL,ANP2.2,
1396,757300-D-2,D,2,6,212700,27713.1,3409.7,208.8,96479.0184,8446.95288,1039.27656,107.4159072,0.576026914,CL,ANP2.2,
1397,757300-D-2,D,2,7,212700,31864.8,3695.1,226.5,96479.0184,9712.39104,1126.26648,116.521566,0.567300696,CL,ANP2.2,
1398,757300-D-2,D,2,8,212700,42657.5,4421.2,265.6,96479.0184,13002.006,1347.58176,136.6363264,0.549578422,CL,ANP2.2,
1399,757300-D-2,D,2,9,212700,51245.4,5500,269.9,96479.0184,15619.59792,1676.4,138.8484356,0.559545012,CL,ANP2.2,
1400,757300-D-2,D,2,10,212700,67939.9,7500,278.3,96479.0184,20708.08152,2286,143.1697652,0.578022042,CL,ANP2.2,
1401,757300-D-2,D,2,11,212700,90408.9,10000,289.3,96479.0184,27556.63272,3048,148.8286492,0.601118329,CL,ANP2.2,
1402,757300-D-3,D,3,1,222100,0,0,0,100742.7832,0,0,0,0.931952436,TO,ANP2.2,
1403,757300-D-3,D,3,2,222100,5033.6,0,181.7,100742.7832,1534.24128,0,93.4744748,0.782269606,TO,ANP2.2,
1404,757300-D-3,D,3,3,222100,11810.5,1500,185.7,100742.7832,3599.8404,457.2,95.5322508,0.778327378,TO,ANP2.2,
1405,757300-D-3,D,3,4,222100,12810.5,1628.2,186.1,100742.7832,3904.6404,496.27536,95.7380284,0.571614849,CL,ANP2.2,
1406,757300-D-3,D,3,5,222100,23507.1,3000,189.9,100742.7832,7164.96408,914.4,97.6929156,0.584287935,CL,ANP2.2,
1407,757300-D-3,D,3,6,222100,29550.3,3388.8,210.9,100742.7832,9006.93144,1032.90624,108.4962396,0.574413689,CL,ANP2.2,
1408,757300-D-3,D,3,7,222100,33745.2,3658.6,227.6,100742.7832,10285.53696,1115.14128,117.0874544,0.566182599,CL,ANP2.2,
1409,757300-D-3,D,3,8,222100,44812.6,4356.7,265.3,100742.7832,13658.88048,1327.92216,136.4819932,0.548982831,CL,ANP2.2,
1410,757300-D-3,D,3,9,222100,54496.3,5500,269.9,100742.7832,16610.47224,1676.4,138.8484356,0.559545012,CL,ANP2.2,
1411,757300-D-3,D,3,10,222100,72292.2,7500,278.3,100742.7832,22034.66256,2286,143.1697652,0.578022042,CL,ANP2.2,
1412,757300-D-3,D,3,11,222100,96277.6,10000,289.3,100742.7832,29345.41248,3048,148.8286492,0.601118329,CL,ANP2.2,
1413,757300-D-4,D,4,1,239100,0,0,0,108453.8472,0,0,0,0.931952436,TO,ANP2.2,
1414,757300-D-4,D,4,2,239100,5875.8,0,188.5,108453.8472,1790.94384,0,96.972694,0.776646636,TO,ANP2.2,
1415,757300-D-4,D,4,3,239100,13500.9,1500,192.7,108453.8472,4115.07432,457.2,99.1333588,0.772704408,TO,ANP2.2,
1416,757300-D-4,D,4,4,239100,14500.9,1611.5,193,108453.8472,4419.87432,491.1852,99.287692,0.566587703,CL,ANP2.2,
1417,757300-D-4,D,4,5,239100,26956.8,3000,197.1,108453.8472,8216.43264,914.4,101.3969124,0.579415545,CL,ANP2.2,
1418,757300-D-4,D,4,6,239100,32997.7,3343.5,214.6,108453.8472,10057.69896,1019.0988,110.3996824,0.571367053,CL,ANP2.2,
1419,757300-D-4,D,4,7,239100,37973.8,3626.1,232.1,108453.8472,11574.41424,1105.23528,119.4024524,0.562757309,CL,ANP2.2,
1420,757300-D-4,D,4,8,239100,48793.5,4240,264.8,108453.8472,14872.2588,1292.352,136.2247712,0.547904872,CL,ANP2.2,
1421,757300-D-4,D,4,9,239100,60686.5,5500,269.9,108453.8472,18497.2452,1676.4,138.8484356,0.559545012,CL,ANP2.2,
1422,757300-D-4,D,4,10,239100,80588.2,7500,278.3,108453.8472,24563.28336,2286,143.1697652,0.578022042,CL,ANP2.2,
1423,757300-D-4,D,4,11,239100,107485.5,10000,289.3,108453.8472,32761.5804,3048,148.8286492,0.601118329,CL,ANP2.2,
1424,757300-D-5,D,5,1,260700,0,0,0,118251.4344,0,0,0,0.931952436,TO,ANP2.2,
1425,757300-D-5,D,5,2,260700,7047.6,0,196.9,118251.4344,2148.10848,0,101.2940236,0.769783295,TO,ANP2.2,
1426,757300-D-5,D,5,3,260700,15843,1500,201.2,118251.4344,4828.9464,457.2,103.5061328,0.765841067,TO,ANP2.2,
1427,757300-D-5,D,5,4,260700,16843,1593.5,201.5,118251.4344,5133.7464,485.6988,103.660466,0.560474246,CL,ANP2.2,
1428,757300-D-5,D,5,5,260700,31885,3000,205.8,118251.4344,9718.548,914.4,105.8725752,0.573468213,CL,ANP2.2,
1429,757300-D-5,D,5,6,260700,38027.2,3298.9,220,118251.4344,11590.69056,1005.50472,113.17768,0.567190951,CL,ANP2.2,
1430,757300-D-5,D,5,7,260700,44442.9,3611.1,239.2,118251.4344,13546.19592,1100.66328,123.0550048,0.557789559,CL,ANP2.2,
1431,757300-D-5,D,5,8,260700,53937.7,4077.9,264.2,118251.4344,16440.21096,1242.94392,135.9161048,0.546407193,CL,ANP2.2,
1432,757300-D-5,D,5,9,260700,69246.4,5500,269.9,118251.4344,21106.30272,1676.4,138.8484356,0.559545012,CL,ANP2.2,
1433,757300-D-5,D,5,10,260700,92059.2,7500,278.3,118251.4344,28059.64416,2286,143.1697652,0.578022042,CL,ANP2.2,
1434,757300-D-5,D,5,11,260700,123011.2,10000,289.3,118251.4344,37493.81376,3048,148.8286492,0.601118329,CL,ANP2.2,
1435,757300-D-6,D,6,1,269400,0,0,0,122197.6848,0,0,0,0.931952436,TO,ANP2.2,
1436,757300-D-6,D,6,2,269400,7552.1,0,200.1,122197.6848,2301.88008,0,102.9402444,0.767099536,TO,ANP2.2,
1437,757300-D-6,D,6,3,269400,17453.8,1500,204.6,122197.6848,5319.91824,457.2,105.2552424,0.763157309,TO,ANP2.2,
1438,757300-D-6,D,6,4,269400,18453.8,1581.9,204.8,122197.6848,5624.71824,482.16312,105.3581312,0.558041531,CL,ANP2.2,
1439,757300-D-6,D,6,5,269400,35766.2,3000,209.2,122197.6848,10901.53776,914.4,107.6216848,0.571142459,CL,ANP2.2,
1440,757300-D-6,D,6,6,269400,42135,3289.6,222.7,122197.6848,12842.748,1002.67008,114.5666788,0.565258701,CL,ANP2.2,
1441,757300-D-6,D,6,7,269400,49077.3,3609.6,242,122197.6848,14958.76104,1100.20608,124.495448,0.555857773,CL,ANP2.2,
1442,757300-D-6,D,6,8,269400,57844.4,4015.4,263.9,122197.6848,17630.97312,1223.89392,135.7617716,0.54582993,CL,ANP2.2,
1443,757300-D-6,D,6,9,269400,74669,5500,269.9,122197.6848,22759.1112,1676.4,138.8484356,0.559545012,CL,ANP2.2,
1444,757300-D-6,D,6,10,269400,98737.5,7500,278.3,122197.6848,30095.19,2286,143.1697652,0.578022042,CL,ANP2.2,
1445,757300-D-6,D,6,11,269400,131448.6,10000,289.3,122197.6848,40065.53328,3048,148.8286492,0.601118329,CL,ANP2.2,
1446,767300-A-1,A,1,1,265000,-114486.8,6000,272,120201.88,-34895.57664,1828.8,139.928768,0.0068545,AP,ANP2.2,
1447,767300-A-1,A,1,2,265000,-58243.4,3052.4,175.9,120201.88,-17752.58832,930.37152,90.4906996,0.006139833,AP,ANP2.2,
1448,767300-A-1,A,1,3,265000,-57243.4,3000,173.7,120201.88,-17447.78832,914.4,89.3589228,0.064924333,AP,ANP2.2,
1449,767300-A-1,A,1,4,265000,-29621.7,1552.4,144.6,120201.88,-9028.69416,473.17152,74.3886024,0.061561833,AP,ANP2.2,
1450,767300-A-1,A,1,5,265000,-28621.7,1500,143.4,120201.88,-8723.89416,457.2,73.7712696,0.178336167,AP,ANP2.2,
1451,767300-A-1,A,1,6,265000,-20081.1,1052.4,138.9,120201.88,-6120.71928,320.77152,71.4562716,0.175448167,AP,ANP2.2,
