oid;icao;ac_group_code;ac_group;manufacturer;name;class;mtow;engine_count;engine_name;engine;departure_profile;arrival_profile;bada_id;wake_category;apu_id
936;A124;JL;JET LARGE;ANTONOV;An-124 Ruslan;L4J/H;392000;4;CF6-50C2B;3GE078;74720B-D-1;74720B-A-1;A124;H;LNEW
937;A140;TP;TURBOPROP;ANTONOV;An-140;L2T/M;19150;2;PW127;PW127;HS748A-D-1;HS748A-A-1;A140;M;TPRP
938;A148;JM;JET MEDIUM;ANTONOV;An148;L2J/M;41549.06109;2;D-436-148 F2;13ZM004;EMB175-D-1;EMB175-A-1;A148;M;
939;A158;JM;JET MEDIUM;ANTONOV;An158;L2J/M;43680.94523;2;D-436-148 F2;13ZM004;HS748A-D-1;HS748A-A-1;A148;M;
940;A743;JR;JET MILITARY;ANTONOV;An-74-300;L2J/M;36000;2;D-36;1ZM001;HS748A-D-1;HS748A-A-1;A148;M;0
941;AN72;JR;JET REGIONAL;ANTONOV;An-72/74;L2J/M;35029;2;D-36;1ZM001;EMB170-D-1;EMB170-A-1;A148;M;REGJ
942;A19N;JM;JET MEDIUM;AIRBUS;A-319neo;L2J/M;75500;2;LEAP-1A26/26E1;17CM082;A319-131-D-1;A319-131-A-1;A20N;M;
943;A306;JM;JET MEDIUM;AIRBUS;A-300-600;L2J/H;169396;2;CF6-80C2A5;2GE039;A300-622R-D-1;A300-622R-A-1;A306;H;MIDR
944;A30B;JM;JET MEDIUM;AIRBUS;A-300-100/200;L2J/H;157460;2;CF6-50C2;3GE074;A300B4-203-D-1;A300B4-203-A-1;A30B;H;MIDR
945;A310;JM;JET MEDIUM;AIRBUS;A-310 (CC-150 Polaris);L2J/H;150494;2;CF6-80C2A8;2GE040;A310-304-D-1;A310-304-A-1;A310;H;MIDR
946;A318;JS;JET SMALL;AIRBUS;A-318;L2J/M;59714;2;CFM56-5B8/P;7CM048;A319-131-D-1;A319-131-A-1;A318;M;SNEW
947;A319;JS;JET SMALL;AIRBUS;A-319;L2J/M;65576;2;CFM56-5B5/P;3CM027;A319-131-D-1;A319-131-A-1;A319;M;SNEW
948;BCS1;JM;JET MEDIUM;BOMBARDIER;BD500CSeriesCS100;L2J/M;58513.41573;2;PW1521G;16PW112;A320-211-D-1;A320-211-A-1;A319;M;
949;BCS3;JM;JET MEDIUM;BOMBARDIER;BD500CSeriesCS300;L2J/M;65317.30128;2;PW1521G;16PW112;A320-211-D-1;A320-211-A-1;A319;M;
950;A320;JS;JET SMALL;AIRBUS;A-320;L2J/M;74284;2;V2527-A5;1IA003;A320-211-D-1;A320-211-A-1;A320;M;SNEW
951;A321;JS;JET SMALL;AIRBUS;A-321;L2J/M;87530;2;V2533-A5;3IA008;A321-232-D-1;A321-232-A-1;A321;M;SNEW
952;KC39;JM;JET MEDIUM;EMBRAER;KC-390;L2J/M;64999.78662;2;V2531-E5 ;14IA018;A320-211-D-1;A320-211-A-1;A321;M;
953;A332;JM;JET MEDIUM;AIRBUS;A-330-200;L2J/H;230544;2;Trent 772;14RR071;A330-301-D-1;A330-301-A-1;A332;H;MIDR
954;A333;JM;JET MEDIUM;AIRBUS;A-330-300;L2J/H;222432;2;Trent 772;14RR071;A330-301-D-1;A330-301-A-1;A333;H;MIDR
955;A342;JL;JET LARGE;AIRBUS;A-340-200;L4J/H;258429;4;CFM56-5C2;1CM010;A340-211-D-1;A340-211-A-1;A342;H;LOLD
956;A343;JL;JET LARGE;AIRBUS;A-340-300;L4J/H;269670;4;CFM56-5C4;2CM015;A340-211-D-1;A340-211-A-1;A343;H;LNEW
957;B52;JL;JET LARGE;BOEING;B-52 Stratofortress;L8J/H;221353;8;CF34-10A16;11GE140;C130-D-1;C130-A-1;A343;H;LOLD
958;T160;JL;JET LARGE;TUPOLEV;Tu160;L4J/H;275000;4;CFM56-5B2;2CM013;A340-211-D-1;A340-211-A-1;A343;H;
959;A345;JL;JET LARGE;AIRBUS;A-340-500;L4J/H;365200;4;Trent 553-61;8RR044;A340-642-D-1;A340-642-A-1;A345;H;LNEW
960;A346;JL;JET LARGE;AIRBUS;A-340-600;L4J/H;368000;4;Trent 556-61;8RR045;A340-642-D-1;A340-642-A-1;A346;H;LNEW
961;A225;JL;JET LARGE;ANTONOV;An-225 Mriya;L6J/H;640000;6;CF6-50C2B;3GE078;74720A-D-1;74720A-A-1;A388;H;LOLD
962;A388;JL;JET LARGE;AIRBUS;A-380-800Prestige;L4J/H;560000;4;Trent 970-84;18RR081;A380-841-D-1;A380-841-A-1;A388;H;0
963;A3ST;JM;JET MEDIUM;AIRBUS;A-300-608ST Super Transporter Beluga;L2J/H;154600;2;CF6-80C2A8;2GE040;A300-622R-D-1;A300-622R-A-1;A3ST;H;MIDR
964;AJET;JB;JET BUSINESS;DASSAULT-BREGUET;Dornier Alpha Jet;L2J/M;5700;2;JT15D-5, -5A, -5B;1PW037;MU3001-D-1;MU3001-A-1;AJET;M;BUSJ
965;AN12;TP;TURBOPROP;ANTONOV;An-12;L4T/M;61000;4;AE2100A, APR-oriented;AE2100A, APR-oriented;L188-D-1;L188-A-1;AN12;M;TPRP
966;C30J;TP;TURBOPROP;LOCKHEEDMARTIN;CC-130JHercules;L4T/M;74390;4;AE2100A (APR-oriented);AE2100A, APR-oriented;C130-D-1;C130-A-1;AN12;M;0
967;IL18;TP;TURBOPROP;ILYUSHIN;Il-18/20/22/24 (ZebraBizon);L4T/M;63488;4;AE2100A (APR-oriented);AE2100A, APR-oriented;L188-D-1;L188-A-1;AN12;M;TPRP
968;IL38;TP;TURBOPROP;ILYUSHIN;Il38;L4T/M;66000;4;AE2100A (APR-oriented);AE2100A, APR-oriented;C130-D-1;C130-A-1;AN12;M;
969;AN24;TP;TURBOPROP;ANTONOV;An-24;L2T/M;21562;2;AI-24VT;AI-24VT;CVR580-D-1;CVR580-A-1;AN24;M;TPRP
970;AN28;TP;TURBOPROP;ANTONOV;An-28;L2T/L;6513;2;PT6A-65B;PT6A-65B;DHC6-D-1;DHC6-A-1;AN28;L;NONE
971;BE32;TP;TURBOPROP;BERIEV;Be-30/32;L2T/M;7300;2;PT6A-65B;PT6A-65B;DHC6-D-1;DHC6-A-1;AN28;M;0
972;AN26;TP;TURBOPROP;ANTONOV;An-26;L2T/M;24003;2;AI-24VT;AI-24VT;CVR580-D-1;CVR580-A-1;AN30;M;TPRP
973;AN30;TP;TURBOPROP;ANTONOV;An-30;L2T/M;23005;2;AI-24VT;AI-24VT;CVR580-D-1;CVR580-A-1;AN30;M;TPRP
974;B222;H2;HELICOPTER HEAVY;BELL;222;H2T/-;3680;2;PW127G;PW127G;HELIPROF-D-1;HELIPROF-A-1;AN30;L;NONE
975;BE12;TP;TURBOPROP;BERIEV;Be-12/14 Tchaika;A2T/M;31000;2;AI-24VT;AI-24VT;DHC8-D-1;DHC8-A-1;AN30;M;TPRP
976;AN32;TP;TURBOPROP;ANTONOV;An-32;L2T/M;27033;2;PW150A (APR-oriented);PW150A, APR-oriented;CVR580-D-1;CVR580-A-1;AN32;M;TPRP
977;E2;TP;TURBOPROP;GRUMMAN;TE-2 Hawkeye;L2T/M;26083;2;T56-A-15;T56-A-15;C130-D-1;C130-A-1;AN32;M;TPRP
978;AN38;TP;TURBOPROP;ANTONOV;An-38;L2T/M;8800;2;TPE331-14GR;TPE331-14GR;EMB120-D-1;EMB120-A-1;AN38;M;NONE
979;A149;H2;HELICOPTER HEAVY;AGUSTA;AW149;H2T/-;8600;2;PW120;PW120;HELIPROF-D-1;HELIPROF-A-1;AT43;M;
980;A189;H2;HELICOPTER HEAVY;AGUSTAWESTLAND;AW189;H2T/-;8300;2;PW120;PW120;HELIPROF-D-1;HELIPROF-A-1;AT43;M;
981;AT43;TP;TURBOPROP;AEROSPATIALE;ATR-42-200/300/320;L2T/M;16748;2;PW120;PW120;DHC8-D-1;DHC8-A-1;AT43;M;TPRP
982;AT44;TP;TURBOPROP;AEROSPATIALE;ATR-42-400 AT43;L2T/M;16748;2;PW121A;PW121A;DHC8-D-1;DHC8-A-1;AT43;M;TPRP
983;B609;TP;TURBOPROP;AGUSTAWESTLAND;AW609;T2T/M;7260;2;PW120;PW120;HELIPROF-D-1;HELIPROF-A-1;AT43;M;
984;AT45;TP;TURBOPROP;AEROSPATIALE;ATR-42-500;L2T/M;18600;2;PW127;PW127;DHC8-D-1;DHC8-A-1;AT45;M;TPRP
985;AT46;TP;TURBOPROP;ATR;ATR42600;L2T/M;18599.55513;2;PW127F;PW127F;DHC8-D-1;DHC8-A-1;AT45;M;
986;AT72;TP;TURBOPROP;AEROSPATIALE;ATR-72;L2T/M;21881;2;PW124B;PW124B;HS748A-D-1;HS748A-A-1;AT72;M;TPRP
987;CL2T;TP;TURBOPROP;CANADAIR;CL-415 (CL-215-6B11);A2T/M;19883;2;PW123;PW123;DHC8-D-1;DHC8-A-1;AT72;M;TPRP
988;AT73;TP;TURBOPROP;ATR;ATR-72-210;L2T/M;21500;2;PW127;PW127;HS748A-D-1;HS748A-A-1;AT73;M;0
989;AT75;TP;TURBOPROP;ATR;ATR72212A500;L2T/M;21999.68354;2;PW127;PW127;HS748A-D-1;HS748A-A-1;AT75;M;
990;AT76;TP;TURBOPROP;ATR;ATR72212A600;L2T/M;22999.85471;2;PW127F;PW127F;HS748A-D-1;HS748A-A-1;AT76;M;
991;MA60;TP;TURBOPROP;XIAN;MA60;L2T/M;21800.10289;2;PW127F;PW127F;HS748A-D-1;HS748A-A-1;AT76;M;
992;ATP;TP;TURBOPROP;BRITISH AEROSPACE;ATP/Jetstream 61;L2T/M;22994;2;PW126A;PW126A;HS748A-D-1;HS748A-A-1;ATP;M;TPRP
993;C295;TP;TURBOPROP;CASA;C-295;L2T/M;23200;2;PW127G;PW127G;HS748A-D-1;HS748A-A-1;ATP;M;TPRP
994;B06;H1;HELICOPTER LIGHT;BELL;206 JetRanger;H1T/-;1594;1;PW126A;PW126A;HELIPROF-D-1;HELIPROF-A-1;B190;L;NONE
995;B190;TP;TURBOPROP;BEECH;1900 Airliner C12J;L2T/M;7641;2;PT6A-67D;PT6A-67D;DHC6-D-1;DHC6-A-1;B190;M;NONE
996;LYNX;H2;HELICOPTER HEAVY;WESTLAND;Lynx;H2T/-;5126;2;PT6A-50;PT6A-50;HELIPROF-D-1;HELIPROF-A-1;B190;L;NONE
997;P66T;TP;TURBOPROP;PIAGGIO;P-166DL3/DP1;L2T/L;4300;2;PT6A-67;PT6A-67;DHC6-D-1;DHC6-A-1;B190;L;NONE
998;PAY4;TP;TURBOPROP;PIPER;PA-42-1000 Cheyenne 400;L2T/L;5466;2;TPE331-14B;TPE331-14B;CNA441-D-1;CNA441-A-1;B190;L;NONE
999;STAR;TP;TURBOPROP;BEECH;Starship 2000;L2T/L;6627;2;PT6A-67A;PT6A-67A;DHC6-D-1;DHC6-A-1;B190;L;NONE
1000;B350;TP;TURBOPROP;BEECH;Super King Air 350 (B300);L2T/L;6790;2;PT6A-60A;PT6A-60A;DHC6-D-1;DHC6-A-1;B350;L/M;NONE
1001;M28;TP;TURBOPROP;PZL-MIELEC;M-28Bryza(PT6Aengines);L2T/L;7500;2;PT6A-65B;PT6A-65B;DHC6-D-1;DHC6-A-1;B350;L/M;0
1002;B461;JR;JET REGIONAL;BRITISH AEROSPACE;146-100;L4J/M;37766;4;ALF 502R-5;1TL003;BAE146-D-1;BAE146-A-1;B462;M;REGJ
1003;B462;JR;JET REGIONAL;BRITISH AEROSPACE;146-200;L4J/M;41523;4;ALF 502R-5;1TL003;BAE146-D-1;BAE146-A-1;B462;M;REGJ
1004;B463;JR;JET REGIONAL;BRITISH AEROSPACE;146-300;L4J/M;43029;4;ALF 502R-5;1TL003;BAE146-D-1;BAE146-A-1;B463;M;REGJ
1005;AC68;PP;PROPELLER;AERO (1);Super Commander 680;L2P/L;3847;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1006;AC6L;PP;PROPELLER;AERO;Commander 680FL;L2P/L;5000;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1007;AC72;PI;PISTON;AERO (1);Commander720AltiCruiser;L2P/L;5000;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;
1008;AE45;PP;PROPELLER;AERO (2);45;L2P/L;1400;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1009;AEST;PP;PROPELLER;AEROSTAR (1);600 series PA-60;L2P/L;2568;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1010;B58T;PI;PISTON;BEECH;58PPressurizedBaron;L2P/L;2800;2;TSIO-520-WB;TSIO-520-WB;BEC58P-D-1;BEC58P-A-1;B58T;L;
1011;BE18;PP;PROPELLER;BEECH;18 (Twin);L2P/L;4258;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1012;BE50;PP;PROPELLER;BEECH;Twin Bonanza 50;L2P/L;2862;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1013;BE56;PP;PROPELLER;BEECH;Baron 55 Turbo;L2P/L;2735;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1014;BE60;PP;PROPELLER;BEECH;Duke 60;L2P/L;3074;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1015;BE65;PP;PROPELLER;BEECH;Queen Air 65;L2P/L;3566;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1016;BE70;PP;PROPELLER;BEECH;Queen Air 70;L2P/L;3719;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1017;BE80;PP;PROPELLER;BEECH;Queen Air 80;L2P/L;3948;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1018;BE88;PP;PROPELLER;BEECH;Queen Air 88;L2P/L;3973;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1019;C404;PP;PROPELLER;CESSNA;404 Titan;L2P/L;3814;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1020;C411;PP;PROPELLER;CESSNA;411;L2P/L;2948;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1021;D28D;PP;PROPELLER;DORNIER;Do-28D/D-1/D-2;L2P/L;9590;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1022;DOVE;PP;PROPELLER;BRITISH AEROSPACE;104 Dove;L2P/L;4044;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1023;G21;PP;PROPELLER;GRUMMAN;G-21A/38/39 Goose (JRF);A2P/L;4198;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1024;IL14;PP;PROPELLER;ILYUSHIN;Il-14;L2P/M;17929;2;TIO-540-J2B2;TIO-540-J2B2;HS748A-D-1;HS748A-A-1;B58T;M;NONE
1025;P66P;PP;PROPELLER;PIAGGIO;P-166 Albatross Portofino;L2P/L;3680;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1026;PEMB;PP;PROPELLER;PERCIVAL;P-66 Pembroke;L2P/L;6123;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;NONE
1027;SK70;PI;PISTON;STARKRAFT;SK-700;L2P/L;0;2;TIO-540-J2B2;TIO-540-J2B2;BEC58P-D-1;BEC58P-A-1;B58T;L;0
1028;B1;JL;JET LARGE;ROCKWELL;B-1 Lancer;L4J/H;217000;4;JT8D-17AR;1PW015;C130-D-1;C130-A-1;B703;H;LOLD
1029;B2;MI;JET MILITARY;NORTHROP;B-2Spirit;L4J/H;170000;4;JT8D-17AR;1PW015;C130-D-1;C130-A-1;B703;H;0
1030;B701;JM;JET MEDIUM;BOEING;707-100;L4J/M;123373;4;JT3D-3B;1PW001;707120-D-1;707120-A-1;B703;M;MIDR
1031;B703;JM;JET MEDIUM;BOEING;707-300;L4J/H;149677;4;JT3D-7 series;1PW003;C130-D-1;C130-A-1;B703;H;MIDR
1032;B720;JS;JET SMALL;BOEING;720;L4J/M;104292;4;JT3D-7 series;1PW003;C130-D-1;C130-A-1;B703;M;SOLD
1033;C135;JM;JET MEDIUM;BOEING;C-135BStratolifter KC-135 Stratotanker;L4J/H;149677;4;JT3D-3B;1PW001;C130-D-1;C130-A-1;B703;H;MIDR
1034;E3CF;JM;JET MEDIUM;BOEING;E-3D/F (CFM56);L4J/H;149677;4;JT8D-217A;4PW069;C130-D-1;C130-A-1;B703;H;MIDR
1035;E3TF;JM;JET MEDIUM;BOEING;E-3A (TF33);L4J/H;149677;4;JT8D-217A;4PW069;C130-D-1;C130-A-1;B703;H;MIDR
1036;E6;JL;JET LARGE;BOEING;E-6 Mercury;L4J/H;153900;4;CFM56-2A series;1CM001;C130-D-1;C130-A-1;B703;H;LOLD
1037;K35E;JM;JET MEDIUM;BOEING;KC-135D/E Stratotanker (TF33 engines);L4J/H;144000;4;CFM56-5B8/3;8CM059;C130-D-1;C130-A-1;B703;H;MIDR
1038;K35R;JM;JET MEDIUM;BOEING;KC-135R/T Stratotanker;L4J/H;147000;4;CFM56-5B8/3;8CM059;C130-D-1;C130-A-1;B703;H;MIDR
1039;P1;JM;JET MEDIUM;KAWASAKI;P1;L4J/M;80000;4;CF34-8C5A1;8GE107;C130-D-1;C130-A-1;B703;M;
1040;R135;JL;JET LARGE;BOEING;RC135;L4J/H;146283.5393;4;CFM56-5B8/3;8CM059;C130-D-1;C130-A-1;B703;H;
1041;B712;JR;JET REGIONAL;BOEING;717-200;L2J/M;51710;2;BR700-715A1-30;4BR005;MD9028-D-1;MD9028-A-1;B712;M;REGJ
1042;DC91;JR;JET REGIONAL;BOEING;Douglas DC-9-10;L2J/M;41138;2;JT8D-7 series;8PW085;DC910-D-1;DC910-A-1;B712;M;REGJ
1043;MG29;JB;JET BUSINESS;MAPO;MiG-29/33 Baaz;L2J/M;18500;2;CF34-10A18;11GE141;LEAR25-D-1;LEAR25-A-1;B712;M;BUSJ
1044;B721;JS;JET SMALL;BOEING;727-100;L3J/M;74619;3;JT8D-7 series;8PW085;727100-D-1;727100-A-1;B722;M;SOLD
1045;B722;JS;JET SMALL;BOEING;727-200;L3J/M;83643;3;JT8D-217C;4PW070;727D15-D-1;727D15-A-1;B722;M;SOLD
1046;R721;JS;JET SMALL;BOEING;727-100RESuper27;L3J/M;76700;3;JT8D-219;4PW071;727100-D-1;727100-A-1;B722;M;0
1047;B732;JS;JET SMALL;BOEING;737-200;L2J/M;52761;2;JT8D-15;1PW010;737N17-D-1;737N17-A-1;B732;M;SOLD
1048;B734;JS;JET SMALL;BOEING;737-400;L2J/M;65020;2;CFM56-3B-2;1CM005;737400-D-1;737400-A-1;B734;M;SOLD
1049;B735;JS;JET SMALL;BOEING;737-500;L2J/M;54686;2;CFM56-3C-1;1CM007;737500-D-1;737500-A-1;B735;M;SOLD
1050;B736;JS;JET SMALL;BOEING;737-600;L2J/M;60668;2;CFM56-7B20;3CM030;737500-D-1;737500-A-1;B736;M;SNEW
1051;B737;JS;JET SMALL;BOEING;737-700;L2J/M;66862;2;CFM56-7B20;3CM030;737500-D-1;737500-A-1;B737;M;SNEW
1052;E737;JM;JET MEDIUM;BOEING;737700AEWC;L2J/M;59900.04761;2;CFM56-7B26;8CM051;737700-D-1;737700-A-1;B737;M;
1053;F22;SS;SUPERSONIC;LOCKHEED MARTIN;F-22 Raptor;L2J/M;27200;2;CFM56-7B26;8CM051;HS748A-D-1;HS748A-A-1;B737;M;NONE
1054;B738;JS;JET SMALL;BOEING;737-800;L2J/M;77531;2;CFM56-7B22;3CM031;737800-D-1;737800-A-1;B738;M;SNEW
1055;P8;JM;JET MEDIUM;BOEING;737800Poseidon;L2J/M;66990.14994;2;CFM56-7B26/3;8CM065;737800-D-1;737800-A-1;B738;M;
1056;B38M;JM;JET MEDIUM;BOEING;737 MAX 8;L2J/M;82190.93744;2;LEAP-1B27;18CM086;7378MAX-D-1;7378MAX-A-1;B739;M;
1057;B39M;JM;JET MEDIUM;BOEING;737 MAX 9;L2J/M;88314;2;LEAP-1B28;18CM084;737800-D-1;737800-A-1;B739;M;
1058;B739;JS;JET SMALL;BOEING;737-900;L2J/M;78834;2;CFM56-7B26E;11CM072;737500-D-1;737500-A-1;B739;M;SNEW
1059;B742;JL;JET LARGE;BOEING;747-200;L4J/H;367994;4;JT9D-7Q;1PW025;74720B-D-1;74720B-A-1;B742;H;LOLD
1060;B74S;JL;JET LARGE;BOEING;747SP;L4J/H;316072;4;RB211-524C2;1RR006;747SP-D-1;747SP-A-1;B742;H;LOLD
1061;C17;JL;JET LARGE;BOEING;C-17A Globemaster 3;L4J/H;266000;4;CF6-6K2;1GE004;DC870-D-1;DC870-A-1;B742;H;LOLD
1062;C5;JL;JET LARGE;LOCKHEED;C-5 Galaxy (L-500);L4J/H;348000;4;RB211-535E4B;5RR039;74720B-D-1;74720B-A-1;B742;H;LOLD
1063;B741;JL;JET LARGE;BOEING;747-100;L4J/H;334433;4;JT9D-7A;8PW087;74710Q-D-1;74710Q-A-1;B743;H;LOLD
1064;B743;JL;JET LARGE;BOEING;747-300;L4J/H;374276;4;JT9D-7R4G2;1PW029;74720B-D-1;74720B-A-1;B743;H;LOLD
1065;B74R;JL;JET LARGE;BOEING;747SR;L4J/H;281604;4;JT9D-7A;8PW087;747SP-D-1;747SP-A-1;B743;H;LOLD
1066;B744;JL;JET LARGE;BOEING;747-400 Intl. Winglet;L4J/H;390233;4;CF6-80C2B1F;2GE045;747400-D-1;747400-A-1;B744;H;LNEW
1067;BLCF;JL;JET LARGE;BOEING;747400LCFDreamlifter;L4J/H;362873.896;4;PW4056;1PW042;747400-D-1;747400-A-1;B744;H;
1068;B748;JL;JET LARGE;BOEING;7478;L4J/H;442252.1072;4;GEnx-2B67;11GE139;7478-D-1;7478-A-1;B748;H;
1069;B752;JS;JET SMALL;BOEING;757-200;L2J/M;107816;2;RB211-535E4;5RR038;757PW-D-1;757PW-A-1;B752;M;SNEW
1070;B753;JS;JET SMALL;BOEING;757-300;L2J/M;122661;2;PW2040;4PW073;757300-D-1;757300-A-1;B753;M;SNEW
1071;B762;JM;JET MEDIUM;BOEING;767-200;L2J/H;152659;2;CF6-80A2;1GE012;767CF6-D-1;767CF6-A-1;B762;H;MIDR
1072;B763;JM;JET MEDIUM;BOEING;767-300;L2J/H;174690;2;PW4060;12PW101;767300-D-1;767300-A-1;B763;H;MIDR
1073;B764;JM;JET MEDIUM;BOEING;767-400;L2J/H;204117;2;CF6-80C2B7F;2GE055;767400-D-1;767400-A-1;B764;H;MIDR
1074;B772;JL;JET LARGE;BOEING;777-200;L2J/H;277041;2;Trent 892;2RR027;777200-D-1;777200-A-1;B772;H;LNEW
1075;B773;JL;JET LARGE;BOEING;777-300;L2J/H;312261;2;Trent 892;2RR027;777200-D-1;777200-A-1;B773;H;LNEW
1076;B77L;JL;JET LARGE;BOEING;777200LR;L2J/H;229517.7392;2;GE90-115B;7GE099;7773ER-D-1;7773ER-A-1;B77L;H;
1077;B77W;JL;JET LARGE;BOEING;777-300ER;L2J/H;351000;2;GE90-115B;7GE099;7773ER-D-1;7773ER-A-1;B77W;H;0
1078;B788;JL;JET LARGE;BOEING;7878Dreamliner;L2J/H;219538.7071;2;GEnx-1B64;11GE136;7878R-D-1;7878R-A-1;B788;H;
1079;A359;JL;JET LARGE;AIRBUS;A350900XWB;L2J/H;267998.7015;2;Trent XWB-84;18RR079;A350-941-D-1;A350-941-A-1;B789;H;
1080;A35K;JL;JET LARGE;AIRBUS;A3501000XWB;L2J/H;265000;2;Trent XWB-97;18RR080;A350-941-D-1;A350-941-A-1;B789;H;
1081;B789;JL;JET LARGE;BOEING;7879Dreamliner;L2J/H;244939.8798;2;Trent 1000-G2;12RR065;7878R-D-1;7878R-A-1;B789;H;
1082;B78X;JL;JET LARGE;BOEING;78710Dreamliner;L2J/H;254011;2;Trent 1000-G2;12RR065;7878R-D-1;7878R-A-1;B789;H;
1083;BA11;JR;JET REGIONAL;BRITISH AEROSPACE;BAC-111 One-Eleven All Series;L2J/M;41410;2;Spey 555;4RR035;BAC111-D-1;BAC111-A-1;BA11;M;REGJ
1084;F18H;JM;JET MEDIUM;ASTA;AF18Hornet;L2J/M;29900;2;SPEY Mk511;8RR043;HS748A-D-1;HS748A-A-1;BA11;M;
1085;F18S;JM;JET MEDIUM;BOEING;EA18Growler;L2J/M;29964;2;SPEY Mk511;8RR043;HS748A-D-1;HS748A-A-1;BA11;M;
1086;FA5X;JM;JET MEDIUM;DASSAULT;Falcon5X;L2J/M;31570;2;SPEY Mk511;8RR043;HS748A-D-1;HS748A-A-1;BA11;M;
1087;GLF2;JB;JET BUSINESS;GRUMMAN;G-1159 Gulfstream 2;L2J/M;29816;2;SPEY Mk511;8RR043;GII-D-1;GII-A-1;BA11;M;BUSJ
1088;GLF3;JB;JET BUSINESS;GULFSTREAM AEROSPACE;G-1159A Gulfstream 3;L2J/M;24127;2;SPEY Mk511;8RR043;GIIB-D-1;GIIB-A-1;BA11;M;BUSJ
1089;HAR;SS;SUPERSONIC;ALENIA;AV-8 Harrier/Sea HarrierAll Marks;L1J/M;12000;1;CFM56-5A4;4CM035;LEAR25-D-1;LEAR25-A-1;BA11;M;NONE
1090;RFAL;MI;JET MILITARY;DASSAULT;Rafale;L2J/M;24400;2;SPEY Mk511;8RR043;HS748A-D-1;HS748A-A-1;BA11;M;0
1091;S210;JS;JET SMALL;AEROSPATIALE;SE-210 Caravelle;L2J/M;53236;2;SPEY Mk511;8RR043;DC910-D-1;DC910-A-1;BA11;M;SOLD
1092;BE20;TP;TURBOPROP;BEECH;Super King Air 200 (Catpass) C-12;L2T/L;5699;2;PT6A-41;PT6A-41;DHC6-D-1;DHC6-A-1;BE20;L;NONE
1093;EC55;H2;HELICOPTER HEAVY;EUROCOPTER;EC-155;H2T/-;4800;2;PT6T-6;PT6T-6 Turboshaft;HELIPROF-D-1;HELIPROF-A-1;BE20;L;NONE
1094;S76;H2;HELICOPTER HEAVY;SIKORSKY;S-76 (Eagle/Spirit);H2T/-;4924;2;PT6T-6;PT6T-6 Turboshaft;HELIPROF-D-1;HELIPROF-A-1;BE20;L;NONE
1095;BE30;TP;TURBOPROP;BEECH;Super King Air 300;L2T/L;6222;2;PT6A-60A;PT6A-60A;DHC6-D-1;DHC6-A-1;BE30;L;NONE
1096;BE36;PP;PROPELLER;BEECH;Bonanza 36;L1P/L;1643;1;IO-550-B;IO-550-B;GASEPF-D-1;GASEPF-A-1;BE36;L;NONE
1097;TB30;PP;PROPELLER;AEROSPATIALE;TB-30 Epsilon;L1P/L;1200;1;IO-550-B;IO-550-B;GASEPF-D-1;GASEPF-A-1;BE36;L;NONE
1098;BE40;JB;JET BUSINESS;BEECH;Beechjet 400;L2J/M;7291;2;JT15D-5, -5A, -5B;1PW037;MU3001-D-1;MU3001-A-1;BE40;M;BUSJ
1099;ELIT;JB;JET BUSINESS;AIR;EpicElite;L2J/L;3628.739;2;JT15D-5, -5A, -5B;1PW037;LEAR25-D-1;LEAR25-A-1;BE40;L;
