oid;icao;ac_group_code;ac_group;manufacturer;name;class;mtow;engine_count;engine_name;engine;departure_profile;arrival_profile;bada_id;wake_category;apu_id
1784;EXPR;PI;PISTON;EXPRESS;Express2000;L1P/L;1800;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;0
1785;F260;PP;PROPELLER;AERMACCHI;Warrior;L1P/L;1300;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;NONE
1786;G120;PI;PISTON;GROB;G-120;L1P/L;1400;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;0
1787;GA20;PP;PROPELLER;GIPPSLAND;GA-200 Fatman;L1P/L;2000;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;NONE
1788;GA8;PP;PROPELLER;GIPPSLAND;GA-8 Airvan;L1P/L;1814;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;NONE
1789;IR23;PI;PISTON;ICA;IAR823;L1P/L;1200;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;
1790;LA25;PP;PROPELLER;LAKE;LA-250/270 (Turbo) Renegade;A1P/L;1401;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;NONE
1791;NAVI;PI;PISTON;NORTHAMERICAN;L-17Navion;L1P/L;2000;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;0
1792;P149;PP;PROPELLER;PIAGGIO;P-149;L1P/L;1820;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;NONE
1793;PA24;PP;PROPELLER;PIPER;PA-24 Comanche;L1P/L;1406;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;NONE
1794;PTS2;PP;PROPELLER;PITTS;S-2B;L1P/L;771;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;NONE
1795;PZ01;PP;PROPELLER;PZL WARSZAWA;PZL-101 Gawron;L1P/L;1660;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;NONE
1796;PZ04;PP;PROPELLER;LIPNUR;Gelatik;L1P/L;1400;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;NONE
1797;R90F;PI;PISTON;RUSCHMEYER;R90230FG;L1P/L;1400;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;
1798;RANG;PP;PROPELLER;NAVION;Rangemaster;L1P/L;2000;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;NONE
1799;RF6;PP;PROPELLER;FOURNIER;RF-6;L1P/L;1000;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;NONE
1800;ST60;PI;PISTON;STAUDACHER;S600;L1P/L;#N/A;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;
1801;TB20;PI;PISTON;SOCATA;Tobago;L1P/L;1150;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;0
1802;TR1;PP;PROPELLER;TRIDENT;TR1Trigull;A1P/L;1900;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;
1803;TRF1;PI;PISTON;TEAM ROCKET;F1;L1P/L;1000;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;
1804;WA42;PP;PROPELLER;WASSMER;WA-421/235 Prestige;L1P/L;1300;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;NONE
1805;WACO;PI;PISTON;WACO;10;L1P/L;900;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB20;L;
1806;TB21;PI;PISTON;SOCATA;TB21TrinidadTC;L1P/L;1300;1;IO-540-T4A5D;IO-540-T4A5D;GASEPF-D-1;GASEPF-A-1;TB21;L;
1807;DH3T;TP;TURBOPROP;DE HAVILLAND CANADA;DHC3TurboOtter;L1T/L;3600;1;PT6A-135A;PT6A-135A;DHC6-D-1;DHC6-A-1;TBM7;L;
1808;EVOT;TP;TURBOPROP;LANCAIR;EvolutionTurbine;L1T/L;2063.845;1;PT6A-135A;PT6A-135A;DHC6-D-1;DHC6-A-1;TBM7;L;
1809;LNP4;TP;TURBOPROP;LANCAIR;LancairPropJet4;L1T/L;1700;1;PT6A-135A;PT6A-135A;DHC6-D-1;DHC6-A-1;TBM7;L;0
1810;SM20;TP;TURBOPROP;TECHNOAVIA;SM2000;L1T/L;2100;1;PT6A-135A;PT6A-135A;DHC6-D-1;DHC6-A-1;TBM7;L;
1811;TBM7;TP;TURBOPROP;SOCATA;TBM 700;L1T/L;2992;1;PT6A-64;PT6A-64;DHC6-D-1;DHC6-A-1;TBM7;L;NONE
1812;TBM9;TP;TURBOPROP;SOCATA;TBM900;L1T/L;3353.861984;1;PT6A-64;PT6A-64;DHC6-D-1;DHC6-A-1;TBM7;L;
1813;A119;H2;HELICOPTER HEAVY;Agusta;A119 Koala;H1T/-;2720;1;PT6B-37;PT6B-37 Turboshaft;HELIPROF-D-1;HELIPROF-A-1;TBM8;L;NONE
1814;A270;TP;TURBOPROP;IBIS Aerospace;Ae 270 P;L1T/L;3700;1;PT6A-66;PT6A-66;DHC6-D-1;DHC6-A-1;TBM8;L;NONE
1815;A660;TP;TURBOPROP;AYRES;S2RT660TurboThrush;L1T/L;5600;1;TPE331-10A;TPE331-10A;DHC6-D-1;DHC6-A-1;TBM8;L;
1816;AS50;H1;HELICOPTER LIGHT;AEROSPATIALE;AS-350/550 Ecureuil;H1T/-;2106;1;PT6A-41;PT6A-41;HELIPROF-D-1;HELIPROF-A-1;TBM8;L;NONE
1817;AS55;H1;HELICOPTER LIGHT;AEROSPATIALE;AS-355/555 Ecureuil 2;H2T/-;2472;2;PW206B;PW206B Turboshaft;HELIPROF-D-1;HELIPROF-A-1;TBM8;L;NONE
1818;B214;H2;HELICOPTER HEAVY;BELL;214;H1T/-;6070;1;PT6T-3;PT6T-3 Turboshaft;HELIPROF-D-1;HELIPROF-A-1;TBM8;M;NONE
1819;EC30;H1;HELICOPTER LIGHT;EUROCOPTER;EC-130;H1T/-;2400;1;PT6B-37;PT6B-37 Turboshaft;HELIPROF-D-1;HELIPROF-A-1;TBM8;L;NONE
1820;HUCO;H2;HELICOPTER HEAVY;BELL;AH-1 Huey Cobra (209);H1T/-;4763;1;PT6B-36A;PT6B-36A Turboshaft;HELIPROF-D-1;HELIPROF-A-1;TBM8;L;NONE
1821;PC9;TP;TURBOPROP;PILATUS;PC-9 Hudournik;L1T/L;2900;1;PT6A-62;PT6A-62;DHC6-D-1;DHC6-A-1;TBM8;L;NONE
1822;S360;H2;HELICOPTER HEAVY;EUROCOPTER;SA-360/361 Dauphin;H1T/-;3010;1;PT6B-36A;PT6B-36A Turboshaft;HELIPROF-D-1;HELIPROF-A-1;TBM8;L;NONE
1823;TBM8;TP;TURBOPROP;SOCATA;TBM850;L1T/L;3350;1;PT6A-66;PT6A-66;DHC6-D-1;DHC6-A-1;TBM8;L;0
1824;YK40;JB;JET BUSINESS;YAKOVLEV;Yak-40;L3J/M;16728;3;TFE731-2-2B;1AS001;DHC8-D-1;DHC8-A-1;YK40;M;BUSJ
1825;YK42;JR;JET REGIONAL;YAKOVLEV;Yak-42/142;L3J/M;56260;3;D-36;1ZM001;727100-D-1;727100-A-1;YK42;M;REGJ
1826;A20N;JM;JET MEDIUM;AIRBUS;A-320neo;L2J/M;79000;2;LEAP-1A26/26E1;17CM082;A320-211-D-1;A320-211-A-1;A20N;M;
1827;A20N;JM;JET MEDIUM;AIRBUS;A-320neo;L2J/M;79000;2;PW1127G-JM;18PW122;A320-211-D-1;A320-211-A-1;A20N;M;
1828;B733;JS;JET SMALL;BOEING;737-300;L2J/M;60459;2;CFM56-3-B1;1CM004;737300-D-1;737300-A-1;B733;M;SOLD
1829;B733;JS;JET SMALL;BOEING;737-300;L2J/M;60459;2;CFM56-3C-1;1CM007;737300-D-1;737300-A-1;B733;M;SOLD
1830;B733;JS;JET SMALL;BOEING;737-300;L2J/M;60459;2;CFM56-3B-2;1CM005;737300-D-1;737300-A-1;B733;M;SOLD
1831;A21N;JM;JET MEDIUM;AIRBUS;A-321neo;L2J/M;97000;2;LEAP-1A35A/33/33B2/32/30;17CM083;A321-232-D-1;A321-232-A-1;B739;M;
1832;A21N;JM;JET MEDIUM;AIRBUS;A-321neo;L2J/M;97000;2;PW1133GA-JM;18PW125;A321-232-D-1;A321-232-A-1;B739;M;
1833;A21N;JM;JET MEDIUM;AIRBUS;A-321neo;L2J/M;97000;2;PW1130G-JM;18PW124;A321-232-D-1;A321-232-A-1;B739;M;
1834;CN35;TP;TURBOPROP;CASA;CN-235 Persuader;L2T/M;15005;2;CT7-5A2;CT7-5A2;SF340-D-1;SF340-A-1;SF34;M;TPRP
1835;CN35;TP;TURBOPROP;CASA;CN-235 Persuader;L2T/M;15005;2;CT7-9B;CT7-9B;SF340-D-1;SF340-A-1;SF34;M;TPRP
1880;A339;JL;JET LARGE;AIRBUS;A-330-900;L2J/H;251000;2;Trent 772;14RR071;A330-343-D-1;A330-343-A-1;A332;H;
