stage,count,source_modules,dispersion modules,timestamp
process(),328,PointSource,,0.003945
process(),329,PointSource,,0.005056
process(),330,PointSource,,0.005602
process(),331,PointSource,,0.004962
process(),332,PointSource,,0.005126
process(),333,PointSource,,0.004999
process(),334,PointSource,,0.004066
process(),335,PointSource,,0.003999
process(),336,PointSource,,0.005491
process(),337,PointSource,,0.005054
process(),338,PointSource,,0.003932
process(),339,PointSource,,0.004999
process(),340,PointSource,,0.004753
process(),341,PointSource,,0.004056
process(),342,PointSource,,0.004997
process(),343,PointSource,,0.004999
process(),344,PointSource,,0.004
process(),345,PointSource,,0.003978
process(),346,PointSource,,0.005003
process(),347,PointSource,,0.004969
process(),348,PointSource,,0.003999
process(),349,PointSource,,0.004
process(),350,PointSource,,0.004948
process(),351,PointSource,,0.005566
process(),352,PointSource,,0.004624
process(),353,PointSource,,0.003946
process(),354,PointSource,,0.005001
process(),355,PointSource,,0.005053
process(),356,PointSource,,0.003999
process(),357,PointSource,,0.004948
process(),358,PointSource,,0.005562
process(),359,PointSource,,0.004
process(),360,PointSource,,0.004048
process(),361,PointSource,,0.005001
process(),362,PointSource,,0.004068
process(),363,PointSource,,0.004945
process(),364,PointSource,,0.004967
process(),365,PointSource,,0.005052
process(),366,PointSource,,0.005007
process(),367,PointSource,,0.004023
process(),368,PointSource,,0.005013
process(),369,PointSource,,0.004573
process(),370,PointSource,,0.004
process(),371,PointSource,,0.003934
process(),372,PointSource,,0.005011
process(),373,PointSource,,0.004921
process(),374,PointSource,,0.004053
process(),375,PointSource,,0.00489
process(),376,PointSource,,0.004055
process(),377,PointSource,,0.005
process(),378,PointSource,,0.004001
process(),379,PointSource,,0.003945
process(),380,PointSource,,0.004989
process(),381,PointSource,,0.004206
process(),382,PointSource,,0.005011
process(),383,PointSource,,0.003975
process(),384,PointSource,,0.005087
process(),385,PointSource,,0.003997
process(),386,PointSource,,0.003832
process(),387,PointSource,,0.004999
process(),388,PointSource,,0.005171
process(),389,PointSource,,0.003999
process(),390,PointSource,,0.004949
process(),391,PointSource,,0.005052
process(),392,PointSource,,0.004005
process(),393,PointSource,,0.004053
process(),394,PointSource,,0.005011
process(),395,PointSource,,0.00509
process(),396,PointSource,,0.003999
process(),397,PointSource,,0.004581
process(),398,PointSource,,0.005056
process(),399,PointSource,,0.00395
process(),400,PointSource,,0.005001
process(),401,PointSource,,0.003889
process(),402,PointSource,,0.005053
process(),403,PointSource,,0.004936
process(),404,PointSource,,0.005002
process(),405,PointSource,,0.004132
process(),406,PointSource,,0.004986
process(),407,PointSource,,0.003996
process(),408,PointSource,,0.005155
process(),409,PointSource,,0.005057
process(),410,PointSource,,0.004011
process(),411,PointSource,,0.005
process(),412,PointSource,,0.004044
process(),413,PointSource,,0.005017
process(),414,PointSource,,0.003903
process(),415,PointSource,,0.005001
process(),416,PointSource,,0.004065
process(),417,PointSource,,0.005074
process(),418,PointSource,,0.005007
process(),419,PointSource,,0.004057
process(),420,PointSource,,0.004997
process(),421,PointSource,,0.004041
process(),422,PointSource,,0.003985
process(),423,PointSource,,0.005481
process(),424,PointSource,,0.004002
process(),425,PointSource,,0.005176
process(),426,PointSource,,0.003984
process(),427,PointSource,,0.005098
process(),428,PointSource,,0.004052
process(),429,PointSource,,0.004014
process(),430,PointSource,,0.005098
process(),431,PointSource,,0.003999
process(),432,PointSource,,0.005001
process(),433,PointSource,,0.004999
process(),434,PointSource,,0.004235
process(),435,PointSource,,0.005001
process(),436,PointSource,,0.003583
process(),437,PointSource,,0.005
process(),438,PointSource,,0.004037
process(),439,PointSource,,0.005017
process(),440,PointSource,,0.00501
process(),441,PointSource,,0.004051
process(),442,PointSource,,0.005001
process(),443,PointSource,,0.004066
process(),444,PointSource,,0.003996
process(),445,PointSource,,0.004352
process(),446,PointSource,,0.005054
process(),447,PointSource,,0.00506
process(),448,PointSource,,0.003947
process(),449,PointSource,,0.005063
process(),450,PointSource,,0.004051
process(),451,PointSource,,0.004001
process(),452,PointSource,,0.005011
process(),453,PointSource,,0.005054
process(),454,PointSource,,0.003997
process(),455,PointSource,,0.005
process(),456,PointSource,,0.005315
process(),457,PointSource,,0.004001
process(),458,PointSource,,0.004052
process(),459,PointSource,,0.004997
process(),460,PointSource,,0.005115
process(),461,PointSource,,0.004003
process(),462,PointSource,,0.005104
process(),463,PointSource,,0.004018
process(),464,PointSource,,0.004003
process(),465,PointSource,,0.004103
process(),466,PointSource,,0.005001
process(),467,PointSource,,0.005121
process(),468,PointSource,,0.004
process(),469,PointSource,,0.004103
process(),470,PointSource,,0.004909
process(),471,PointSource,,0.004053
process(),472,PointSource,,0.005093
process(),473,PointSource,,0.003999
process(),474,PointSource,,0.005012
process(),475,PointSource,,0.004051
process(),476,PointSource,,0.007947
process(),477,PointSource,,0.005548
process(),478,PointSource,,0.005
process(),479,PointSource,,0.005268
process(),480,PointSource,,0.003756
process(),481,PointSource,,0.005009
process(),482,PointSource,,0.005051
