oid;profile_id;arrival_departure;stage;point;weight_lbs;horizontal_feet;vertical_feet;tas_knots;weight_kgs;horizontal_metres;vertical_metres;tas_metres;power;mode;course
4345;737D17-A-1;A;1;2;90000;-58243.4;3052.4;178.9;40823.28;-17752.58832;930.37152;92.0340316;0.04548125;AP;ANP2.2
4346;737D17-A-1;A;1;3;90000;-57243.4;3000;176.8;40823.28;-17447.78832;914.4;90.9536992;0.12324;AP;ANP2.2
4347;737D17-A-1;A;1;4;90000;-29621.7;1552.4;143.9;40823.28;-9028.69416;473.17152;74.0284916;0.116858125;AP;ANP2.2
4348;737D17-A-1;A;1;5;90000;-28621.7;1500;142.6;40823.28;-8723.89416;457.2;73.3597144;0.19866375;AP;ANP2.2
4349;737D17-A-1;A;1;6;90000;-20081.1;1052.4;139.4;40823.28;-6120.71928;320.77152;71.7134936;0.19544625;AP;ANP2.2
4350;737D17-A-1;A;1;7;90000;-19081.1;1000;139;40823.28;-5815.91928;304.8;71.507716;0.232879375;AP;ANP2.2
4351;737D17-A-1;A;1;8;90000;-1000;52.4;137.1;40823.28;-304.8;15.97152;70.5302724;0.2250075;AP;ANP2.2
4352;737D17-A-1;A;1;9;90000;0;0;137;40823.28;0;0;70.478828;0.224616875;AP;ANP2.2
4353;737D17-A-1;A;1;10;90000;286.6;0;130;40823.28;87.35568;0;66.87772;0.4;AP;ANP2.2
4354;737D17-A-1;A;1;11;90000;2579.4;0;29.8;40823.28;786.20112;0;15.3304312;0.1;AP;ANP2.2
4355;737D17-D-1;D;1;1;90000;0;0;0;40823.28;0;0;0;0.971053125;TO;ANP2.2
4356;737D17-D-1;D;1;2;90000;3275.3;0;141.2;40823.28;998.31144;0;72.6394928;0.896021875;TO;ANP2.2
4357;737D17-D-1;D;1;3;90000;7522.8;1000;143.3;40823.28;2292.94944;304.8;73.7198252;0.908520625;TO;ANP2.2
4358;737D17-D-1;D;1;4;90000;9472.9;1310.4;154.2;40823.28;2887.33992;399.40992;79.3272648;0.906320625;CL;ANP2.2
4359;737D17-D-1;D;1;5;90000;12385.3;1618.7;180.3;40823.28;3775.03944;493.37976;92.7542532;0.895874375;CL;ANP2.2
4360;737D17-D-1;D;1;6;90000;13014;1729.4;180.6;40823.28;3966.6672;527.12112;92.9085864;0.75597625;CL;ANP2.2
4361;737D17-D-1;D;1;7;90000;16607.7;1840.1;214.6;40823.28;5062.02696;560.86248;110.3996824;0.741995;CL;ANP2.2
4362;737D17-D-1;D;1;8;90000;23383.5;3000;218.4;40823.28;7127.2908;914.4;112.3545696;0.7473625;CL;ANP2.2
4363;737D17-D-1;D;1;9;90000;30110.9;3290.5;261.1;40823.28;9177.80232;1002.9444;134.3213284;0.730229375;CL;ANP2.2
4364;737D17-D-1;D;1;10;90000;44843.3;5500;269.9;40823.28;13668.23784;1676.4;138.8484356;0.72703375;CL;ANP2.2
4365;737D17-D-1;D;1;11;90000;60122.5;7500;278.3;40823.28;18325.338;2286;143.1697652;0.711196875;CL;ANP2.2
4366;737D17-D-1;D;1;12;90000;83164.4;10000;289.3;40823.28;25348.50912;3048;148.8286492;0.67410375;CL;ANP2.2
4367;737D17-D-2;D;2;1;95000;0;0;0;43091.24;0;0;0;0.971053125;TO;ANP2.2
4368;737D17-D-2;D;2;2;95000;3657.6;0;145;43091.24;1114.83648;0;74.59438;0.893965625;TO;ANP2.2
4369;737D17-D-2;D;2;3;95000;8272.5;1000;147.2;43091.24;2521.458;304.8;75.7261568;0.906464375;TO;ANP2.2
4370;737D17-D-2;D;2;4;95000;10459;1320.4;158.2;43091.24;3187.9032;402.45792;81.3850408;0.904301875;CL;ANP2.2
4371;737D17-D-2;D;2;5;95000;13675.6;1634.8;184.4;43091.24;4168.32288;498.28704;94.8634736;0.893894375;CL;ANP2.2
4372;737D17-D-2;D;2;6;95000;14337.7;1742.8;184.7;43091.24;4370.13096;531.20544;95.0178068;0.754283125;CL;ANP2.2
4373;737D17-D-2;D;2;7;95000;17834.5;1850.8;214.7;43091.24;5435.9556;564.12384;110.4511268;0.74206375;CL;ANP2.2
4374;737D17-D-2;D;2;8;95000;25082.6;3000;218.4;43091.24;7645.17648;914.4;112.3545696;0.7473625;CL;ANP2.2
4375;737D17-D-2;D;2;9;95000;32554.5;3322.6;261.2;43091.24;9922.6116;1012.72848;134.3727728;0.73029;CL;ANP2.2
4376;737D17-D-2;D;2;10;95000;48278.3;5500;269.9;43091.24;14715.22584;1676.4;138.8484356;0.72703375;CL;ANP2.2
4377;737D17-D-2;D;2;11;95000;64860.4;7500;278.3;43091.24;19769.44992;2286;143.1697652;0.711196875;CL;ANP2.2
4378;737D17-D-2;D;2;12;95000;89995.8;10000;289.3;43091.24;27430.71984;3048;148.8286492;0.67410375;CL;ANP2.2
4379;737D17-D-3;D;3;1;100000;0;0;0;45359.2;0;0;0;0.971053125;TO;ANP2.2
4380;737D17-D-3;D;3;2;100000;4061.8;0;148.8;45359.2;1238.03664;0;76.5492672;0.891963125;TO;ANP2.2
4381;737D17-D-3;D;3;3;100000;9061.2;1000;151;45359.2;2761.85376;304.8;77.681044;0.904461875;TO;ANP2.2
4382;737D17-D-3;D;3;4;100000;11532.1;1334.3;162.3;45359.2;3514.98408;406.69464;83.4942612;0.902318125;CL;ANP2.2
4383;737D17-D-3;D;3;5;100000;15076.5;1654.8;188.6;45359.2;4595.3172;504.38304;97.0241384;0.89194625;CL;ANP2.2
4384;737D17-D-3;D;3;6;100000;15758.2;1758.1;188.9;45359.2;4803.09936;535.86888;97.1784716;0.7526025;CL;ANP2.2
4385;737D17-D-3;D;3;7;100000;19092.1;1861.4;214.7;45359.2;5819.27208;567.35472;110.4511268;0.742130625;CL;ANP2.2
4386;737D17-D-3;D;3;8;100000;26824.6;3000;218.4;45359.2;8176.13808;914.4;112.3545696;0.7473625;CL;ANP2.2
4387;737D17-D-3;D;3;9;100000;35123.8;3358.2;261.4;45359.2;10705.73424;1023.57936;134.4756616;0.730354375;CL;ANP2.2
4388;737D17-D-3;D;3;10;100000;51835.1;5500;269.9;45359.2;15799.33848;1676.4;138.8484356;0.72703375;CL;ANP2.2
4389;737D17-D-3;D;3;11;100000;69790.4;7500;278.3;45359.2;21272.11392;2286;143.1697652;0.711196875;CL;ANP2.2
4390;737D17-D-3;D;3;12;100000;97157.9;10000;289.3;45359.2;29613.72792;3048;148.8286492;0.67410375;CL;ANP2.2
4391;737D17-D-4;D;4;1;105000;0;0;0;47627.16;0;0;0;0.971053125;TO;ANP2.2
4392;737D17-D-4;D;4;2;105000;4487.9;0;152.5;47627.16;1367.91192;0;78.45271;0.89001;TO;ANP2.2
4393;737D17-D-4;D;4;3;105000;9890.5;1000;154.7;47627.16;3014.6244;304.8;79.5844868;0.90250875;TO;ANP2.2
4394;737D17-D-4;D;4;4;105000;12439.4;1320.1;165.3;47627.16;3791.52912;402.36648;85.0375932;0.9005975;CL;ANP2.2
4395;737D17-D-4;D;4;5;105000;16313.7;1646.8;191.6;47627.16;4972.41576;501.94464;98.5674704;0.890293125;CL;ANP2.2
4396;737D17-D-4;D;4;6;105000;17026.6;1747.5;191.9;47627.16;5189.70768;532.638;98.7218036;0.751194375;CL;ANP2.2
4397;737D17-D-4;D;4;7;105000;20255;1848.1;214.7;47627.16;6173.724;563.30088;110.4511268;0.74204625;CL;ANP2.2
4398;737D17-D-4;D;4;8;105000;28653.9;3000;218.4;47627.16;8733.70872;914.4;112.3545696;0.7473625;CL;ANP2.2
4399;737D17-D-4;D;4;9;105000;37878.1;3397.9;261.5;47627.16;11545.24488;1035.67992;134.527106;0.73042125;CL;ANP2.2
4400;737D17-D-4;D;4;10;105000;55564;5500;269.9;47627.16;16935.9072;1676.4;138.8484356;0.72703375;CL;ANP2.2
4401;737D17-D-4;D;4;11;105000;74969;7500;278.3;47627.16;22850.5512;2286;143.1697652;0.711196875;CL;ANP2.2
4402;737D17-D-4;D;4;12;105000;104722;10000;289.3;47627.16;31919.2656;3048;148.8286492;0.67410375;CL;ANP2.2
4403;737N17-A-1;A;1;1;90000;-114486.8;6000;272;40823.28;-34895.57664;1828.8;139.928768;0.050770625;AP;ANP2.2
4404;737N17-A-1;A;1;2;90000;-58243.4;3052.4;178.9;40823.28;-17752.58832;930.37152;92.0340316;0.04548125;AP;ANP2.2
4405;737N17-A-1;A;1;3;90000;-57243.4;3000;176.8;40823.28;-17447.78832;914.4;90.9536992;0.12324;AP;ANP2.2
4406;737N17-A-1;A;1;4;90000;-29621.7;1552.4;143.9;40823.28;-9028.69416;473.17152;74.0284916;0.116858125;AP;ANP2.2
4407;737N17-A-1;A;1;5;90000;-28621.7;1500;142.6;40823.28;-8723.89416;457.2;73.3597144;0.19866375;AP;ANP2.2
4408;737N17-A-1;A;1;6;90000;-20081.1;1052.4;139.4;40823.28;-6120.71928;320.77152;71.7134936;0.19544625;AP;ANP2.2
4409;737N17-A-1;A;1;7;90000;-19081.1;1000;139;40823.28;-5815.91928;304.8;71.507716;0.232879375;AP;ANP2.2
4410;737N17-A-1;A;1;8;90000;-1000;52.4;137.1;40823.28;-304.8;15.97152;70.5302724;0.2250075;AP;ANP2.2
4411;737N17-A-1;A;1;9;90000;0;0;137;40823.28;0;0;70.478828;0.224616875;AP;ANP2.2
4412;737N17-A-1;A;1;10;90000;286.6;0;130;40823.28;87.35568;0;66.87772;0.4;AP;ANP2.2
4413;737N17-A-1;A;1;11;90000;2579.4;0;29.8;40823.28;786.20112;0;15.3304312;0.1;AP;ANP2.2
4414;737N17-D-1;D;1;1;90000;0;0;0;40823.28;0;0;0;0.971053125;TO;ANP2.2
4415;737N17-D-1;D;1;2;90000;3275.3;0;141.2;40823.28;998.31144;0;72.6394928;0.896021875;TO;ANP2.2
4416;737N17-D-1;D;1;3;90000;7522.8;1000;143.3;40823.28;2292.94944;304.8;73.7198252;0.908520625;TO;ANP2.2
4417;737N17-D-1;D;1;4;90000;9472.9;1310.4;154.2;40823.28;2887.33992;399.40992;79.3272648;0.906320625;CL;ANP2.2
4418;737N17-D-1;D;1;5;90000;12385.3;1618.7;180.3;40823.28;3775.03944;493.37976;92.7542532;0.895874375;CL;ANP2.2
4419;737N17-D-1;D;1;6;90000;13014;1729.4;180.6;40823.28;3966.6672;527.12112;92.9085864;0.75597625;CL;ANP2.2
4420;737N17-D-1;D;1;7;90000;16607.7;1840.1;214.6;40823.28;5062.02696;560.86248;110.3996824;0.741995;CL;ANP2.2
4421;737N17-D-1;D;1;8;90000;23383.5;3000;218.4;40823.28;7127.2908;914.4;112.3545696;0.7473625;CL;ANP2.2
4422;737N17-D-1;D;1;9;90000;30110.9;3290.5;261.1;40823.28;9177.80232;1002.9444;134.3213284;0.730229375;CL;ANP2.2
4423;737N17-D-1;D;1;10;90000;44843.3;5500;269.9;40823.28;13668.23784;1676.4;138.8484356;0.72703375;CL;ANP2.2
4424;737N17-D-1;D;1;11;90000;60122.5;7500;278.3;40823.28;18325.338;2286;143.1697652;0.711196875;CL;ANP2.2
4425;737N17-D-1;D;1;12;90000;83164.4;10000;289.3;40823.28;25348.50912;3048;148.8286492;0.67410375;CL;ANP2.2
4426;737N17-D-2;D;2;1;95000;0;0;0;43091.24;0;0;0;0.971053125;TO;ANP2.2
4427;737N17-D-2;D;2;2;95000;3657.6;0;145;43091.24;1114.83648;0;74.59438;0.893965625;TO;ANP2.2
4428;737N17-D-2;D;2;3;95000;8272.5;1000;147.2;43091.24;2521.458;304.8;75.7261568;0.906464375;TO;ANP2.2
4429;737N17-D-2;D;2;4;95000;10459;1320.4;158.2;43091.24;3187.9032;402.45792;81.3850408;0.904301875;CL;ANP2.2
4430;737N17-D-2;D;2;5;95000;13675.6;1634.8;184.4;43091.24;4168.32288;498.28704;94.8634736;0.893894375;CL;ANP2.2
4431;737N17-D-2;D;2;6;95000;14337.7;1742.8;184.7;43091.24;4370.13096;531.20544;95.0178068;0.754283125;CL;ANP2.2
4432;737N17-D-2;D;2;7;95000;17834.5;1850.8;214.7;43091.24;5435.9556;564.12384;110.4511268;0.74206375;CL;ANP2.2
4433;737N17-D-2;D;2;8;95000;25082.6;3000;218.4;43091.24;7645.17648;914.4;112.3545696;0.7473625;CL;ANP2.2
4434;737N17-D-2;D;2;9;95000;32554.5;3322.6;261.2;43091.24;9922.6116;1012.72848;134.3727728;0.73029;CL;ANP2.2
4435;737N17-D-2;D;2;10;95000;48278.3;5500;269.9;43091.24;14715.22584;1676.4;138.8484356;0.72703375;CL;ANP2.2
4436;737N17-D-2;D;2;11;95000;64860.4;7500;278.3;43091.24;19769.44992;2286;143.1697652;0.711196875;CL;ANP2.2
4437;737N17-D-2;D;2;12;95000;89995.8;10000;289.3;43091.24;27430.71984;3048;148.8286492;0.67410375;CL;ANP2.2
4438;737N17-D-3;D;3;1;100000;0;0;0;45359.2;0;0;0;0.971053125;TO;ANP2.2
4439;737N17-D-3;D;3;2;100000;4061.8;0;148.8;45359.2;1238.03664;0;76.5492672;0.891963125;TO;ANP2.2
4440;737N17-D-3;D;3;3;100000;9061.2;1000;151;45359.2;2761.85376;304.8;77.681044;0.904461875;TO;ANP2.2
4441;737N17-D-3;D;3;4;100000;11532.1;1334.3;162.3;45359.2;3514.98408;406.69464;83.4942612;0.902318125;CL;ANP2.2
4442;737N17-D-3;D;3;5;100000;15076.5;1654.8;188.6;45359.2;4595.3172;504.38304;97.0241384;0.89194625;CL;ANP2.2
4443;737N17-D-3;D;3;6;100000;15758.2;1758.1;188.9;45359.2;4803.09936;535.86888;97.1784716;0.7526025;CL;ANP2.2
4444;737N17-D-3;D;3;7;100000;19092.1;1861.4;214.7;45359.2;5819.27208;567.35472;110.4511268;0.742130625;CL;ANP2.2
4445;737N17-D-3;D;3;8;100000;26824.6;3000;218.4;45359.2;8176.13808;914.4;112.3545696;0.7473625;CL;ANP2.2
4446;737N17-D-3;D;3;9;100000;35123.8;3358.2;261.4;45359.2;10705.73424;1023.57936;134.4756616;0.730354375;CL;ANP2.2
4447;737N17-D-3;D;3;10;100000;51835.1;5500;269.9;45359.2;15799.33848;1676.4;138.8484356;0.72703375;CL;ANP2.2
4448;737N17-D-3;D;3;11;100000;69790.4;7500;278.3;45359.2;21272.11392;2286;143.1697652;0.711196875;CL;ANP2.2
4449;737N17-D-3;D;3;12;100000;97157.9;10000;289.3;45359.2;29613.72792;3048;148.8286492;0.67410375;CL;ANP2.2
4450;737N17-D-4;D;4;1;105000;0;0;0;47627.16;0;0;0;0.971053125;TO;ANP2.2
4451;737N17-D-4;D;4;2;105000;4487.9;0;152.5;47627.16;1367.91192;0;78.45271;0.89001;TO;ANP2.2
4452;737N17-D-4;D;4;3;105000;9890.5;1000;154.7;47627.16;3014.6244;304.8;79.5844868;0.90250875;TO;ANP2.2
4453;737N17-D-4;D;4;4;105000;12439.4;1320.1;165.3;47627.16;3791.52912;402.36648;85.0375932;0.9005975;CL;ANP2.2
4454;737N17-D-4;D;4;5;105000;16313.7;1646.8;191.6;47627.16;4972.41576;501.94464;98.5674704;0.890293125;CL;ANP2.2
4455;737N17-D-4;D;4;6;105000;17026.6;1747.5;191.9;47627.16;5189.70768;532.638;98.7218036;0.751194375;CL;ANP2.2
4456;737N17-D-4;D;4;7;105000;20255;1848.1;214.7;47627.16;6173.724;563.30088;110.4511268;0.74204625;CL;ANP2.2
4457;737N17-D-4;D;4;8;105000;28653.9;3000;218.4;47627.16;8733.70872;914.4;112.3545696;0.7473625;CL;ANP2.2
4458;737N17-D-4;D;4;9;105000;37878.1;3397.9;261.5;47627.16;11545.24488;1035.67992;134.527106;0.73042125;CL;ANP2.2
4459;737N17-D-4;D;4;10;105000;55564;5500;269.9;47627.16;16935.9072;1676.4;138.8484356;0.72703375;CL;ANP2.2
4460;737N17-D-4;D;4;11;105000;74969;7500;278.3;47627.16;22850.5512;2286;143.1697652;0.711196875;CL;ANP2.2
4461;737N17-D-4;D;4;12;105000;104722;10000;289.3;47627.16;31919.2656;3048;148.8286492;0.67410375;CL;ANP2.2
4462;737N9-A-1;A;1;1;82000;-114486.8;6000;272;37194.544;-34895.57664;1828.8;139.928768;0.051310345;AP;ANP2.2
4463;737N9-A-1;A;1;2;82000;-58243.4;3052.4;178.9;37194.544;-17752.58832;930.37152;92.0340316;0.045964828;AP;ANP2.2
4464;737N9-A-1;A;1;3;82000;-57243.4;3000;176.8;37194.544;-17447.78832;914.4;90.9536992;0.117102069;AP;ANP2.2
4465;737N9-A-1;A;1;4;82000;-29621.7;1552.4;138.4;37194.544;-9028.69416;473.17152;71.1990496;0.111037931;AP;ANP2.2
4466;737N9-A-1;A;1;5;82000;-28621.7;1500;136.8;37194.544;-8723.89416;457.2;70.3759392;0.200571724;AP;ANP2.2
4467;737N9-A-1;A;1;6;82000;-20081.1;1052.4;133.2;37194.544;-6120.71928;320.77152;68.5239408;0.197323448;AP;ANP2.2
4468;737N9-A-1;A;1;7;82000;-19081.1;1000;132.8;37194.544;-5815.91928;304.8;68.3181632;0.234234483;AP;ANP2.2
4469;737N9-A-1;A;1;8;82000;-1000;52.4;130.9;37194.544;-304.8;15.97152;67.3407196;0.226317241;AP;ANP2.2
4470;737N9-A-1;A;1;9;82000;0;0;130.8;37194.544;0;0;67.2892752;0.225926207;AP;ANP2.2
4471;737N9-A-1;A;1;10;82000;255.6;0;124.2;37194.544;77.90688;0;63.8939448;0.4;AP;ANP2.2
4472;737N9-A-1;A;1;11;82000;2300.4;0;29.8;37194.544;701.16192;0;15.3304312;0.1;AP;ANP2.2
4473;737N9-D-1;D;1;1;82000;0;0;0;37194.544;0;0;0;0.95488;TO;ANP2.2
4474;737N9-D-1;D;1;2;82000;3054.1;0;135.5;37194.544;930.88968;0;69.707162;0.873882759;TO;ANP2.2
4475;737N9-D-1;D;1;3;82000;7504.3;1000;137.5;37194.544;2287.31064;304.8;70.73605;0.871850345;TO;ANP2.2
4476;737N9-D-1;D;1;4;82000;9489.1;1301.8;148.1;37194.544;2892.27768;396.78864;76.1891564;0.865366897;CL;ANP2.2
4477;737N9-D-1;D;1;5;82000;12536.9;1609;174.2;37194.544;3821.24712;490.4232;89.6161448;0.849851724;CL;ANP2.2
4478;737N9-D-1;D;1;6;82000;13230.9;1734.6;174.5;37194.544;4032.77832;528.70608;89.770478;0.781622069;CL;ANP2.2
4479;737N9-D-1;D;1;7;82000;17261.8;1860.2;214.7;37194.544;5261.39664;566.98896;110.4511268;0.760033103;CL;ANP2.2
4480;737N9-D-1;D;1;8;82000;23804.6;3000;218.4;37194.544;7255.64208;914.4;112.3545696;0.757771724;CL;ANP2.2
4481;737N9-D-1;D;1;9;82000;30470.1;3287.8;261.1;37194.544;9287.28648;1002.12144;134.3213284;0.735296552;CL;ANP2.2
4482;737N9-D-1;D;1;10;82000;45260.3;5500;269.9;37194.544;13795.33944;1676.4;138.8484356;0.730651034;CL;ANP2.2
4483;737N9-D-1;D;1;11;82000;60416.2;7500;278.3;37194.544;18414.85776;2286;143.1697652;0.726202759;CL;ANP2.2
4484;737N9-D-1;D;1;12;82000;82243.2;10000;289.3;37194.544;25067.72736;3048;148.8286492;0.720310345;CL;ANP2.2
4485;737N9-D-2;D;2;1;85000;0;0;0;38555.32;0;0;0;0.95488;TO;ANP2.2
4486;737N9-D-2;D;2;2;85000;3287.1;0;137.9;38555.32;1001.90808;0;70.9418276;0.872414483;TO;ANP2.2
4487;737N9-D-2;D;2;3;85000;7990.4;1000;139.9;38555.32;2435.47392;304.8;71.9707156;0.870381379;TO;ANP2.2
4488;737N9-D-2;D;2;4;85000;10236;1322.7;151.1;38555.32;3119.9328;403.15896;77.7324884;0.863538621;CL;ANP2.2
4489;737N9-D-2;D;2;5;85000;13507.8;1634.5;177.3;38555.32;4117.17744;498.1956;91.2109212;0.848013103;CL;ANP2.2
4490;737N9-D-2;D;2;6;85000;14231;1758.8;177.6;38555.32;4337.6088;536.08224;91.3652544;0.779933103;CL;ANP2.2
4491;737N9-D-2;D;2;7;85000;18218.7;1883.1;214.8;38555.32;5553.05976;573.96888;110.5025712;0.759988276;CL;ANP2.2
4492;737N9-D-2;D;2;8;85000;24965.8;3000;218.4;38555.32;7609.57584;914.4;112.3545696;0.757771724;CL;ANP2.2
4493;737N9-D-2;D;2;9;85000;32106.9;3308.3;261.2;38555.32;9786.18312;1008.36984;134.3727728;0.735254483;CL;ANP2.2
4494;737N9-D-2;D;2;10;85000;47555.3;5500;269.9;38555.32;14494.85544;1676.4;138.8484356;0.730651034;CL;ANP2.2
4495;737N9-D-2;D;2;11;85000;63552.8;7500;278.3;38555.32;19370.89344;2286;143.1697652;0.726202759;CL;ANP2.2
4496;737N9-D-2;D;2;12;85000;86647.5;10000;289.3;38555.32;26410.158;3048;148.8286492;0.720310345;CL;ANP2.2
4497;737N9-D-3;D;3;1;92000;0;0;0;41730.464;0;0;0;0.95488;TO;ANP2.2
4498;737N9-D-3;D;3;2;92000;3865.5;0;143.5;41730.464;1178.2044;0;73.822714;0.869085517;TO;ANP2.2
4499;737N9-D-3;D;3;3;92000;9190.7;1000;145.6;41730.464;2801.32536;304.8;74.9030464;0.867053103;TO;ANP2.2
4500;737N9-D-3;D;3;4;92000;11679.5;1317.1;156.2;41730.464;3559.9116;401.45208;80.3561528;0.860575862;CL;ANP2.2
4501;737N9-D-3;D;3;5;92000;15471;1639.1;182.4;41730.464;4715.5608;499.59768;93.8345856;0.845028966;CL;ANP2.2
4502;737N9-D-3;D;3;6;92000;16286.2;1764.4;182.8;41730.464;4964.03376;537.78912;94.0403632;0.777185517;CL;ANP2.2
4503;737N9-D-3;D;3;7;92000;20273.1;1889.6;214.8;41730.464;6179.24088;575.95008;110.5025712;0.759975172;CL;ANP2.2
4504;737N9-D-3;D;3;8;92000;27786.1;3000;218.4;41730.464;8469.20328;914.4;112.3545696;0.757771724;CL;ANP2.2
4505;737N9-D-3;D;3;9;92000;36173.7;3362;261.4;41730.464;11025.74376;1024.7376;134.4756616;0.735145517;CL;ANP2.2
4506;737N9-D-3;D;3;10;92000;53153.6;5500;269.9;41730.464;16201.21728;1676.4;138.8484356;0.730651034;CL;ANP2.2
4507;737N9-D-3;D;3;11;92000;71230.4;7500;278.3;41730.464;21711.02592;2286;143.1697652;0.726202759;CL;ANP2.2
4508;737N9-D-3;D;3;12;92000;97487;10000;289.3;41730.464;29714.0376;3048;148.8286492;0.720310345;CL;ANP2.2
4509;737N9-D-4;D;4;1;100000;0;0;0;45359.2;0;0;0;0.95488;TO;ANP2.2
4510;737N9-D-4;D;4;2;100000;4586.2;0;149.6;45359.2;1397.87376;0;76.9608224;0.865433103;TO;ANP2.2
4511;737N9-D-4;D;4;3;100000;10682.8;1000;151.8;45359.2;3256.11744;304.8;78.0925992;0.86340069;TO;ANP2.2
4512;737N9-D-4;D;4;4;100000;13614.6;1326.7;162.3;45359.2;4149.73008;404.37816;83.4942612;0.856986897;CL;ANP2.2
4513;737N9-D-4;D;4;5;100000;18082.3;1660.3;188.6;45359.2;5511.48504;506.05944;97.0241384;0.841415172;CL;ANP2.2
4514;737N9-D-4;D;4;6;100000;18972;1781.2;188.9;45359.2;5782.6656;542.90976;97.1784716;0.773868966;CL;ANP2.2
4515;737N9-D-4;D;4;7;100000;22786.2;1902.1;214.8;45359.2;6945.23376;579.76008;110.5025712;0.759951034;CL;ANP2.2
4516;737N9-D-4;D;4;8;100000;31187.3;3000;218.4;45359.2;9505.88904;914.4;112.3545696;0.757771724;CL;ANP2.2
4517;737N9-D-4;D;4;9;100000;41292.2;3435.8;261.7;45359.2;12585.86256;1047.23184;134.6299948;0.734994483;CL;ANP2.2
4518;737N9-D-4;D;4;10;100000;59979.1;5500;269.9;45359.2;18281.62968;1676.4;138.8484356;0.730651034;CL;ANP2.2
4519;737N9-D-4;D;4;11;100000;80654.4;7500;278.3;45359.2;24583.46112;2286;143.1697652;0.726202759;CL;ANP2.2
4520;737N9-D-4;D;4;12;100000;110921.9;10000;289.3;45359.2;33808.99512;3048;148.8286492;0.720310345;CL;ANP2.2
4521;737QN-A-1;A;1;1;82000;-114486.8;6000;272;37194.544;-34895.57664;1828.8;139.928768;0.051310345;AP;ANP2.2
4522;737QN-A-1;A;1;2;82000;-58243.4;3052.4;178.9;37194.544;-17752.58832;930.37152;92.0340316;0.045964828;AP;ANP2.2
4523;737QN-A-1;A;1;3;82000;-57243.4;3000;176.8;37194.544;-17447.78832;914.4;90.9536992;0.117102069;AP;ANP2.2
4524;737QN-A-1;A;1;4;82000;-29621.7;1552.4;138.4;37194.544;-9028.69416;473.17152;71.1990496;0.111037931;AP;ANP2.2
4525;737QN-A-1;A;1;5;82000;-28621.7;1500;136.8;37194.544;-8723.89416;457.2;70.3759392;0.200571724;AP;ANP2.2
4526;737QN-A-1;A;1;6;82000;-20081.1;1052.4;133.2;37194.544;-6120.71928;320.77152;68.5239408;0.197323448;AP;ANP2.2
4527;737QN-A-1;A;1;7;82000;-19081.1;1000;132.8;37194.544;-5815.91928;304.8;68.3181632;0.234234483;AP;ANP2.2
4528;737QN-A-1;A;1;8;82000;-1000;52.4;130.9;37194.544;-304.8;15.97152;67.3407196;0.226317241;AP;ANP2.2
4529;737QN-A-1;A;1;9;82000;0;0;130.8;37194.544;0;0;67.2892752;0.225926207;AP;ANP2.2
4530;737QN-A-1;A;1;10;82000;255.6;0;124.2;37194.544;77.90688;0;63.8939448;0.4;AP;ANP2.2
4531;737QN-A-1;A;1;11;82000;2300.4;0;29.8;37194.544;701.16192;0;15.3304312;0.1;AP;ANP2.2
4532;737QN-D-1;D;1;1;82000;0;0;0;37194.544;0;0;0;0.95488;TO;ANP2.2
4533;737QN-D-1;D;1;2;82000;3054.1;0;135.5;37194.544;930.88968;0;69.707162;0.873882759;TO;ANP2.2
4534;737QN-D-1;D;1;3;82000;7504.3;1000;137.5;37194.544;2287.31064;304.8;70.73605;0.871850345;TO;ANP2.2
4535;737QN-D-1;D;1;4;82000;9489.1;1301.8;148.1;37194.544;2892.27768;396.78864;76.1891564;0.865366897;CL;ANP2.2
4536;737QN-D-1;D;1;5;82000;12536.9;1609;174.2;37194.544;3821.24712;490.4232;89.6161448;0.849851724;CL;ANP2.2
4537;737QN-D-1;D;1;6;82000;13230.9;1734.6;174.5;37194.544;4032.77832;528.70608;89.770478;0.781622069;CL;ANP2.2
4538;737QN-D-1;D;1;7;82000;17261.8;1860.2;214.7;37194.544;5261.39664;566.98896;110.4511268;0.760033103;CL;ANP2.2
4539;737QN-D-1;D;1;8;82000;23804.6;3000;218.4;37194.544;7255.64208;914.4;112.3545696;0.757771724;CL;ANP2.2
4540;737QN-D-1;D;1;9;82000;30470.1;3287.8;261.1;37194.544;9287.28648;1002.12144;134.3213284;0.735296552;CL;ANP2.2
4541;737QN-D-1;D;1;10;82000;45260.3;5500;269.9;37194.544;13795.33944;1676.4;138.8484356;0.730651034;CL;ANP2.2
4542;737QN-D-1;D;1;11;82000;60416.2;7500;278.3;37194.544;18414.85776;2286;143.1697652;0.726202759;CL;ANP2.2
4543;737QN-D-1;D;1;12;82000;82243.2;10000;289.3;37194.544;25067.72736;3048;148.8286492;0.720310345;CL;ANP2.2
4544;737QN-D-2;D;2;1;85000;0;0;0;38555.32;0;0;0;0.95488;TO;ANP2.2
4545;737QN-D-2;D;2;2;85000;3287.1;0;137.9;38555.32;1001.90808;0;70.9418276;0.872414483;TO;ANP2.2
4546;737QN-D-2;D;2;3;85000;7990.4;1000;139.9;38555.32;2435.47392;304.8;71.9707156;0.870381379;TO;ANP2.2
4547;737QN-D-2;D;2;4;85000;10236;1322.7;151.1;38555.32;3119.9328;403.15896;77.7324884;0.863538621;CL;ANP2.2
4548;737QN-D-2;D;2;5;85000;13507.8;1634.5;177.3;38555.32;4117.17744;498.1956;91.2109212;0.848013103;CL;ANP2.2
