43,PC,Diesel >2.0l,EURO IV,0.0812,-0.002,0.000014985,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
44,PC,LPG,Conventional,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
45,PC,LPG,EURO I,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
46,PC,LPG,EURO II,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
47,PC,LPG,EURO III,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
48,PC,LPG,EURO IV,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
49,PC,Gasoline 2-Stroke,Conventional,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
50,LDV,Gasoline <3.5t,Conventional,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
51,LDV,Gasoline <3.5t,EURO I,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
52,LDV,Gasoline <3.5t,EURO II,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
53,LDV,Gasoline <3.5t,EURO III,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
54,LDV,Gasoline <3.5t,EURO IV,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
55,LDV,Diesel <3.5t,Conventional,0.288,-0.000577,0.0000125,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,NULL
56,LDV,Diesel <3.5t,EURO I,0.1932,-0.004885,0.000045,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0,NULL
57,LDV,Diesel <3.5t,EURO II,0.1932,-0.004885,0.000045,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0,NULL
58,LDV,Diesel <3.5t,EURO III,0.1294,-0.0033,0.00003015,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0,NULL
59,LDV,Diesel <3.5t,EURO IV,0.0676,-0.0017,0.00001575,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0,NULL
60,HDV,Gasoline >3.5t,Conventional,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
61,HDV,Diesel <7.5t,Conventional,0,0,0,4.5563,-0.707,0,0,0,0.944,0,0,0,0,0,0,0,0,0.26
62,HDV,Diesel <7.5t,EURO I,0,0,0,2.9616,-0.707,0,0,0,0.944,0,0,0,0,0,0,0,0,NULL
63,HDV,Diesel <7.5t,EURO II,0,0,0,1.8225,-0.707,0,0,0,0.944,0,0,0,0,0,0,0,0,NULL
64,HDV,Diesel <7.5t,EURO III,0,0,0,0.5103,-0.707,0,0,0,0.944,0,0,0,0,0,0,0,0,NULL
65,HDV,Diesel <7.5t,EURO IV,0,0,0,0.2415,-0.707,0,0,0,0.944,0,0,0,0,0,0,0,0,NULL
66,HDV,Diesel 7.5-16t,Conventional,0,0,0,9.6037,-0.7259,0,0,0,0.974,0,0,0,0,0,0,0,0,0.44
67,HDV,Diesel 7.5-16t,EURO I,0,0,0,6.2424,-0.7259,0,0,0,0.974,0,0,0,0,0,0,0,0,NULL
68,HDV,Diesel 7.5-16t,EURO II,0,0,0,3.8415,-0.7259,0,0,0,0.974,0,0,0,0,0,0,0,0,NULL
69,HDV,Diesel 7.5-16t,EURO III,0,0,0,2.689,-0.7259,0,0,0,0.974,0,0,0,0,0,0,0,0,NULL
70,HDV,Diesel 7.5-16t,EURO IV,0,0,0,0.509,-0.7259,0,0,0,0.974,0,0,0,0,0,0,0,0,NULL
71,HDV,Diesel 16-32t,Conventional,0,0,0,10.89,-0.7105,0,0,0,0.946,0,0,0,0,0,0,0,0,NULL
72,HDV,Diesel 16-32t,EURO I,0,0,0,7.0785,-0.7105,0,0,0,0.946,0,0,0,0,0,0,0,0,NULL
73,HDV,Diesel 16-32t,EURO II,0,0,0,2.7225,-0.7105,0,0,0,0.946,0,0,0,0,0,0,0,0,NULL
74,HDV,Diesel 16-32t,EURO III,0,0,0,1.9058,-0.7105,0,0,0,0.946,0,0,0,0,0,0,0,0,NULL
75,HDV,Diesel 16-32t,EURO IV,0,0,0,0.3594,-0.7105,0,0,0,0.946,0,0,0,0,0,0,0,0,NULL
76,HDV,Diesel >32t,Conventional,0,0,0,11.028,-0.696,0,0,0,0.961,0,0,0,0,0,0,0,0,NULL
77,HDV,Diesel >32t,EURO I,0,0,0,7.0785,-0.696,0,0,0,0.961,0,0,0,0,0,0,0,0,NULL
78,HDV,Diesel >32t,EURO II,0,0,0,2.757,-0.696,0,0,0,0.961,0,0,0,0,0,0,0,0,NULL
79,HDV,Diesel >32t,EURO III,0,0,0,1.9299,-0.696,0,0,0,0.961,0,0,0,0,0,0,0,0,NULL
80,HDV,Diesel >32t,EURO IV,0,0,0,0.3639,-0.696,0,0,0,0.961,0,0,0,0,0,0,0,0,NULL
81,HDV,Urban Buses,Conventional,0,0,0,7.8609,-0.736,0,0,0,0.92,0,0,0,0,0,0,0,0,NULL
82,HDV,Urban Buses,EURO I,0,0,0,5.1096,-0.736,0,0,0,0.92,0,0,0,0,0,0,0,0,NULL
83,HDV,Urban Buses,EURO II,0,0,0,3.1444,-0.736,0,0,0,0.92,0,0,0,0,0,0,0,0,NULL
84,HDV,Urban Buses,EURO III,0,0,0,2.2011,-0.736,0,0,0,0.92,0,0,0,0,0,0,0,0,NULL
85,HDV,Urban Buses,EURO IV,0,0,0,0.4323,-0.736,0,0,0,0.92,0,0,0,0,0,0,0,0,NULL
86,HDV,Coaches,Conventional,0,0,0,9.2934,-0.7373,0,0,0,0.975,0,0,0,0,0,0,0,0,0.073
87,HDV,Coaches,EURO I,0,0,0,6.0407,-0.7373,0,0,0,0.975,0,0,0,0,0,0,0,0,NULL
88,HDV,Coaches,EURO II,0,0,0,2.3234,-0.7373,0,0,0,0.975,0,0,0,0,0,0,0,0,NULL
89,HDV,Coaches,EURO III,0,0,0,1.6263,-0.7373,0,0,0,0.975,0,0,0,0,0,0,0,0,NULL
90,HDV,Coaches,EURO IV,0,0,0,0.3067,-0.7373,0,0,0,0.975,0,0,0,0,0,0,0,0,NULL
91,MOT,Mopeds <50cc,Conventional,9,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
92,MOT,Mopeds <50cc,Stage I,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
93,MOT,Mopeds <50cc,Stage II,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
94,MOT,Mopeds >50cc,Conventional,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
95,MOT,Mopeds >50cc,97/24/EC,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
96,MOT,Bike >50cc,Conventional,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
97,MOT,Bike >50cc,97/24/EC,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
98,MOT,Bike <250cc,Conventional,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
99,MOT,Bike <250cc,97/24/EC,0,0,0,0,0,0,0,0,NULL,0,0,NULL,0,0,0,0,0,NULL
100,MOT,Bike 250-750cc,Conventional,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
101,MOT,Bike 250-750cc,97/24/EC,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
102,MOT,Bike >750cc,Conventional,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
103,MOT,Bike >750cc,97/24/EC,0,0,0,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,NULL
